順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","50,750","-3,570","-6.57","0","1,687,341","-446,125","-20.9%","0","－","11.23","－"
"2","↑1","1","3","6976","太陽誘電","東Ｐ","9,137","-163","-1.75","1","303,047","+96,076","+46.4%","1","41.7","3.29","0.99"
"3","↓1","0","2","5803","フジクラ","東Ｐ","5,014","-266","-5.04","0","257,856","-63,368","-19.7%","0","25.5","13.64","0.76"
"4","→","0","4","6857","アドテスト","東Ｐ","34,550","-1,350","-3.76","0","187,099","-16,081","-7.9%","0","37.8","23.92","－"
"5","↑1","1","6","9984","ＳＢＧ","東Ｐ","4,989","-266","-5.06","0","164,496","+29,923","+22.2%","1","－","1.54","0.22"
"6","↓1","0","5","1570","日経レバ","東Ｅ","68,050","-1,010","-1.46","0","125,453","-20,127","-13.8%","0","－","－","－"
"7","↑2","1","9","8035","東エレク","東Ｐ","55,050","+760","+1.40","4","124,988","+23,685","+23.4%","1","－","11.76","－"
"8","→","0","8","6981","村田製","東Ｐ","7,086","-5","-0.07","2","112,692","+10,503","+10.3%","1","38.2","4.68","0.99"
"9","↓2","0","7","4062","イビデン","東Ｐ","18,770","-420","-2.19","0","110,780","+6,237","+6.0%","1","63.2","9.26","0.19"
"10","↑10","1","20","5016","ＪＸ金属","東Ｐ","3,781.0","+190.0","+5.29","1","101,056","+60,184","+147.2%","1","24.0","5.26","0.53"
"11","↓1","0","10","5801","古河電","東Ｐ","3,624","-194","-5.08","0","83,254","+2,829","+3.5%","1","24.3","5.83","0.61"
"12","→","0","12","6920","レーザーテク","東Ｐ","34,820","-300","-0.85","0","69,503","-7,021","-9.2%","0","34.7","12.64","1.01"
"13","↓2","0","11","8306","三菱ＵＦＪ","東Ｐ","3,492.0","-16.0","-0.46","0","66,539","-10,578","-13.7%","0","14.6","1.73","2.75"
"14","↑13","1","27","5713","住友鉱","東Ｐ","11,435","+675","+6.27","1","60,387","+25,606","+73.6%","1","14.2","1.44","1.81"
"15","↑1","1","16","6146","ディスコ","東Ｐ","61,520","+160","+0.26","0","57,881","+4,549","+8.5%","1","－","11.49","－"
"16","↑6","1","22","7974","任天堂","東Ｐ","8,785","+186","+2.16","1","56,528","+16,251","+40.3%","1","32.7","3.47","1.84"
"17","↓4","0","13","7203","トヨタ","東Ｐ","3,123.0","-9.0","-0.29","0","51,384","-12,175","-19.2%","0","11.4","0.99","3.20"
"18","→","0","18","6525","コクサイエレ","東Ｐ","8,273","-48","-0.58","0","44,469","-575","-1.3%","0","34.8","8.58","0.79"
"19","↓5","0","14","9983","ファストリ","東Ｐ","72,900","-610","-0.83","1","44,226","-17,257","-28.1%","0","44.7","8.20","0.88"
"20","↑5","1","25","5706","三井金属","東Ｐ","28,290","+80","+0.28","1","43,017","+6,818","+18.8%","1","20.2","3.83","0.99"
"21","↓2","0","19","8411","みずほＦＧ","東Ｐ","8,095","-15","-0.18","0","38,766","-4,999","-11.4%","0","14.0","1.71","1.85"
"22","↑2","1","24","8316","三井住友ＦＧ","東Ｐ","6,574","-32","-0.48","0","38,163","+339","+0.9%","1","14.7","1.55","2.74"
"23","↓2","0","21","6501","日立","東Ｐ","5,253","+57","+1.10","1","35,982","-4,479","-11.1%","0","26.0","3.57","－"
"24","↑6","1","30","3436","ＳＵＭＣＯ","東Ｐ","3,451.0","+67.0","+1.98","3","34,829","+3,207","+10.1%","1","－","2.12","－"
"25","↓10","0","15","7011","三菱重","東Ｐ","3,959","+27","+0.69","1","34,290","-21,952","-39.0%","0","35.0","4.20","0.73"
"26","↑5","1","31","6098","リクルート","東Ｐ","16,390","+490","+3.08","1","34,108","+2,806","+9.0%","1","30.1","12.80","0.16"
"27","↑23","1","50","6758","ソニーＧ","東Ｐ","3,862","+77","+2.03","1","31,566","+10,291","+48.4%","1","18.7","2.70","0.91"
"28","↓11","0","17","9432","ＮＴＴ","東Ｐ","166.7","+0.6","+0.36","0","28,843","-20,922","-42.0%","0","13.8","1.37","3.24"
"29","↑23","1","52","7735","スクリン","東Ｐ","13,165","+195","+1.50","4","27,051","+7,590","+39.0%","1","21.7","5.01","1.39"
"30","↑55","1","85","6305","日立建機","東Ｐ","6,024","+380","+6.73","1","26,814","+15,561","+138.3%","1","15.3","1.39","3.15"
"31","↓3","0","28","9101","郵船","東Ｐ","7,187","+86","+1.21","0","25,660","-8,521","-24.9%","0","12.1","0.93","3.34"
"32","↑11","1","43","6861","キーエンス","東Ｐ","80,910","+1,010","+1.26","1","25,634","+2,450","+10.6%","1","－","5.53","0.68"
"33","↓4","0","29","7012","川重","東Ｐ","2,593.5","-10.0","-0.38","1","24,857","-7,324","-22.8%","0","19.7","2.56","1.54"
"34","↓11","0","23","9104","商船三井","東Ｐ","7,292","+14","+0.19","0","24,232","-13,808","-36.3%","0","10.4","0.84","2.81"
"35","↑3","1","38","4004","レゾナック","東Ｐ","15,775","-285","-1.77","0","23,604","-1,117","-4.5%","0","26.6","3.80","0.41"
"36","↓4","0","32","5802","住友電","東Ｐ","2,157.5","-21.0","-0.96","1","22,920","-6,464","-22.0%","0","19.8","2.37","1.81"
"37","↓4","0","33","9107","川崎汽","東Ｐ","3,468.0","+63.0","+1.85","0","22,660","-4,636","-17.0%","0","15.4","1.20","3.46"
"38","↑4","3","42","5711","三菱マ","東Ｐ","5,746","+181","+3.25","0","22,563","-659","-2.8%","0","5.4","0.97","2.02"
"39","↑6","1","45","4063","信越化","東Ｐ","6,027","-24","-0.40","1","22,521","+56","+0.2%","1","20.8","2.40","1.92"
"40","↑24","2","64","593A","ティアフォー","東Ｇ","1,143","+86","+8.14","1","22,053","+6,271","+39.7%","2","－","7.41","－"
"41","↓4","0","37","9501","東電ＨＤ","東Ｐ","535.5","-13.8","-2.51","0","21,598","-3,165","-12.8%","0","－","0.36","－"
"42","↑5","2","47","8001","伊藤忠","東Ｐ","2,128.0","+48.0","+2.31","0","20,816","-836","-3.9%","0","15.7","2.20","2.07"
"43","↑3","1","46","7267","ホンダ","東Ｐ","1,744.5","-8.5","-0.48","0","19,251","-2,444","-11.3%","0","17.0","0.55","4.01"
"44","↓18","0","26","7013","ＩＨＩ","東Ｐ","2,667.0","-6.0","-0.22","1","19,196","-15,792","-45.1%","0","16.4","4.06","0.86"
"45","↑10","1","55","5401","日本製鉄","東Ｐ","666.9","+7.5","+1.14","2","19,055","+1,801","+10.4%","1","12.0","0.62","3.60"
"46","↑5","1","51","6723","ルネサス","東Ｐ","3,423.0","-10.0","-0.29","1","18,913","-2,070","-9.9%","0","－","2.20","－"
"47","↓13","0","34","3350","メタプラ","東Ｓ","308","+2","+0.65","0","18,711","-7,979","-29.9%","0","－","1.16","－"
"48","↑1","2","49","8766","東京海上","東Ｐ","7,284","-63","-0.86","0","18,114","-3,366","-15.7%","0","16.6","1.68","3.36"
"49","↓13","0","36","6954","ファナック","東Ｐ","6,042","+7","+0.12","1","17,985","-7,178","-28.5%","0","28.5","2.98","－"
"50","↓6","0","44","7936","アシックス","東Ｐ","4,754","+65","+1.39","1","17,348","-5,751","-24.9%","0","28.1","9.40","0.93"
"51","↑2","1","53","8136","サンリオ","東Ｐ","1,205.5","+29.5","+2.51","1","17,187","-2,041","-10.6%","0","22.9","8.96","1.33"
"52","↓4","0","48","8058","三菱商","東Ｐ","4,780","-14","-0.29","0","16,947","-4,590","-21.3%","0","15.9","1.82","2.62"
"53","↓18","0","35","6752","パナＨＤ","東Ｐ","4,341","+38","+0.88","4","16,912","-9,192","-35.2%","0","22.5","1.87","1.24"
"54","↑8","1","62","6273","ＳＭＣ","東Ｐ","71,700","+610","+0.86","3","16,390","+324","+2.0%","1","26.4","2.08","1.39"
"55","↑5","2","60","8031","三井物","東Ｐ","4,954","+55","+1.12","0","16,213","-80","-0.5%","0","15.3","1.56","2.83"
"56","↓2","0","54","9433","ＫＤＤＩ","東Ｐ","2,871.0","-44.5","-1.53","0","16,045","-3,136","-16.3%","0","14.9","2.13","2.93"
"57","↑47","1","104","4901","富士フイルム","東Ｐ","3,287.0","+70.0","+2.18","1","15,941","+6,803","+74.4%","1","14.0","1.01","2.28"
