順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","61,840","+8,100","+15.07","1","2,804,193","+383,407","+15.8%","4","－","13.68","－"
"2","↑2","1","4","5803","フジクラ","東Ｐ","6,068","+403","+7.11","1","379,913","+73,182","+23.9%","1","30.8","16.51","0.63"
"3","↓1","0","2","6857","アドテスト","東Ｐ","37,680","+810","+2.20","0","230,455","-124,451","-35.1%","0","41.2","26.10","－"
"4","↓1","0","3","6976","太陽誘電","東Ｐ","11,245","+230","+2.09","1","162,460","-165,229","-50.4%","0","50.5","3.98","0.80"
"5","→","0","5","6981","村田製","東Ｐ","8,312","+77","+0.94","1","149,546","-103,499","-40.9%","0","44.8","5.48","0.84"
"6","→","0","6","9984","ＳＢＧ","東Ｐ","5,884","+145","+2.53","0","143,859","-80,349","-35.8%","0","－","1.82","0.19"
"7","→","0","7","1570","日経レバ","東Ｅ","75,900","+1,020","+1.36","1","138,147","-64,950","-32.0%","0","－","－","－"
"8","→","0","8","4062","イビデン","東Ｐ","21,445","+660","+3.18","1","137,235","-46,420","-25.3%","0","71.7","10.52","0.16"
"9","→","0","9","8035","東エレク","東Ｐ","60,070","+940","+1.59","1","134,781","-40,275","-23.0%","0","－","12.83","－"
"10","↑4","1","14","5801","古河電","東Ｐ","4,297","+240","+5.92","2","106,998","+5,776","+5.7%","1","28.8","6.92","0.51"
"11","↑11","3","22","3103","ユニチカ","東Ｓ","1,685","+91","+5.71","0","95,532","+27,594","+40.6%","3","20.5","2.90","－"
"12","↓2","0","10","7974","任天堂","東Ｐ","8,788","-112","-1.26","0","93,966","-56,198","-37.4%","0","32.7","3.47","1.84"
"13","↓1","0","12","8306","三菱ＵＦＪ","東Ｐ","3,656.0","-30.0","-0.81","0","90,806","-38,202","-29.6%","0","15.2","1.81","2.63"
"14","↓3","0","11","6920","レーザーテク","東Ｐ","39,230","+410","+1.06","1","75,453","-65,157","-46.3%","0","39.1","14.25","0.89"
"15","↑10","1","25","5016","ＪＸ金属","東Ｐ","4,006","+221","+5.84","1","64,709","+7,590","+13.3%","1","25.4","5.57","0.50"
"16","↑7","1","23","7011","三菱重","東Ｐ","4,358","+104","+2.44","1","63,351","-3,179","-4.8%","0","38.5","4.62","0.67"
"17","↑2","1","19","8411","みずほＦＧ","東Ｐ","8,548","-72","-0.84","1","57,551","-14,588","-20.2%","0","14.8","1.80","1.75"
"18","↓2","0","16","9983","ファストリ","東Ｐ","76,740","-380","-0.49","0","51,466","-28,696","-35.8%","0","47.1","8.63","0.83"
"19","↓4","0","15","6525","コクサイエレ","東Ｐ","9,277","+90","+0.98","0","50,058","-44,096","-46.8%","0","39.0","9.62","0.70"
"20","↓2","0","18","6146","ディスコ","東Ｐ","65,780","+310","+0.47","1","49,497","-26,193","-34.6%","0","－","12.28","－"
"21","↓1","0","20","3436","ＳＵＭＣＯ","東Ｐ","4,059","+139","+3.55","1","46,953","-24,875","-34.6%","0","－","2.50","－"
"22","↑2","1","24","8316","三井住友ＦＧ","東Ｐ","6,941","-28","-0.40","0","46,607","-15,268","-24.7%","0","15.5","1.63","2.59"
"23","↑4","1","27","5706","三井金属","東Ｐ","31,710","+2,335","+7.95","1","45,603","-8,691","-16.0%","0","22.7","4.30","0.88"
"24","↑10","2","34","6701","ＮＥＣ","東Ｐ","4,805","-363","-7.02","0","45,279","+6,629","+17.2%","2","－","2.85","0.83"
"25","↓4","0","21","6758","ソニーＧ","東Ｐ","3,790","-122","-3.12","0","43,385","-24,893","-36.5%","0","18.3","2.65","0.92"
"26","↑5","2","31","6501","日立","東Ｐ","5,590","-177","-3.07","0","43,153","-4,794","-10.0%","0","27.7","3.79","－"
"27","↓10","0","17","6098","リクルート","東Ｐ","16,425","-30","-0.18","1","43,063","-36,447","-45.8%","0","30.2","12.83","0.16"
"28","↑2","2","30","6861","キーエンス","東Ｐ","87,010","-650","-0.74","0","41,381","-6,597","-13.8%","0","－","5.95","0.63"
"29","NEW","0","","3659","ネクソン","東Ｐ","3,048.0","+26.0","+0.86","0","41,033","","","0","－","2.21","15.58"
"30","↓17","0","13","7936","アシックス","東Ｐ","5,167","-114","-2.16","0","40,014","-87,434","-68.6%","0","30.5","10.21","0.85"
"31","↓5","0","26","5802","住友電","東Ｐ","2,473.0","+87.0","+3.65","1","39,924","-16,163","-28.8%","0","22.7","2.72","1.58"
"32","↑40","2","72","6361","荏原","東Ｐ","5,468","-392","-6.69","0","39,811","+22,789","+133.9%","2","25.0","4.68","1.21"
"33","↓5","0","28","7203","トヨタ","東Ｐ","3,015.0","-5.0","-0.17","0","38,269","-14,208","-27.1%","0","11.0","0.96","3.32"
"34","↑26","2","60","7267","ホンダ","東Ｐ","1,698.0","+40.0","+2.41","3","36,336","+16,172","+80.2%","2","16.5","0.53","4.12"
"35","→","0","35","9432","ＮＴＴ","東Ｐ","161.8","-0.9","-0.55","0","34,610","-4,009","-10.4%","0","13.4","1.33","3.34"
"36","↑8","1","44","8766","東京海上","東Ｐ","7,446","-94","-1.25","0","34,359","+4,348","+14.5%","1","16.9","1.72","3.29"
"37","↓8","0","29","8136","サンリオ","東Ｐ","1,212.0","-70.5","-5.50","0","33,538","-16,655","-33.2%","0","23.0","9.01","1.32"
"38","→","0","38","6723","ルネサス","東Ｐ","3,886","+140","+3.74","2","29,606","-3,777","-11.3%","0","－","2.49","－"
"39","↑1","1","40","6871","日本マイクロ","東Ｐ","15,350","+330","+2.20","0","29,533","-3,331","-10.1%","0","25.9","6.52","1.16"
"40","↑5","1","45","4004","レゾナック","東Ｐ","17,220","+755","+4.59","1","27,663","-1,804","-6.1%","0","29.0","4.14","0.38"
"41","↓8","0","33","6954","ファナック","東Ｐ","6,512","+77","+1.20","2","27,545","-15,318","-35.7%","0","30.7","3.21","－"
"42","↑45","3","87","8725","ＭＳ＆ＡＤ","東Ｐ","4,914","+78","+1.61","1","26,905","+13,497","+100.7%","3","16.6","1.06","3.46"
"43","↓11","0","32","6752","パナＨＤ","東Ｐ","4,791","+70","+1.48","1","25,899","-21,174","-45.0%","0","24.9","2.07","1.13"
"44","↓8","0","36","7735","スクリン","東Ｐ","14,625","+350","+2.45","1","25,834","-10,059","-28.0%","0","24.1","5.56","1.25"
"45","↓3","0","42","8058","三菱商","東Ｐ","4,719","-50","-1.05","0","25,513","-5,954","-18.9%","0","15.7","1.79","2.65"
"46","↓7","0","39","7013","ＩＨＩ","東Ｐ","3,022.0","-6.0","-0.20","0","24,236","-8,749","-26.5%","0","18.6","4.60","0.76"
"47","↑18","1","65","3110","日東紡","東Ｐ","3,445","+280","+8.85","1","23,014","+4,366","+23.4%","1","31.4","3.54","0.81"
"48","↓7","0","41","4063","信越化","東Ｐ","6,380","+8","+0.13","2","22,254","-9,535","-30.0%","0","22.1","2.54","1.82"
"49","↑63","5","112","6890","フェローテク","東Ｓ","9,730","+620","+6.81","1","21,851","+11,189","+104.9%","2","－","1.62","2.74"
"50","↑1","1","51","5713","住友鉱","東Ｐ","9,960","+375","+3.91","1","21,486","-2,380","-10.0%","0","12.4","1.26","2.08"
"51","↑68","1","119","8630","ＳＯＭＰＯ","東Ｐ","6,711","-300","-4.28","0","20,670","+10,473","+102.7%","1","12.2","1.13","2.98"
"52","NEW","0","","4704","トレンド","東Ｐ","5,352","-499","-8.53","0","20,518","","","0","22.6","6.01","－"
"53","↑92","1","145","278A","テラドローン","東Ｇ","13,780","+1,680","+13.88","2","19,692","+11,299","+134.6%","2","－","30.24","－"
"54","↑166","3","220","4392","ＦＩＧ","東Ｐ","1,231","+181","+17.24","3","19,404","+14,536","+298.6%","3","63.7","3.83","0.81"
"55","↑25","1","80","4901","富士フイルム","東Ｐ","3,233.0","-96.0","-2.88","0","18,873","+4,084","+27.6%","1","13.8","0.99","2.32"
"56","↑173","4","229","6728","アルバック","東Ｐ","7,870","-1,500","-16.01","0","18,125","+13,668","+306.7%","4","20.4","1.61","1.93"
"57","↑12","1","69","4755","楽天グループ","東Ｐ","779.6","+15.8","+2.07","1","17,904","+283","+1.6%","1","－","1.86","－"
"58","↑89","2","147","3905","データセク","東Ｇ","1,806","-71","-3.78","0","17,885","+9,740","+119.6%","2","6.6","2.29","－"
"59","↓22","0","37","6503","三菱電","東Ｐ","6,155","+2","+0.03","0","17,625","-18,064","-50.6%","0","25.5","2.76","0.97"
"60","↑16","1","76","8001","伊藤忠","東Ｐ","1,993.0","-71.5","-3.46","0","17,620","+2,133","+13.8%","1","14.7","2.06","2.21"
"61","↑2","2","63","9104","商船三井","東Ｐ","6,644","+173","+2.67","0","17,257","-2,551","-12.9%","0","9.5","0.77","3.09"
"62","↓19","0","43","6762","ＴＤＫ","東Ｐ","3,230.0","+20.0","+0.62","1","16,863","-13,571","-44.6%","0","27.2","2.67","1.24"
"63","↓14","0","49","7012","川重","東Ｐ","2,853.0","+3.5","+0.12","0","16,572","-7,652","-31.6%","0","21.7","2.81","1.40"
"64","↓17","0","47","6702","富士通","東Ｐ","3,682","-159","-4.14","0","16,369","-9,441","-36.6%","0","20.6","3.13","1.49"
"65","↓9","0","56","8031","三井物","東Ｐ","4,792","-33","-0.68","1","16,307","-4,433","-21.4%","0","14.8","1.51","2.92"
"66","↑1","2","67","2914","ＪＴ","東Ｐ","7,084","-48","-0.67","0","15,982","-2,015","-11.2%","0","19.5","2.86","3.84"
"67","↓19","0","48","1357","日経Ｄインバ","東Ｅ","2,530","-30","-1.17","0","15,522","-10,286","-39.9%","0","－","－","－"
"68","↑6","1","74","2802","味の素","東Ｐ","5,748","+182","+3.27","1","15,388","-1,190","-7.2%","0","44.4","7.07","0.87"
"69","↓12","0","57","8308","りそなＨＤ","東Ｐ","2,482.5","+28.5","+1.16","1","15,202","-5,173","-25.4%","0","16.8","1.85","1.49"
"70","↓11","0","59","6273","ＳＭＣ","東Ｐ","77,670","+1,240","+1.62","2","15,061","-5,183","-25.6%","0","28.6","2.26","1.29"
"71","↑94","3","165","7762","シチズン","東Ｐ","2,793","+42","+1.53","0","15,059","+8,199","+119.5%","3","21.3","2.29","1.90"
"72","↓8","0","64","5401","日本製鉄","東Ｐ","670.6","-5.7","-0.84","0","14,653","-4,846","-24.9%","0","12.1","0.62","3.58"
"73","↓12","0","61","9107","川崎汽","東Ｐ","3,078.0","+48.0","+1.58","0","14,009","-5,958","-29.8%","0","13.7","1.06","3.90"
"74","↑59","1","133","8750","第一ライフ","東Ｐ","1,852.5","-21.5","-1.15","0","13,732","+4,378","+46.8%","1","13.0","1.46","3.89"
"75","↓9","0","66","9101","郵船","東Ｐ","6,480","+80","+1.25","0","13,719","-4,815","-26.0%","0","10.9","0.84","3.70"
"76","↑96","1","172","543A","ＡＲＣＨＩＯ","東Ｐ","286","+10","+3.62","3","13,352","+6,599","+97.7%","1","2.4","0.78","2.80"
