順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","54,310","+2,220","+4.26","0","2,562,533","-1,594","-0.1%","0","－","12.38","－"
"2","↑1","2","3","9984","ＳＢＧ","東Ｐ","5,956","+728","+13.93","1","318,700","+64,184","+25.2%","1","－","1.93","0.18"
"3","↓1","0","2","6857","アドテスト","東Ｐ","33,800","+2,800","+9.03","2","290,895","+3,206","+1.1%","1","37.0","23.41","－"
"4","↑6","1","10","6981","村田製","東Ｐ","7,887","+758","+10.63","2","285,213","+107,016","+60.1%","1","42.5","5.20","0.89"
"5","↓1","0","4","5803","フジクラ","東Ｐ","5,086","+458","+9.90","2","227,354","-8,766","-3.7%","0","36.8","15.03","0.75"
"6","↑3","1","9","1570","日経レバ","東Ｅ","69,810","+4,630","+7.10","2","202,927","+22,541","+12.5%","2","－","－","－"
"7","→","0","7","6976","太陽誘電","東Ｐ","11,075","+785","+7.63","2","199,674","+14,838","+8.0%","1","49.7","3.92","0.81"
"8","↓2","0","6","8035","東エレク","東Ｐ","58,660","+1,960","+3.46","2","175,705","-10,617","-5.7%","0","－","12.53","－"
"9","↑2","1","11","6920","レーザーテク","東Ｐ","46,740","+2,640","+5.99","0","172,873","+15,056","+9.5%","1","58.2","18.58","0.70"
"10","↑2","2","12","4062","イビデン","東Ｐ","20,330","+4,000","+24.49","2","165,580","+11,206","+7.3%","2","68.0","9.97","0.17"
"11","↑33","1","44","6367","ダイキン","東Ｐ","22,265","-1,500","-6.31","0","134,218","+103,545","+337.6%","1","22.3","2.07","1.62"
"12","↑16","2","28","7013","ＩＨＩ","東Ｐ","2,705.0","-174.5","-6.06","0","129,257","+86,552","+202.7%","2","16.7","4.12","0.85"
"13","→","0","13","8306","三菱ＵＦＪ","東Ｐ","3,556.0","+86.0","+2.48","1","126,117","-25,971","-17.1%","0","14.8","1.76","2.70"
"14","↓6","0","8","7203","トヨタ","東Ｐ","2,918.0","-0.5","-0.02","2","115,103","-69,347","-37.6%","0","10.6","0.93","3.43"
"15","↓1","0","14","5801","古河電","東Ｐ","3,910.0","+344.0","+9.65","0","106,435","+7,772","+7.9%","2","33.5","6.60","0.56"
"16","↓11","0","5","7011","三菱重","東Ｐ","3,996","-95","-2.32","0","105,883","-101,691","-49.0%","0","35.3","4.23","0.73"
"17","↓1","0","16","5016","ＪＸ金属","東Ｐ","4,349","+378","+9.52","2","100,408","+17,425","+21.0%","2","34.1","5.35","0.46"
"18","↓3","0","15","6146","ディスコ","東Ｐ","63,970","+3,080","+5.06","1","89,037","-7,316","-7.6%","0","－","11.94","－"
"19","↓1","0","18","9983","ファストリ","東Ｐ","76,820","-1,880","-2.39","0","84,137","+18,217","+27.6%","1","47.1","8.64","0.83"
"20","↑3","2","23","6861","キーエンス","東Ｐ","87,540","+4,640","+5.60","2","77,934","+25,287","+48.0%","2","－","5.98","0.63"
"21","↑5","1","26","8411","みずほＦＧ","東Ｐ","8,468","+337","+4.14","2","72,233","+21,958","+43.7%","1","14.7","1.79","1.77"
"22","→","0","22","6723","ルネサス","東Ｐ","3,813","-70","-1.80","0","66,518","+11,891","+21.8%","1","－","2.45","－"
"23","↑7","1","30","5802","住友電","東Ｐ","2,366.5","+205.0","+9.48","2","65,017","+23,041","+54.9%","1","21.7","2.60","1.65"
"24","↓4","0","20","8316","三井住友ＦＧ","東Ｐ","6,666","+151","+2.32","2","64,103","+1,507","+2.4%","1","14.9","1.57","2.70"
"25","↓6","0","19","6501","日立","東Ｐ","5,479","+67","+1.24","0","60,503","-4,746","-7.3%","0","27.2","3.72","－"
"26","↑7","2","33","4004","レゾナック","東Ｐ","16,135","+1,450","+9.87","2","55,660","+16,754","+43.1%","2","39.2","4.25","0.40"
"27","↓10","0","17","6525","コクサイエレ","東Ｐ","8,547","+344","+4.19","0","54,536","-17,819","-24.6%","0","51.4","9.09","0.55"
"28","↑6","3","34","7272","ヤマハ発","東Ｐ","1,802.0","+291.0","+19.26","3","54,436","+15,979","+41.6%","2","10.3","1.40","2.77"
"29","↑33","1","62","5401","日本製鉄","東Ｐ","670.8","+24.8","+3.84","4","47,925","+26,330","+121.9%","1","12.1","0.62","3.58"
"30","↑15","2","45","5706","三井金属","東Ｐ","35,170","+3,270","+10.25","2","47,735","+17,405","+57.4%","2","26.8","4.88","0.80"
"31","↑11","1","42","4063","信越化","東Ｐ","6,165","+178","+2.97","2","46,341","+14,977","+47.8%","1","21.3","2.46","1.88"
"32","↓11","0","21","6954","ファナック","東Ｐ","6,455","+268","+4.33","2","46,144","-15,589","-25.3%","0","30.4","3.18","－"
"33","↑5","1","38","7974","任天堂","東Ｐ","7,447","-111","-1.47","0","45,692","+11,337","+33.0%","1","27.7","2.91","2.18"
"34","↓9","0","25","3436","ＳＵＭＣＯ","東Ｐ","3,689.0","+144.0","+4.06","2","44,968","-5,380","-10.7%","0","－","2.27","－"
"35","↓11","0","24","6758","ソニーＧ","東Ｐ","3,565.0","+26.0","+0.73","2","43,990","-6,622","-13.1%","0","17.3","2.50","0.98"
"36","↓9","0","27","7735","スクリン","東Ｐ","13,705","+635","+4.86","0","39,831","-10,314","-20.6%","0","22.5","5.21","1.34"
"37","→","0","37","8031","三井物","東Ｐ","4,701","-114","-2.37","0","37,019","+738","+2.0%","4","14.5","1.48","2.98"
"38","↑17","1","55","1357","日経Ｄインバ","東Ｅ","2,759","-211","-7.10","0","35,626","+11,524","+47.8%","1","－","－","－"
"39","↓3","0","36","6752","パナＨＤ","東Ｐ","4,515","+280","+6.61","1","35,131","-2,184","-5.9%","0","23.4","1.95","1.20"
"40","↑20","2","60","3110","日東紡","東Ｐ","3,480","+310","+9.78","0","34,535","+11,953","+52.9%","2","31.7","3.57","0.80"
"41","↑16","1","57","6506","安川電","東Ｐ","5,372","+239","+4.66","2","33,354","+9,662","+40.8%","1","29.6","2.87","1.34"
"42","↓7","0","35","8002","丸紅","東Ｐ","4,833","-104","-2.11","1","32,607","-5,223","-13.8%","0","13.6","1.76","2.38"
"43","↓4","0","39","7012","川重","東Ｐ","2,910.5","+78.0","+2.75","0","31,162","-2,188","-6.6%","0","23.1","2.89","1.37"
"44","↓12","0","32","6762","ＴＤＫ","東Ｐ","3,165.0","+113.0","+3.70","1","30,847","-8,082","-20.8%","0","26.7","2.61","1.26"
"45","↑1","1","46","9432","ＮＴＴ","東Ｐ","150.5","+0.1","+0.07","1","30,440","+1,899","+6.7%","1","12.5","1.26","3.59"
"46","↓6","0","40","8058","三菱商","東Ｐ","4,650","-88","-1.86","0","28,706","-3,176","-10.0%","0","15.5","1.77","2.69"
"47","↓4","0","43","6503","三菱電","東Ｐ","5,852","+203","+3.59","2","28,651","-2,059","-6.7%","0","24.2","2.62","1.03"
"48","↑54","2","102","9434","ＳＢ","東Ｐ","231.2","+10.8","+4.90","1","28,610","+15,871","+124.6%","2","20.1","4.20","3.81"
