順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","53,870","+3,990","+8.00","1","1,643,620","+404,444","+32.6%","1","－","11.93","－"
"2","→","0","2","9984","ＳＢＧ","東Ｐ","6,311","+64","+1.02","2","531,478","+156,861","+41.9%","1","－","1.95","0.17"
"3","↑1","1","4","6857","アドテスト","東Ｐ","32,480","+2,240","+7.41","1","278,881","+74,138","+36.2%","2","35.5","22.49","－"
"4","↓1","0","3","6976","太陽誘電","東Ｐ","9,348","+348","+3.87","1","227,314","-5,423","-2.3%","0","42.7","3.36","0.96"
"5","→","0","5","4062","イビデン","東Ｐ","19,555","+1,080","+5.85","1","171,268","+17,499","+11.4%","2","65.8","9.64","0.18"
"6","↑3","3","9","6920","レーザーテク","東Ｐ","39,060","+3,100","+8.62","2","169,338","+39,442","+30.4%","2","38.9","14.18","0.90"
"7","↑3","1","10","8035","東エレク","東Ｐ","53,250","+2,280","+4.47","1","163,690","+36,420","+28.6%","2","－","11.37","－"
"8","↓2","0","6","5803","フジクラ","東Ｐ","4,985","+118","+2.42","1","162,536","+19,743","+13.8%","2","25.3","13.56","0.76"
"9","↓1","0","8","1570","日経レバ","東Ｅ","67,070","+2,140","+3.30","1","144,168","+13,120","+10.0%","2","－","－","－"
"10","↑1","1","11","8306","三菱ＵＦＪ","東Ｐ","3,618.0","-34.0","-0.93","0","136,380","+13,141","+10.7%","2","15.1","1.79","2.65"
"11","↓4","0","7","6981","村田製","東Ｐ","7,715","+284","+3.82","1","130,508","-2,863","-2.1%","0","41.4","5.07","0.91"
"12","↑4","1","16","8316","三井住友ＦＧ","東Ｐ","6,795","-83","-1.21","0","81,494","+23,059","+39.5%","1","15.1","1.60","2.65"
"13","↓1","0","12","5801","古河電","東Ｐ","3,902","+139","+3.69","1","73,846","-12,282","-14.3%","0","26.1","6.28","0.56"
"14","↑5","1","19","6525","コクサイエレ","東Ｐ","8,863","+579","+6.99","1","72,468","+17,434","+31.7%","1","37.2","9.19","0.73"
"15","↑2","1","17","8411","みずほＦＧ","東Ｐ","8,486","-63","-0.74","0","67,513","+11,515","+20.6%","2","14.7","1.78","1.77"
"16","↑5","1","21","7203","トヨタ","東Ｐ","3,013.0","-21.0","-0.69","0","64,138","+15,270","+31.2%","2","11.0","0.95","3.32"
"17","↓3","0","14","5016","ＪＸ金属","東Ｐ","3,554.0","+54.0","+1.54","1","63,732","-2,585","-3.9%","0","22.5","4.94","0.56"
"18","↓3","0","15","6146","ディスコ","東Ｐ","52,220","+1,630","+3.22","1","59,608","-5,850","-8.9%","0","－","9.75","－"
"19","↑3","1","22","9983","ファストリ","東Ｐ","68,050","+350","+0.52","0","51,405","+11,871","+30.0%","1","41.8","7.65","0.94"
"20","↑3","3","23","8001","伊藤忠","東Ｐ","2,315.5","-54.5","-2.30","0","49,338","+11,103","+29.0%","3","17.0","2.39","1.90"
"21","↑6","2","27","5706","三井金属","東Ｐ","22,565","+1,330","+6.26","1","48,680","+13,545","+38.6%","2","16.1","3.06","1.24"
"22","↓9","0","13","7011","三菱重","東Ｐ","3,885","-2","-0.05","0","47,186","-25,299","-34.9%","0","34.4","4.12","0.75"
"23","↑3","1","26","6501","日立","東Ｐ","5,518","+43","+0.79","0","38,481","+3,164","+9.0%","2","27.3","3.74","－"
"24","→","0","24","8766","東京海上","東Ｐ","8,202","-96","-1.16","0","37,743","+355","+0.9%","3","18.7","1.89","2.99"
"25","↓5","0","20","6098","リクルート","東Ｐ","17,495","+50","+0.29","0","35,433","-13,751","-28.0%","0","32.1","13.66","0.15"
"26","↑22","1","48","485A","ＰｏｗｅｒＸ","東Ｇ","2,394","+277","+13.08","2","34,534","+13,037","+60.6%","1","222","43.03","－"
"27","↓9","0","18","7974","任天堂","東Ｐ","8,328","-147","-1.73","0","34,399","-20,764","-37.6%","0","31.0","3.29","1.95"
"28","↑2","2","30","278A","テラドローン","東Ｇ","19,680","+670","+3.52","0","33,099","+805","+2.5%","2","－","20.79","－"
"29","↑10","2","39","6723","ルネサス","東Ｐ","3,292.0","+124.0","+3.91","1","31,286","+7,806","+33.2%","2","－","2.11","－"
"30","↑14","2","44","8002","丸紅","東Ｐ","4,999","-21","-0.42","0","30,912","+8,464","+37.7%","2","14.0","1.82","2.30"
"31","↑37","1","68","1357","日経Ｄインバ","東Ｅ","2,808","-95","-3.27","0","30,548","+15,297","+100.3%","1","－","－","－"
"32","→","0","32","3436","ＳＵＭＣＯ","東Ｐ","3,024.0","+156.5","+5.46","1","29,172","+3,443","+13.4%","2","－","1.86","－"
"33","→","0","33","6752","パナＨＤ","東Ｐ","4,288","+26","+0.61","1","27,836","+2,469","+9.7%","4","22.2","1.85","1.26"
"34","↑2","3","36","9432","ＮＴＴ","東Ｐ","176.9","-3.1","-1.72","0","26,121","+1,265","+5.1%","2","14.6","1.45","3.05"
"35","↓1","0","34","4063","信越化","東Ｐ","5,828","+66","+1.15","1","25,180","+227","+0.9%","3","20.1","2.32","2.33"
