順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","54,750","+180","+0.33","0","1,517,774","-125,846","-7.7%","0","－","12.13","－"
"2","→","0","2","9984","ＳＢＧ","東Ｐ","6,369","+54","+0.86","0","533,026","+1,548","+0.3%","2","－","1.97","0.17"
"3","↑2","1","5","4062","イビデン","東Ｐ","22,375","+2,820","+14.42","2","265,711","+94,443","+55.1%","3","75.3","11.04","0.16"
"4","↓1","0","3","6857","アドテスト","東Ｐ","33,090","+1,040","+3.24","0","259,720","-19,161","-6.9%","0","36.2","22.91","－"
"5","↓1","0","4","6976","太陽誘電","東Ｐ","8,939","-436","-4.65","0","247,158","+19,844","+8.7%","1","40.8","3.21","1.01"
"6","↑1","2","7","8035","東エレク","東Ｐ","54,460","+1,350","+2.54","0","173,428","+9,738","+5.9%","3","－","11.63","－"
"7","↓1","0","6","6920","レーザーテク","東Ｐ","39,930","+840","+2.15","0","162,670","-6,668","-3.9%","0","39.8","14.50","0.88"
"8","→","0","8","5803","フジクラ","東Ｐ","4,925","-27","-0.55","0","161,651","-885","-0.5%","0","25.0","13.40","0.77"
"9","↑2","1","11","6981","村田製","東Ｐ","7,846","+83","+1.07","0","140,299","+9,791","+7.5%","1","42.1","5.15","0.89"
"10","↓1","0","9","1570","日経レバ","東Ｅ","67,990","+1,130","+1.69","0","137,235","-6,933","-4.8%","0","－","－","－"
"11","↓1","0","10","8306","三菱ＵＦＪ","東Ｐ","3,582.0","-38.0","-1.05","0","116,426","-19,954","-14.6%","0","14.9","1.78","2.68"
"12","↑4","2","16","7203","トヨタ","東Ｐ","2,978.0","-47.0","-1.55","0","74,448","+10,310","+16.1%","3","10.8","0.94","3.36"
"13","↑12","1","25","6098","リクルート","東Ｐ","16,145","-1,205","-6.95","0","73,807","+38,374","+108.3%","1","29.6","12.61","0.16"
"14","↓1","0","13","5801","古河電","東Ｐ","3,808","-93","-2.38","0","72,771","-1,075","-1.5%","0","25.5","6.13","0.58"
"15","↓3","0","12","8316","三井住友ＦＧ","東Ｐ","6,720","-110","-1.61","0","67,892","-13,602","-16.7%","0","15.0","1.58","2.68"
"16","↓1","0","15","8411","みずほＦＧ","東Ｐ","8,295","-200","-2.35","0","66,429","-1,084","-1.6%","0","14.3","1.74","1.81"
"17","↓3","0","14","6525","コクサイエレ","東Ｐ","9,125","+241","+2.71","0","65,548","-6,920","-9.5%","0","38.3","9.46","0.71"
"18","↑4","1","22","7011","三菱重","東Ｐ","3,928","+49","+1.26","1","64,171","+16,985","+36.0%","1","34.7","4.16","0.74"
"19","↓1","0","18","6146","ディスコ","東Ｐ","53,130","+710","+1.35","0","64,168","+4,560","+7.6%","1","－","9.92","－"
"20","↑4","1","24","8766","東京海上","東Ｐ","7,993","-207","-2.52","0","60,743","+23,000","+60.9%","4","18.2","1.84","3.07"
"21","↓2","0","19","9983","ファストリ","東Ｐ","67,840","+160","+0.24","0","56,542","+5,137","+10.0%","2","41.6","7.63","0.94"
"22","↑15","2","37","6861","キーエンス","東Ｐ","77,610","+1,030","+1.34","4","55,406","+31,534","+132.1%","2","－","5.30","0.71"
"23","↑13","1","36","5802","住友電","東Ｐ","2,196.0","+115.5","+5.55","2","55,353","+30,465","+122.4%","1","20.1","2.42","1.78"
"24","↓1","0","23","6501","日立","東Ｐ","5,526","+2","+0.04","0","53,640","+15,159","+39.4%","3","27.3","3.74","－"
"25","↓8","0","17","5016","ＪＸ金属","東Ｐ","3,581.0","+7.0","+0.20","0","48,003","-15,729","-24.7%","0","22.7","4.98","0.56"
"26","↓6","0","20","8001","伊藤忠","東Ｐ","2,223.0","-83.5","-3.62","0","46,986","-2,352","-4.8%","0","16.4","2.30","1.98"
"27","↑2","3","29","6723","ルネサス","東Ｐ","3,495.0","+186.0","+5.62","2","46,794","+15,508","+49.6%","3","－","2.24","－"
"28","↓1","0","27","7974","任天堂","東Ｐ","8,200","-139","-1.67","1","43,838","+9,439","+27.4%","1","30.5","3.24","1.98"
"29","↓8","0","21","5706","三井金属","東Ｐ","22,960","+165","+0.72","0","40,712","-7,968","-16.4%","0","16.4","3.11","1.22"
"30","↑3","1","33","6752","パナＨＤ","東Ｐ","4,502","+215","+5.02","2","39,402","+11,566","+41.6%","5","23.4","1.94","1.20"
"31","↑7","1","38","6758","ソニーＧ","東Ｐ","3,692.0","-5.0","-0.14","1","38,227","+14,976","+64.4%","1","17.8","2.58","0.95"
