順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","49,300","+1,400","+2.92","1","1,623,563","+71,968","+4.6%","1","－","10.92","－"
"2","↑1","1","3","6857","アドテスト","東Ｐ","33,860","-1,410","-4.00","0","269,714","-7,142","-2.6%","0","37.0","23.45","－"
"3","↑2","5","5","278A","テラドローン","東Ｇ","17,770","-3,850","-17.81","0","250,180","+94,823","+61.0%","5","－","41.25","－"
"4","→","0","4","5803","フジクラ","東Ｐ","5,520","+180","+3.37","1","242,278","+38,561","+18.9%","1","28.0","15.02","0.69"
"5","↓3","0","2","6976","太陽誘電","東Ｐ","9,146","-98","-1.06","0","183,679","-103,613","-36.1%","0","41.8","3.29","0.98"
"6","↑1","2","7","1570","日経レバ","東Ｅ","69,540","-240","-0.34","0","171,234","+34,273","+25.0%","1","－","－","－"
"7","↑3","1","10","9984","ＳＢＧ","東Ｐ","5,210","+49","+0.95","1","136,597","+30,895","+29.2%","1","－","1.61","0.21"
"8","↓2","0","6","6981","村田製","東Ｐ","7,236","-161","-2.18","0","122,783","-16,166","-11.6%","0","39.0","4.77","0.97"
"9","→","0","9","4062","イビデン","東Ｐ","20,460","+285","+1.41","1","106,381","-13,494","-11.3%","0","68.8","10.09","0.17"
"10","↓2","0","8","8035","東エレク","東Ｐ","56,100","-130","-0.23","0","103,871","-16,007","-13.4%","0","－","11.98","－"
"11","→","0","11","8306","三菱ＵＦＪ","東Ｐ","3,676.0","+18.0","+0.49","0","97,417","-2,507","-2.5%","0","15.3","1.82","2.61"
"12","↑6","1","18","6146","ディスコ","東Ｐ","58,090","-1,260","-2.12","0","75,950","+23,963","+46.1%","1","－","10.85","－"
"13","↑6","1","19","6920","レーザーテク","東Ｐ","33,700","-940","-2.71","0","73,287","+21,382","+41.2%","1","33.6","12.24","1.04"
"14","↓1","0","13","5801","古河電","東Ｐ","4,024","+121","+3.10","1","73,130","-200","-0.3%","0","27.0","6.48","0.55"
"15","↑5","1","20","6525","コクサイエレ","東Ｐ","8,893","-18","-0.20","0","72,726","+21,507","+42.0%","3","37.4","9.22","0.73"
"16","→","0","16","8316","三井住友ＦＧ","東Ｐ","6,985","+83","+1.20","0","63,578","+1,140","+1.8%","2","15.6","1.64","2.58"
"17","↑10","1","27","7011","三菱重","東Ｐ","3,875","-150","-3.73","0","62,038","+24,510","+65.3%","1","34.3","4.11","0.75"
"18","↑4","1","22","7203","トヨタ","東Ｐ","3,164.0","+48.0","+1.54","0","60,441","+12,152","+25.2%","3","11.5","1.00","3.16"
"19","↑6","1","25","8411","みずほＦＧ","東Ｐ","8,588","+102","+1.20","0","54,945","+12,595","+29.7%","2","14.9","1.81","1.75"
"20","↑10","2","30","6758","ソニーＧ","東Ｐ","4,029","+101","+2.57","2","54,574","+21,900","+67.0%","4","19.5","2.82","0.87"
"21","↑3","1","24","9983","ファストリ","東Ｐ","72,150","+890","+1.25","1","52,019","+5,845","+12.7%","3","44.3","8.11","0.89"
"22","↑1","1","23","5016","ＪＸ金属","東Ｐ","3,793","-17","-0.45","0","50,904","+3,310","+7.0%","1","24.0","5.28","0.53"
"23","↓11","0","12","7974","任天堂","東Ｐ","9,026","+33","+0.37","0","48,528","-25,318","-34.3%","0","33.6","3.57","1.79"
"24","↓9","0","15","6098","リクルート","東Ｐ","18,075","+275","+1.54","0","45,114","-18,754","-29.4%","0","33.2","14.12","0.14"
"25","↓8","0","17","3103","ユニチカ","東Ｓ","1,693","+7","+0.42","0","44,682","-8,703","-16.3%","0","20.6","2.91","－"
"26","↑29","1","55","9432","ＮＴＴ","東Ｐ","172.7","+4.1","+2.43","2","39,683","+21,249","+115.3%","1","14.3","1.42","3.13"
"27","↑2","1","29","5802","住友電","東Ｐ","2,223.5","+43.5","+2.00","1","33,999","+822","+2.5%","1","20.4","2.45","1.75"
"28","↓7","0","21","6501","日立","東Ｐ","5,456","-94","-1.69","0","30,446","-20,321","-40.0%","0","27.0","3.70","－"
"29","↑7","1","36","8766","東京海上","東Ｐ","7,778","+85","+1.10","0","29,338","+4,323","+17.3%","1","17.7","1.79","3.15"
"30","↑8","1","38","5713","住友鉱","東Ｐ","11,130","-395","-3.43","0","27,208","+2,827","+11.6%","1","13.8","1.40","1.86"
"31","↑11","1","42","5706","三井金属","東Ｐ","29,350","+350","+1.21","2","27,122","+5,533","+25.6%","1","21.0","3.98","0.95"
"32","↓1","0","31","3436","ＳＵＭＣＯ","東Ｐ","3,406.0","-28.0","-0.82","0","25,811","-6,521","-20.2%","0","－","2.10","－"
"33","↑20","1","53","7012","川重","東Ｐ","2,574.5","-48.5","-1.85","0","23,289","+4,588","+24.5%","1","19.5","2.54","1.55"
"34","↑9","3","43","6861","キーエンス","東Ｐ","84,070","+1,110","+1.34","0","21,450","-56","-0.3%","0","－","5.75","0.65"
"35","↑6","2","41","4063","信越化","東Ｐ","6,022","+21","+0.35","1","21,390","-805","-3.6%","0","20.8","2.40","1.93"
"36","↑8","1","44","7013","ＩＨＩ","東Ｐ","2,694.5","-71.5","-2.58","0","20,749","-460","-2.2%","0","16.6","4.10","0.85"
"37","↑159","1","196","9503","関西電","東Ｐ","2,810.0","+197.5","+7.56","2","20,665","+16,408","+385.4%","1","10.1","0.88","2.85"
"38","↓10","0","28","6723","ルネサス","東Ｐ","3,388.0","-29.0","-0.85","0","20,515","-14,120","-40.8%","0","－","2.17","－"
"39","↑46","1","85","7182","ゆうちょ銀","東Ｐ","3,399.0","+64.0","+1.92","1","20,367","+9,039","+79.8%","1","18.3","1.31","2.74"
"40","↓8","0","32","6701","ＮＥＣ","東Ｐ","4,905","-3","-0.06","0","20,024","-10,146","-33.6%","0","－","2.91","0.82"
"41","↓15","0","26","6330","東洋エンジ","東Ｐ","2,664","-117","-4.21","0","19,830","-19,599","-49.7%","0","26.0","4.01","0.94"
"42","↑14","1","56","6503","三菱電","東Ｐ","5,564","-84","-1.49","0","19,781","+1,531","+8.4%","1","23.0","2.49","1.08"
"43","↑15","1","58","5711","三菱マ","東Ｐ","5,652","-406","-6.70","0","19,778","+1,878","+10.5%","2","5.3","0.95","2.05"
"44","↑5","1","49","4004","レゾナック","東Ｐ","15,850","-325","-2.01","0","19,445","-428","-2.2%","0","26.7","3.82","0.41"
"45","↑12","1","57","1357","日経Ｄインバ","東Ｅ","2,736","+9","+0.33","1","19,336","+1,087","+6.0%","3","－","－","－"
"46","↑23","3","69","1321","野村日経平均","東Ｅ","68,570","-90","-0.13","0","18,629","+5,141","+38.1%","1","－","－","－"
"47","↑18","1","65","8031","三井物","東Ｐ","4,997","+18","+0.36","0","18,296","+3,838","+26.5%","1","15.4","1.58","2.80"
"48","↓1","0","47","6752","パナＨＤ","東Ｐ","4,486","+72","+1.63","2","18,260","-1,913","-9.5%","0","23.3","1.94","1.20"
"49","↑18","1","67","9104","商船三井","東Ｐ","6,989","-107","-1.51","0","18,160","+4,441","+32.4%","1","10.0","0.81","2.93"
"50","↓2","0","48","6954","ファナック","東Ｐ","6,057","+5","+0.08","0","17,884","-2,135","-10.7%","0","28.5","2.99","－"
"51","↑8","3","59","581A","ＧＯ","東Ｇ","4,350","-95","-2.14","0","17,349","-21","-0.1%","0","31.7","14.26","－"
"52","↓12","0","40","7735","スクリン","東Ｐ","13,655","-60","-0.44","0","17,302","-4,916","-22.1%","0","22.5","5.19","1.34"
"53","↑53","2","106","6273","ＳＭＣ","東Ｐ","70,420","+120","+0.17","2","17,192","+8,302","+93.4%","2","26.0","2.05","1.42"
"54","↑6","1","60","9101","郵船","東Ｐ","7,029","-86","-1.21","0","16,963","+683","+4.2%","1","11.8","0.91","3.41"
"55","↓3","0","52","8136","サンリオ","東Ｐ","1,281.0","+13.0","+1.03","0","16,334","-2,898","-15.1%","0","24.3","9.52","1.25"
"56","↓2","0","54","8058","三菱商","東Ｐ","4,806","+20","+0.42","0","15,697","-2,900","-15.6%","0","16.0","1.83","2.60"
"57","↑56","1","113","5411","ＪＦＥ","東Ｐ","1,844.5","-14.5","-0.78","0","15,448","+7,130","+85.7%","1","7.8","0.45","4.34"
"58","↓21","0","37","7936","アシックス","東Ｐ","4,498","-103","-2.24","0","15,287","-9,095","-37.3%","0","26.6","8.89","0.98"
"59","↓8","0","51","7267","ホンダ","東Ｐ","1,703.0","+0.5","+0.03","0","15,270","-4,023","-20.9%","0","16.6","0.54","4.11"
"60","↑13","2","73","5401","日本製鉄","東Ｐ","667.3","-9.7","-1.43","0","14,410","+1,310","+10.0%","1","12.0","0.62","3.60"
"61","↓26","0","35","6702","富士通","東Ｐ","3,874","-30","-0.77","0","14,404","-10,683","-42.6%","0","21.6","3.29","1.42"
"62","↑16","1","78","6871","日本マイクロ","東Ｐ","12,810","-210","-1.61","1","14,380","+1,948","+15.7%","1","21.6","5.44","1.39"
"63","↓18","0","45","7741","ＨＯＹＡ","東Ｐ","24,420","+15","+0.06","2","14,332","-6,700","-31.9%","0","－","8.04","－"
"64","↓18","0","46","6506","安川電","東Ｐ","4,767","-44","-0.91","2","14,325","-6,664","-31.7%","0","26.3","2.55","1.51"
"65","↑36","1","101","3110","日東紡","東Ｐ","3,175","+140","+4.61","1","14,124","+4,691","+49.7%","1","28.9","3.26","0.88"
"66","↑2","2","68","4568","第一三共","東Ｐ","2,851.0","-80.0","-2.73","0","14,014","+354","+2.6%","2","20.7","3.05","3.51"
"67","↑10","1","77","9501","東電ＨＤ","東Ｐ","536.1","+8.0","+1.51","2","13,945","+1,233","+9.7%","1","－","0.36","－"
"68","↓29","0","39","8591","オリックス","東Ｐ","6,284","+66","+1.06","1","13,931","-9,025","-39.3%","0","12.9","1.45","2.98"
"69","↑10","1","79","9433","ＫＤＤＩ","東Ｐ","2,957.0","+35.0","+1.20","3","13,850","+1,478","+11.9%","1","15.4","2.19","2.84"
"70","↑40","2","110","8729","ソニーＦＧ","東Ｐ","158.3","-7.5","-4.52","0","13,585","+5,209","+62.2%","2","46.2","1.21","5.05"
"71","↑19","2","90","485A","ＰｏｗｅｒＸ","東Ｇ","1,823","-199","-9.84","0","13,581","+2,596","+23.6%","2","169","32.76","－"
"72","↑28","1","100","8002","丸紅","東Ｐ","4,911","+1","+0.02","0","13,579","+4,051","+42.5%","1","13.8","1.79","2.34"
"73","↑8","2","81","7201","日産自","東Ｐ","326.8","+5.8","+1.81","0","13,196","+1,473","+12.6%","2","57.1","0.23","－"
"74","↓11","0","63","6762","ＴＤＫ","東Ｐ","3,083.0","-29.0","-0.93","0","13,001","-2,400","-15.6%","0","26.0","2.55","1.30"
"75","↓41","0","34","8308","りそなＨＤ","東Ｐ","2,526.5","+14.0","+0.56","0","12,999","-13,531","-51.0%","0","17.1","1.88","1.46"
"76","↑4","2","80","8473","ＳＢＩ","東Ｐ","3,314.0","-113.0","-3.30","0","12,771","+678","+5.6%","1","－","1.15","－"
"77","↓3","0","74","6890","フェローテク","東Ｓ","9,320","-280","-2.92","0","12,370","-696","-5.3%","0","10.5","1.56","2.86"
