順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","49,680","-1,100","-2.17","0","1,239,176","-101,456","-7.6%","0","－","11.00","－"
"2","→","0","2","9984","ＳＢＧ","東Ｐ","6,231","+48","+0.78","1","374,617","-20,988","-5.3%","0","－","1.93","0.18"
"3","→","0","3","6976","太陽誘電","東Ｐ","8,990","-374","-3.99","0","232,737","-27,771","-10.7%","0","41.0","3.23","1.00"
"4","→","0","4","6857","アドテスト","東Ｐ","30,230","-470","-1.53","0","204,743","+21,110","+11.5%","1","33.1","20.93","－"
"5","↑2","2","7","4062","イビデン","東Ｐ","18,460","-490","-2.59","0","153,769","+35,375","+29.9%","1","62.1","9.10","0.19"
"6","→","0","6","5803","フジクラ","東Ｐ","4,868","+29","+0.60","0","142,793","+22,621","+18.8%","1","24.7","13.24","0.78"
"7","↓2","0","5","6981","村田製","東Ｐ","7,428","-205","-2.69","0","133,371","-13,228","-9.0%","0","39.8","4.88","0.94"
"8","→","0","8","1570","日経レバ","東Ｅ","64,830","+340","+0.53","0","131,048","+17,558","+15.5%","1","－","－","－"
"9","↑2","2","11","6920","レーザーテク","東Ｐ","36,040","+290","+0.81","1","129,896","+48,608","+59.8%","1","35.9","13.09","0.97"
"10","→","0","10","8035","東エレク","東Ｐ","50,780","-910","-1.76","0","127,270","+36,367","+40.0%","1","－","10.84","－"
"11","↓2","0","9","8306","三菱ＵＦＪ","東Ｐ","3,643.0","-12.0","-0.33","0","123,239","+14,139","+13.0%","1","15.2","1.81","2.64"
"12","↑3","1","15","5801","古河電","東Ｐ","3,751","-61","-1.60","0","86,128","+25,370","+41.8%","1","25.1","6.04","0.59"
"13","↑5","1","18","7011","三菱重","東Ｐ","3,880","+143","+3.83","2","72,485","+24,694","+51.7%","1","34.3","4.11","0.75"
"14","↑9","1","23","5016","ＪＸ金属","東Ｐ","3,507.0","-145.0","-3.97","0","66,317","+31,887","+92.6%","1","22.2","4.88","0.57"
"15","↓1","0","14","6146","ディスコ","東Ｐ","50,340","-660","-1.29","0","65,458","+2,811","+4.5%","2","－","9.40","－"
"16","→","0","16","8316","三井住友ＦＧ","東Ｐ","6,853","+11","+0.16","2","58,435","-573","-1.0%","0","15.3","1.61","2.63"
"17","→","0","17","8411","みずほＦＧ","東Ｐ","8,557","-9","-0.11","2","55,998","+7,860","+16.3%","1","14.8","1.80","1.75"
"18","↑6","1","24","7974","任天堂","東Ｐ","8,474","+348","+4.28","2","55,163","+25,043","+83.1%","1","31.5","3.35","1.91"
"19","↓7","0","12","6525","コクサイエレ","東Ｐ","8,246","-266","-3.13","0","55,034","-20,435","-27.1%","0","34.6","8.55","0.79"
"20","↓7","0","13","6098","リクルート","東Ｐ","17,440","+285","+1.66","2","49,184","-20,003","-28.9%","0","32.0","13.62","0.15"
