順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","54,120","-1,890","-3.37","1","2,914,297","+474,753","+19.5%","1","－","21.20","－"
"2","↑3","2","5","9984","ＳＢＧ","東Ｐ","5,339","-161","-2.93","1","254,174","+15,389","+6.4%","2","－","1.73","0.21"
"3","→","0","3","6857","アドテスト","東Ｐ","28,480","-465","-1.61","1","203,431","-53,364","-20.8%","0","44.3","25.91","－"
"4","↑2","1","6","6976","太陽誘電","東Ｐ","11,505","+90","+0.79","1","179,074","-39,717","-18.2%","0","83.3","4.35","0.78"
"5","↑6","1","11","5803","フジクラ","東Ｐ","4,331","-262","-5.70","0","171,743","+42,735","+33.1%","1","31.3","12.80","0.88"
"6","↑1","2","7","1570","日経レバ","東Ｅ","67,480","+710","+1.06","1","166,485","-30,017","-15.3%","0","－","－","－"
"7","↑3","1","10","8306","三菱ＵＦＪ","東Ｐ","3,799","+45","+1.20","1","161,343","+555","+0.3%","1","15.8","1.92","2.53"
"8","→","0","8","6981","村田製","東Ｐ","8,052","-259","-3.12","0","158,173","-29,532","-15.7%","0","50.0","5.39","0.87"
"9","↓5","0","4","8035","東エレク","東Ｐ","62,650","-10","-0.02","1","151,021","-91,565","-37.7%","0","－","13.92","－"
"10","↓1","0","9","4062","イビデン","東Ｐ","16,650","-720","-4.15","0","111,960","-54,923","-32.9%","0","80.2","8.46","0.21"
"11","↓9","0","2","6146","ディスコ","東Ｐ","62,440","+1,550","+2.55","1","107,981","-185,645","-63.2%","0","－","11.66","－"
"12","→","0","12","6920","レーザーテク","東Ｐ","43,540","+370","+0.86","1","97,557","-25,212","-20.5%","0","54.2","17.31","0.76"
"13","↑5","2","18","3436","ＳＵＭＣＯ","東Ｐ","3,769.0","+146.0","+4.03","1","90,672","+27,476","+43.5%","2","－","2.32","－"
"14","↑9","1","23","4063","信越化","東Ｐ","6,145","-557","-8.31","0","81,466","+29,981","+58.2%","1","21.6","2.49","1.89"
"15","↑20","1","35","7974","任天堂","東Ｐ","7,416","+447","+6.41","1","73,000","+38,678","+112.7%","1","27.6","2.89","2.18"
"16","↓3","0","13","8411","みずほＦＧ","東Ｐ","8,619","-33","-0.38","1","72,058","-12,142","-14.4%","0","16.1","1.85","1.74"
"17","↓2","0","15","8316","三井住友ＦＧ","東Ｐ","7,227","+66","+0.92","1","71,802","+3,568","+5.2%","1","16.2","1.74","2.49"
"18","↓4","0","14","9983","ファストリ","東Ｐ","77,760","+1,540","+2.02","3","68,314","-7,743","-10.2%","0","47.7","8.75","0.82"
