順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"33","↑6","1","39","6861","キーエンス","東Ｐ","75,530","-130","-0.17","1","24,145","+950","+4.1%","1","－","5.16","0.73"
"34","↑7","1","41","8031","三井物","東Ｐ","5,179","+110","+2.17","1","24,048","+1,057","+4.6%","1","15.9","1.63","2.70"
"35","↓4","0","31","5802","住友電","東Ｐ","2,033.5","+38.5","+1.93","2","23,922","-6,681","-21.8%","0","18.7","2.24","1.92"
"36","↓4","0","32","6758","ソニーＧ","東Ｐ","3,712","-13","-0.35","1","23,521","-5,906","-20.1%","0","17.9","2.59","0.94"
"37","↓11","0","26","7012","川重","東Ｐ","2,378.5","+6.5","+0.27","0","23,508","-13,435","-36.4%","0","18.1","2.35","1.68"
"38","↓5","0","33","3436","ＳＵＭＣＯ","東Ｐ","2,961.5","+61.0","+2.10","2","22,789","-5,937","-20.7%","0","－","1.82","－"
"39","↑3","1","42","9432","ＮＴＴ","東Ｐ","176.9","-1.2","-0.67","0","22,244","-522","-2.3%","0","14.6","1.45","3.05"
"40","↑36","1","76","1605","ＩＮＰＥＸ","東Ｐ","4,050","+114","+2.90","1","22,204","+10,722","+93.4%","1","9.2","0.92","2.77"
"41","↑13","1","54","8136","サンリオ","東Ｐ","1,194.0","-26.0","-2.13","0","21,200","+3,979","+23.1%","1","22.7","8.87","1.34"
"42","↑15","1","57","7735","スクリン","東Ｐ","12,665","+525","+4.32","3","19,943","+4,092","+25.8%","1","20.8","4.82","1.44"
"43","↓18","0","25","278A","テラドローン","東Ｇ","17,310","-1,670","-8.80","0","19,218","-22,252","-53.7%","0","－","18.29","－"
"44","NEW","0","","604A","ビーエイブル","東Ｓ","1,598","+33","+2.11","0","19,074","","","0","17.3","2.19","1.25"
"45","↑6","2","51","8725","ＭＳ＆ＡＤ","東Ｐ","5,166","+8","+0.16","1","17,391","-1,146","-6.2%","0","17.3","1.11","3.29"
"46","↑16","2","62","2914","ＪＴ","東Ｐ","6,781","+1","+0.01","0","17,247","+3,481","+25.3%","2","18.7","2.74","4.01"
"47","↑17","1","64","9501","東電ＨＤ","東Ｐ","543.8","+14.0","+2.64","1","17,240","+4,003","+30.2%","1","－","0.36","－"
"48","↓20","0","28","6702","富士通","東Ｐ","3,924","-21","-0.53","1","17,226","-17,152","-49.9%","0","21.9","3.33","1.40"
"49","NEW","0","","621A","オーディオＳ","東Ｇ","1,954","－","－%","0","16,355","","","0","－","8.37","－"
"50","↓6","0","44","1357","日経Ｄインバ","東Ｅ","2,931","-27","-0.91","0","15,734","-6,134","-28.1%","0","－","－","－"
"51","↑18","1","69","5713","住友鉱","東Ｐ","9,719","+258","+2.73","1","15,579","+3,234","+26.2%","1","12.1","1.23","2.13"
"52","↑78","1","130","4578","大塚ＨＤ","東Ｐ","10,895","-530","-4.64","0","15,363","+9,262","+151.8%","1","16.1","1.76","1.84"
"53","↓19","0","34","6701","ＮＥＣ","東Ｐ","4,835","+40","+0.83","1","15,289","-11,997","-44.0%","0","－","2.87","0.83"
"54","↑26","1","80","3563","Ｆ＆ＬＣ","東Ｐ","4,822","-124","-2.51","1","15,250","+4,455","+41.3%","1","34.8","8.80","0.41"
"55","↓20","0","35","4004","レゾナック","東Ｐ","14,070","+360","+2.63","3","15,180","-11,764","-43.7%","0","23.7","3.39","0.46"
"56","↓9","0","47","6787","メイコー","東Ｐ","22,150","+1,300","+6.24","3","15,163","-4,618","-23.3%","0","21.3","4.40","0.72"
"57","↓11","0","46","4502","武田","東Ｐ","5,833","-14","-0.24","0","15,148","-4,685","-23.6%","0","56.1","1.23","3.50"
"58","↓15","0","43","5706","三井金属","東Ｐ","22,635","-170","-0.75","0","15,085","-7,671","-33.7%","0","16.2","3.07","1.24"
"59","↓10","0","49","6330","東洋エンジ","東Ｐ","2,665","-29","-1.08","0","15,058","-3,606","-19.3%","0","26.0","4.02","0.94"
"60","↑26","1","86","9104","商船三井","東Ｐ","7,158","+133","+1.89","1","14,660","+4,651","+46.5%","1","10.2","0.83","2.86"
"61","↓11","0","50","8002","丸紅","東Ｐ","4,992","+40","+0.81","1","14,251","-4,330","-23.3%","0","14.0","1.82","2.30"
"62","↓9","0","53","6723","ルネサス","東Ｐ","3,232.0","+77.0","+2.44","1","14,137","-3,946","-21.8%","0","－","2.07","－"
"63","↑3","1","66","7936","アシックス","東Ｐ","4,015","-100","-2.43","0","14,127","+964","+7.3%","1","23.7","7.94","1.10"
"64","↑9","1","73","9433","ＫＤＤＩ","東Ｐ","3,077.0","+33.0","+1.08","1","13,880","+1,909","+15.9%","1","16.0","2.28","2.73"
"65","↑3","2","68","8591","オリックス","東Ｐ","6,179","+70","+1.15","1","13,682","+1,326","+10.7%","2","12.6","1.42","3.03"
"66","↓7","0","59","6871","日本マイクロ","東Ｐ","12,870","+480","+3.87","3","13,387","-1,281","-8.7%","0","21.7","5.46","1.38"
"67","↓19","0","48","8308","りそなＨＤ","東Ｐ","2,453.5","-9.5","-0.39","1","13,380","-6,304","-32.0%","0","16.6","1.82","1.51"
"68","↓49","0","19","6203","豊和工","東Ｓ","2,140","-336","-13.57","0","13,191","-36,560","-73.5%","0","23.8","1.15","0.93"
"69","↑10","1","79","6762","ＴＤＫ","東Ｐ","2,881.0","+47.5","+1.68","1","13,089","+2,105","+19.2%","1","24.3","2.38","1.39"
"70","↑61","3","131","8473","ＳＢＩ","東Ｐ","3,216.0","-65.0","-1.98","0","12,967","+6,948","+115.4%","1","－","1.11","－"
"71","↓10","0","61","7741","ＨＯＹＡ","東Ｐ","22,410","+80","+0.36","3","12,919","-977","-7.0%","0","－","7.36","－"
"72","↑150","1","222","4385","メルカリ","東Ｐ","3,622","-245","-6.34","0","12,612","+9,251","+275.2%","1","－","4.31","－"
"73","↓3","0","70","593A","ティアフォー","東Ｇ","1,955","-90","-4.40","0","12,540","+197","+1.6%","1","－","12.68","－"
"74","↑1","3","75","5401","日本製鉄","東Ｐ","682.7","+4.7","+0.69","1","12,091","+598","+5.2%","2","12.3","0.63","3.52"
"75","↓19","0","56","9434","ＳＢ","東Ｐ","247.6","-3.0","-1.20","0","11,915","-4,043","-25.3%","0","21.5","4.50","3.55"
"76","↑12","1","88","9101","郵船","東Ｐ","7,360","+126","+1.74","1","11,329","+1,559","+16.0%","1","12.4","0.95","3.26"
"77","↑342","1","419","5131","リンカーズ","東Ｇ","206","-7","-3.29","0","11,322","+9,857","+672.8%","1","－","6.16","－"
"78","↑87","1","165","3103","ユニチカ","東Ｓ","1,464","+97","+7.10","2","11,151","+6,456","+137.5%","1","17.8","2.52","－"
"79","↓42","0","37","6503","三菱電","東Ｐ","5,147","+47","+0.92","1","11,004","-14,143","-56.2%","0","21.3","2.30","1.17"
"80","↑28","1","108","4661","ＯＬＣ","東Ｐ","3,003.0","-50.0","-1.64","0","10,957","+3,650","+50.0%","1","43.3","4.37","0.53"
"81","↑1","2","82","1360","日経ベア２","東Ｅ","71.9","-0.6","-0.83","0","10,787","+491","+4.8%","2","－","－","－"
"82","↑3","2","85","8630","ＳＯＭＰＯ","東Ｐ","6,832","+32","+0.47","1","10,780","+680","+6.7%","2","12.3","1.14","2.93"
"83","↑41","1","124","8267","イオン","東Ｐ","1,332.5","-18.5","-1.37","0","10,735","+4,274","+66.2%","1","50.5","3.05","1.13"
"84","↑15","2","99","4519","中外薬","東Ｐ","6,421","-79","-1.22","0","10,724","+2,539","+31.0%","2","－","5.21","2.06"
"85","↓27","0","58","6273","ＳＭＣ","東Ｐ","67,630","+750","+1.12","1","10,696","-4,190","-28.1%","0","24.8","1.96","1.48"
"86","↑12","2","98","5020","ＥＮＥＯＳ","東Ｐ","1,469.5","+65.5","+4.67","1","10,672","+2,435","+29.6%","2","9.4","1.04","2.31"
"87","↑9","1","96","7267","ホンダ","東Ｐ","1,685.0","+10.0","+0.60","1","10,666","+2,138","+25.1%","1","16.4","0.53","4.15"
"88","↑4","2","92","6526","ソシオネクス","東Ｐ","1,926.5","+33.5","+1.77","1","10,325","+1,496","+16.9%","2","33.8","2.63","2.60"
"89","↓29","0","60","8604","野村","東Ｐ","1,637.0","-7.5","-0.46","1","10,298","-4,112","-28.5%","0","－","1.25","－"
"90","↓7","0","83","6301","コマツ","東Ｐ","7,068","+8","+0.11","1","10,280","+107","+1.1%","2","18.0","1.78","2.69"
"91","↓28","0","63","6954","ファナック","東Ｐ","5,799","+83","+1.45","1","10,223","-3,376","-24.8%","0","27.2","2.85","－"
"92","↑12","2","104","8801","三井不","東Ｐ","1,469.0","-2.5","-0.17","1","10,142","+2,455","+31.9%","2","13.9","1.22","2.52"
"93","↑18","2","111","618A","コンペイトウ","東Ｇ","1,800","+147","+8.89","2","10,065","+3,112","+44.8%","2","15.8","13.14","－"
"94","↑35","2","129","8601","大和","東Ｐ","1,829.0","-7.5","-0.41","1","10,031","+3,903","+63.7%","2","－","1.41","2.41"
"95","↓30","0","65","1321","野村日経平均","東Ｅ","66,110","+270","+0.41","3","9,850","-3,343","-25.3%","0","－","－","－"
"96","↑7","2","103","8309","三井住友トラ","東Ｐ","1,779.0","+6.0","+0.34","1","9,848","+2,020","+25.8%","1","12.9","1.34","2.67"
"97","↓16","0","81","6506","安川電","東Ｐ","4,373","+77","+1.79","1","9,840","-678","-6.4%","0","24.1","2.34","1.65"
"98","↓31","0","67","3110","日東紡","東Ｐ","2,902","+18","+0.62","0","9,769","-2,655","-21.4%","0","26.4","2.98","0.96"
"99","↑45","1","144","6178","日本郵政","東Ｐ","2,507.5","+27.0","+1.09","1","9,446","+3,965","+72.3%","1","18.0","0.69","2.39"
"100","↑21","2","121","8802","菱地所","東Ｐ","3,615.0","+65.0","+1.83","1","9,225","+2,650","+40.3%","2","18.4","1.59","1.36"
"101","↓30","0","71","8750","第一ライフ","東Ｐ","1,897.0","+2.5","+0.13","1","9,047","-3,264","-26.5%","0","13.3","1.49","3.80"
"102","↓28","0","74","7182","ゆうちょ銀","東Ｐ","3,248.0","-12.0","-0.37","1","9,019","-2,670","-22.8%","0","17.5","1.25","2.86"
"103","↓9","0","94","9107","川崎汽","東Ｐ","3,464.0","+79.0","+2.33","1","8,885","+292","+3.4%","1","15.2","1.18","3.46"
"104","↓9","0","95","6963","ローム","東Ｐ","4,583","+72","+1.60","3","8,871","+315","+3.7%","1","61.0","2.29","1.09"
"105","↓15","0","90","8015","豊田通商","東Ｐ","7,406","+77","+1.05","1","8,774","-480","-5.2%","0","16.1","2.68","1.69"
"106","↓29","0","77","6367","ダイキン","東Ｐ","20,510","+95","+0.47","1","8,669","-2,570","-22.9%","0","20.5","1.91","1.76"
"107","↑8","1","115","4568","第一三共","東Ｐ","2,829.0","-7.5","-0.26","0","8,493","+1,687","+24.8%","1","20.5","3.02","3.53"
"108","↑15","1","123","9843","ニトリＨＤ","東Ｐ","3,068.0","-110.0","-3.46","0","8,272","+1,774","+27.3%","1","19.0","1.72","1.04"
"109","↓16","0","93","3382","セブン＆アイ","東Ｐ","2,034.0","-6.0","-0.29","0","8,182","-520","-6.0%","0","16.6","1.25","2.95"
"110","↑15","2","125","4901","富士フイルム","東Ｐ","3,292.0","+62.0","+1.92","1","8,007","+1,551","+24.0%","2","14.1","1.01","2.28"
"111","↓24","0","87","8053","住友商","東Ｐ","1,778.0","+8.0","+0.45","1","7,822","-2,044","-20.7%","0","13.3","1.77","2.25"
"112","↑28","1","140","6326","クボタ","東Ｐ","2,822.0","+55.0","+1.99","4","7,735","+2,129","+38.0%","1","11.0","1.14","1.84"
"113","↑7","2","120","4503","アステラス","東Ｐ","2,313.5","-1.5","-0.06","0","7,611","+1,011","+15.3%","2","13.8","2.14","3.46"
"114","↓25","0","89","1579","日経ブル２","東Ｅ","695.1","+6.4","+0.93","3","7,569","-2,004","-20.9%","0","－","－","－"
"115","↑22","1","137","4755","楽天グループ","東Ｐ","716.6","-17.0","-2.32","0","7,375","+1,630","+28.4%","1","－","1.71","－"
"116","→","0","116","7832","バンナムＨＤ","東Ｐ","5,472","-87","-1.57","0","7,372","+578","+8.5%","1","27.0","3.96","－"
"117","↑24","1","141","7269","スズキ","東Ｐ","2,036.0","+9.0","+0.44","1","7,351","+1,765","+31.6%","1","9.4","1.11","2.50"
"118","↓18","0","100","6902","デンソー","東Ｐ","1,913.0","+2.5","+0.13","0","7,148","-962","-11.9%","0","12.6","0.94","3.87"
"119","↓17","0","102","1458","楽天Ｗブル","東Ｅ","76,840","+820","+1.08","3","7,130","-791","-10.0%","0","－","－","－"
"120","↑29","1","149","9503","関西電","東Ｐ","2,933.5","-10.0","-0.34","1","7,112","+1,950","+37.8%","1","10.5","0.92","2.73"
"121","↓30","0","91","2802","味の素","東Ｐ","4,878","+8","+0.16","3","7,086","-2,064","-22.6%","0","37.6","5.99","1.03"
"122","↑21","2","143","5019","出光興産","東Ｐ","1,675.0","+74.0","+4.62","1","7,043","+1,548","+28.2%","1","26.8","1.22","2.15"
"123","↓5","0","118","9697","カプコン","東Ｐ","4,338","-13","-0.30","0","7,020","+308","+4.6%","1","31.3","6.34","1.06"
"124","↑15","1","139","1801","大成建","東Ｐ","12,500","+240","+1.96","1","7,015","+1,379","+24.5%","1","13.5","2.18","3.04"
"125","↑3","2","128","7003","三井Ｅ＆Ｓ","東Ｐ","4,152","-18","-0.43","1","6,958","+682","+10.9%","2","13.5","1.87","1.45"
"126","↓25","0","101","6971","京セラ","東Ｐ","3,599.0","+68.0","+1.93","2","6,924","-1,109","-13.8%","0","28.7","1.38","1.56"
"127","→","0","127","8729","ソニーＦＧ","東Ｐ","163.0","0.0","0.00%","1","6,836","+543","+8.6%","1","47.5","1.25","4.91"
"128","↑74","2","202","3099","三越伊勢丹","東Ｐ","3,279.0","+90.0","+2.82","2","6,728","+2,996","+80.3%","2","18.1","1.90","2.44"
"129","↓20","0","109","4689","ラインヤフー","東Ｐ","555.9","-9.0","-1.59","0","6,497","-770","-10.6%","0","－","1.27","1.98"
"130","↓20","0","110","4307","野村総研","東Ｐ","5,098","-72","-1.39","0","6,334","-678","-9.7%","0","24.0","7.64","1.65"
"131","↓26","0","105","5108","ブリヂストン","東Ｐ","3,702","-38","-1.02","0","6,274","-1,315","-17.3%","0","13.4","1.21","3.38"
"132","↑54","1","186","9766","コナミＧ","東Ｐ","20,720","-565","-2.65","0","6,209","+2,094","+50.9%","1","27.8","4.84","1.08"
"133","↑136","1","269","6988","日東電","東Ｐ","3,349.0","+120.0","+3.72","1","6,200","+3,609","+139.3%","1","15.5","1.92","1.91"
"134","↑54","2","188","6645","オムロン","東Ｐ","6,117","+208","+3.52","1","6,040","+1,955","+47.9%","1","29.7","1.45","1.80"
"135","↓1","0","134","7014","名村造","東Ｓ","4,640","-110","-2.32","0","6,025","+117","+2.0%","1","14.7","2.34","1.29"
"136","↓1","0","135","5711","三菱マ","東Ｐ","5,023","+72","+1.45","1","6,019","+157","+2.7%","1","4.7","0.85","2.31"
"137","↓24","0","113","200A","野村日半導","東Ｅ","4,122","+5","+0.12","0","6,000","-916","-13.2%","0","－","－","－"
"138","↓12","0","126","7532","パンパシＨＤ","東Ｐ","719.0","-8.3","-1.14","0","5,975","-446","-6.9%","0","19.6","3.08","1.39"
"139","↑76","2","215","9202","ＡＮＡＨＤ","東Ｐ","2,944.0","-32.0","-1.08","0","5,952","+2,490","+71.9%","2","13.5","1.05","2.04"
"140","↓23","0","117","1803","清水建","東Ｐ","2,375.0","+57.5","+2.48","1","5,919","-795","-11.8%","0","9.7","1.59","3.24"
"141","↓34","0","107","3659","ネクソン","東Ｐ","3,130.0","-47.0","-1.48","0","5,917","-1,613","-21.4%","0","－","2.26","15.18"
"142","↑30","2","172","7201","日産自","東Ｐ","312.9","+0.3","+0.10","0","5,886","+1,419","+31.8%","1","54.7","0.22","－"
"143","↑3","1","146","7453","良品計画","東Ｐ","3,947","-56","-1.40","0","5,836","+478","+8.9%","1","31.3","5.28","0.81"
"144","↑9","3","153","543A","ＡＲＣＨＩＯ","東Ｐ","273","+2","+0.74","1","5,830","+858","+17.3%","2","2.3","0.75","2.93"
"145","↑105","1","250","6594","ニデック","東Ｐ","2,635","-7","-0.26","3","5,690","+2,795","+96.5%","1","－","1.72","－"
"146","↑93","1","239","4506","住友ファーマ","東Ｐ","1,515.5","-67.0","-4.23","0","5,622","+2,559","+83.5%","1","8.8","1.66","－"
"147","↓9","0","138","6361","荏原","東Ｐ","4,290","+32","+0.75","4","5,606","-132","-2.3%","0","19.6","3.67","1.54"
"148","↑7","3","155","2737","トーメンデバ","東Ｐ","36,950","0","0.00%","0","5,569","+664","+13.5%","2","8.4","3.56","4.44"
"149","↑26","1","175","2502","アサヒ","東Ｐ","1,612.0","-9.0","-0.56","0","5,561","+1,168","+26.6%","1","12.2","0.74","3.54"
"150","↑21","1","171","9020","ＪＲ東日本","東Ｐ","3,506.0","-22.0","-0.62","1","5,477","+977","+21.7%","1","15.5","1.29","2.40"
"151","↓39","0","112","6227","ＡＩメカ","東Ｓ","5,680","+390","+7.37","3","5,462","-1,467","-21.2%","0","21.5","7.37","0.39"
"152","↑6","2","158","5411","ＪＦＥ","東Ｐ","1,856.0","+29.5","+1.62","1","5,459","+622","+12.9%","2","7.9","0.45","4.31"
"153","↑57","2","210","7966","リンテック","東Ｐ","5,560","+220","+4.12","3","5,432","+1,876","+52.8%","2","17.1","1.28","2.16"
"154","↑78","1","232","6383","ダイフク","東Ｐ","5,409","+41","+0.76","1","5,394","+2,145","+66.0%","1","23.3","4.01","1.66"
"155","↑11","3","166","6674","ＧＳユアサ","東Ｐ","5,441","+214","+4.09","1","5,273","+582","+12.4%","4","13.8","1.39","1.80"
"156","↓4","0","152","1812","鹿島","東Ｐ","4,951","+81","+1.66","1","5,197","+188","+3.8%","1","13.4","1.66","2.95"
"157","↓73","0","84","4704","トレンド","東Ｐ","6,425","+93","+1.47","0","5,110","-5,053","-49.7%","0","27.2","7.21","－"
"158","↑15","1","173","7186","横浜ＦＧ","東Ｐ","1,882.5","-5.0","-0.26","1","5,071","+636","+14.3%","1","16.2","1.43","2.50"
"159","↑138","1","297","7550","ゼンショＨＤ","東Ｐ","10,905","-435","-3.84","0","5,047","+2,807","+125.3%","1","33.2","6.20","0.73"
"160","↑86","1","246","6481","ＴＨＫ","東Ｐ","6,091","+173","+2.92","4","5,033","+2,106","+72.0%","1","12.5","2.47","3.20"
"161","↑75","1","236","5838","楽天銀","東Ｐ","6,192","-191","-2.99","0","4,997","+1,828","+57.7%","1","12.3","2.75","－"
"162","↑2","2","164","8830","住友不","東Ｐ","3,195.0","+31.0","+0.98","1","4,971","+270","+5.7%","2","13.2","1.15","1.63"
"163","↓4","0","159","7751","キヤノン","東Ｐ","4,457","+32","+0.72","1","4,950","+117","+2.4%","1","10.9","1.07","3.59"
"164","↑16","1","180","6315","ＴＯＷＡ","東Ｐ","2,146","+14","+0.66","0","4,862","+710","+17.1%","1","23.0","2.13","1.12"
"165","↓23","0","142","4203","住友ベ","東Ｐ","7,937","+133","+1.70","1","4,822","-743","-13.4%","0","24.4","1.94","1.51"
"166","↑39","2","205","6368","オルガノ","東Ｐ","11,725","+30","+0.26","4","4,815","+1,126","+30.5%","2","18.0","3.80","1.88"
"167","↓7","0","160","6113","アマダ","東Ｐ","2,400.5","+74.0","+3.18","4","4,731","-86","-1.8%","0","21.6","1.37","2.67"
"168","↑35","1","203","9506","東北電","東Ｐ","1,423.5","+14.0","+0.99","1","4,713","+999","+26.9%","1","－","0.63","2.81"
"169","↑76","1","245","5101","浜ゴム","東Ｐ","6,708","-3","-0.04","0","4,629","+1,698","+57.9%","1","9.0","0.94","3.32"
"170","↑91","1","261","4075","ブレインズ","東Ｇ","1,426","+83","+6.18","0","4,602","+1,853","+67.4%","1","48.3","4.52","－"
"171","↓24","0","147","1306","野村東証指数","東Ｅ","423.3","+2.0","+0.47","1","4,590","-754","-14.1%","0","－","－","－"
"172","NEW","0","","4099","四国化ＨＤ","東Ｐ","2,151","+52","+2.48","0","4,588","","","0","14.8","1.82","1.86"
"173","↓41","0","132","6532","ベイカレント","東Ｐ","7,589","-121","-1.57","0","4,540","-1,444","-24.1%","0","23.2","10.15","1.71"
"174","↑16","2","190","8354","ふくおかＦＧ","東Ｐ","7,703","-32","-0.41","1","4,508","+496","+12.4%","1","14.6","1.29","2.73"
"175","↓53","0","122","9502","中部電","東Ｐ","2,930.5","+41.5","+1.44","2","4,487","-2,034","-31.2%","0","13.8","0.70","2.39"
"176","↑38","1","214","7272","ヤマハ発","東Ｐ","1,803.5","+54.0","+3.09","1","4,398","+911","+26.1%","1","10.3","1.40","2.77"
"177","↓7","0","170","5333","ＮＧＫ","東Ｐ","5,194","+124","+2.45","1","4,378","-158","-3.5%","0","17.8","1.81","2.04"
"178","↓81","0","97","5631","日製鋼","東Ｐ","7,079","-110","-1.53","0","4,372","-4,016","-47.9%","0","27.4","2.44","1.30"
"179","↓2","0","177","6504","富士電機","東Ｐ","12,735","+260","+2.08","4","4,372","+128","+3.0%","1","16.7","2.35","－"
"180","↓66","0","114","3038","神戸物産","東Ｐ","3,083.0","-83.0","-2.62","0","4,355","-2,476","-36.2%","0","23.2","3.91","1.04"
"181","↑10","2","191","6269","三井海洋","東Ｐ","9,245","+169","+1.86","1","4,315","+311","+7.8%","2","10.9","2.36","2.16"
"182","↑38","2","220","6448","ブラザー","東Ｐ","4,592","+121","+2.71","1","4,286","+912","+27.0%","2","14.6","1.40","2.18"
"183","↓1","0","182","3407","旭化成","東Ｐ","1,591.5","+23.5","+1.50","1","4,207","+62","+1.5%","2","13.3","1.00","2.76"
"184","→","0","184","2768","双日","東Ｐ","5,773","+44","+0.77","1","4,122","-2","-0.0%","0","9.2","1.05","3.12"
"185","↓24","0","161","5334","特殊陶","東Ｐ","7,289","+27","+0.37","0","4,121","-663","-13.9%","0","13.5","1.68","2.88"
"186","↑13","2","199","6779","日電波","東Ｐ","3,160","+120","+3.95","0","4,116","+313","+8.2%","2","22.6","2.21","0.95"
"187","↑8","3","195","4564","オンコセラピ","東Ｇ","23","0","0.00%","0","4,114","+197","+5.0%","2","－","4.12","－"
"188","↓31","0","157","1928","積水ハウス","東Ｐ","3,354.0","+12.0","+0.36","1","4,054","-801","-16.5%","0","9.7","0.97","4.32"
"189","↑52","1","241","6305","日立建機","東Ｐ","5,675","+51","+0.91","1","4,051","+1,022","+33.7%","1","14.1","1.28","3.35"
"190","↓27","0","163","2503","キリンＨＤ","東Ｐ","2,846.5","+25.0","+0.89","1","4,050","-713","-15.0%","0","14.1","1.66","2.67"
"191","↓37","0","154","4507","塩野義","東Ｐ","2,884.0","-20.0","-0.69","0","4,050","-907","-18.3%","0","11.7","1.39","2.64"
"192","↓86","0","106","6479","ミネベア","東Ｐ","3,475.0","+56.0","+1.64","3","4,031","-3,558","-46.9%","0","16.0","1.51","1.73"
