順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","48,000","-740","-1.52","1","2,459,386","+787,249","+47.1%","1","－","10.94","－"
"2","↑2","2","4","5803","フジクラ","東Ｐ","5,195","+599","+13.03","1","606,907","+346,492","+133.1%","2","26.4","14.13","0.73"
"3","→","0","3","5801","古河電","東Ｐ","3,850","-59","-1.51","1","235,151","-29,515","-11.2%","0","25.8","6.20","0.57"
"4","↑4","1","8","6857","アドテスト","東Ｐ","32,330","-600","-1.82","1","211,351","-19,610","-8.5%","0","35.4","22.39","－"
"5","↓3","0","2","6976","太陽誘電","東Ｐ","9,698","-241","-2.42","1","204,447","-96,302","-32.0%","0","43.6","3.43","0.93"
"6","→","0","6","9984","ＳＢＧ","東Ｐ","5,529","-166","-2.91","1","203,678","-37,205","-15.4%","0","－","1.71","0.20"
"7","↑5","1","12","6920","レーザーテク","東Ｐ","37,440","-5,890","-13.59","0","201,024","+86,092","+74.9%","1","37.3","13.60","0.94"
"8","↓3","0","5","6981","村田製","東Ｐ","7,339","-82","-1.10","1","191,913","-63,204","-24.8%","0","39.5","4.84","0.95"
"9","↓2","0","7","4062","イビデン","東Ｐ","19,150","+140","+0.74","1","172,997","-59,872","-25.7%","0","64.1","9.39","0.18"
"10","↓1","0","9","1570","日経レバ","東Ｅ","68,520","-20","-0.03","1","167,487","-8,717","-4.9%","0","－","－","－"
"11","↑14","3","25","7974","任天堂","東Ｐ","8,040","+399","+5.22","2","154,701","+104,425","+207.7%","3","29.9","3.18","2.01"
"12","↓2","0","10","8035","東エレク","東Ｐ","54,710","-620","-1.12","1","135,595","-39,376","-22.5%","0","－","11.68","－"
"13","↑1","2","14","5016","ＪＸ金属","東Ｐ","3,893","-249","-6.01","0","116,496","+15,374","+15.2%","4","24.7","5.42","0.51"
"14","↓1","0","13","8306","三菱ＵＦＪ","東Ｐ","3,555.0","-19.0","-0.53","0","115,961","+9,996","+9.4%","1","14.8","1.76","2.70"
"15","↑17","1","32","4004","レゾナック","東Ｐ","16,465","+1,310","+8.64","1","113,357","+70,967","+167.4%","1","27.7","3.96","0.39"
"16","↓1","0","15","6146","ディスコ","東Ｐ","59,010","-2,580","-4.19","0","92,465","+3,136","+3.5%","2","－","11.02","－"
"17","↓6","0","11","6525","コクサイエレ","東Ｐ","8,149","-75","-0.91","1","80,395","-41,507","-34.0%","0","34.2","8.45","0.80"
"18","↑5","2","23","3436","ＳＵＭＣＯ","東Ｐ","3,400.0","-144.0","-4.06","1","69,341","+16,906","+32.2%","2","－","2.09","－"
"19","↑78","2","97","4901","富士フイルム","東Ｐ","3,235","-643","-16.58","0","67,529","+54,730","+427.6%","3","13.8","0.99","2.32"
"20","↓4","0","16","7203","トヨタ","東Ｐ","2,977.0","-6.5","-0.22","0","56,734","-15,400","-21.3%","0","10.8","0.94","3.36"
"21","↓4","0","17","9983","ファストリ","東Ｐ","79,520","+630","+0.80","0","56,717","-15,336","-21.3%","0","48.8","8.94","0.80"
"22","↓2","0","20","5802","住友電","東Ｐ","2,138.5","-20.0","-0.93","1","56,270","-4,123","-6.8%","0","19.6","2.35","1.82"
"23","↑28","1","51","7012","川重","東Ｐ","2,771.0","-97.5","-3.40","0","55,764","+30,632","+121.9%","1","21.0","2.73","1.44"
"24","↑9","1","33","5706","三井金属","東Ｐ","32,150","+180","+0.56","1","54,555","+13,051","+31.4%","1","23.0","4.36","0.87"
"25","↓6","0","19","8411","みずほＦＧ","東Ｐ","8,464","-35","-0.41","0","53,418","-13,000","-19.6%","0","14.7","1.79","1.77"
"26","↑47","2","73","6273","ＳＭＣ","東Ｐ","73,720","-1,630","-2.16","0","50,949","+33,897","+198.8%","2","27.2","2.14","1.36"
"27","↓9","0","18","7011","三菱重","東Ｐ","4,035","+37","+0.93","2","49,574","-21,523","-30.3%","0","35.7","4.28","0.72"
"28","↑16","1","44","5401","日本製鉄","東Ｐ","699.1","+15.6","+2.28","1","49,549","+17,702","+55.6%","1","12.6","0.65","3.43"
"29","↓7","0","22","8316","三井住友ＦＧ","東Ｐ","6,784","+3","+0.04","0","48,914","-7,130","-12.7%","0","15.1","1.60","2.65"
"30","↓6","0","24","6861","キーエンス","東Ｐ","85,020","-510","-0.60","1","48,439","-3,748","-7.2%","0","－","5.81","0.65"
"31","↓3","0","28","6501","日立","東Ｐ","5,604","+104","+1.89","1","48,101","-51","-0.1%","0","27.8","3.80","－"
"32","↑28","2","60","8136","サンリオ","東Ｐ","1,397.5","+86.0","+6.56","3","47,992","+27,789","+137.5%","2","26.6","10.88","1.14"
"33","↑4","1","37","6954","ファナック","東Ｐ","6,534","+104","+1.62","1","47,702","+12,410","+35.2%","1","30.8","3.22","－"
"34","↓5","0","29","9432","ＮＴＴ","東Ｐ","158.7","+4.2","+2.72","3","47,669","+1,011","+2.2%","3","13.1","1.31","3.40"
"35","→","0","35","5713","住友鉱","東Ｐ","9,025","-63","-0.69","0","45,819","+6,389","+16.2%","3","17.4","1.17","2.29"
"36","↓5","0","31","6758","ソニーＧ","東Ｐ","3,705.0","+79.0","+2.18","4","44,411","-660","-1.5%","0","17.9","2.59","0.94"
"37","↓10","0","27","7013","ＩＨＩ","東Ｐ","2,750.0","+111.5","+4.23","2","42,830","-6,209","-12.7%","0","17.0","4.19","0.84"
"38","↓12","0","26","7735","スクリン","東Ｐ","13,055","-635","-4.64","0","41,343","-8,850","-17.6%","0","21.5","4.97","1.40"
"39","↓9","0","30","6723","ルネサス","東Ｐ","3,766.0","+93.0","+2.53","1","41,052","-4,964","-10.8%","0","－","2.42","－"
"40","↑7","3","47","7832","バンナムＨＤ","東Ｐ","5,372","+487","+9.97","0","37,231","+9,405","+33.8%","3","26.5","3.89","－"
"41","↑73","4","114","3563","Ｆ＆ＬＣ","東Ｐ","5,617","-203","-3.49","0","34,334","+23,261","+210.1%","4","40.5","10.25","0.36"
"42","→","0","42","6098","リクルート","東Ｐ","13,135","+290","+2.26","1","34,231","+1,767","+5.4%","3","24.1","10.24","0.20"
"43","↑45","3","88","5108","ブリヂストン","東Ｐ","4,216","+227","+5.69","5","32,285","+18,138","+128.2%","3","15.4","1.38","2.96"
