順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","48,750","-5,550","-10.22","0","1,672,137","-890,396","-34.7%","0","－","11.11","－"
"2","↑5","1","7","6976","太陽誘電","東Ｐ","9,949","-1,216","-10.89","0","300,749","+101,075","+50.6%","2","44.7","3.52","0.90"
"3","↑12","1","15","5801","古河電","東Ｐ","3,839","-80","-2.04","0","264,666","+158,231","+148.7%","3","25.7","6.18","0.57"
"4","↑1","1","5","5803","フジクラ","東Ｐ","4,597","-476","-9.38","0","260,415","+33,061","+14.5%","1","33.2","13.58","0.83"
"5","↓1","0","4","6981","村田製","東Ｐ","7,406","-423","-5.40","0","255,117","-30,096","-10.6%","0","39.9","4.89","0.95"
"6","↓4","0","2","9984","ＳＢＧ","東Ｐ","5,718","-240","-4.03","0","240,883","-77,817","-24.4%","0","－","1.77","0.19"
"7","↑3","3","10","4062","イビデン","東Ｐ","18,960","-1,370","-6.74","0","232,869","+67,289","+40.6%","3","63.4","9.30","0.18"
"8","↓5","0","3","6857","アドテスト","東Ｐ","32,840","-880","-2.61","0","230,961","-59,934","-20.6%","0","35.9","22.75","－"
"9","↓3","0","6","1570","日経レバ","東Ｅ","68,450","-1,430","-2.05","0","176,204","-26,723","-13.2%","0","－","－","－"
"10","↓2","0","8","8035","東エレク","東Ｐ","55,060","-3,490","-5.96","0","174,971","-734","-0.4%","0","－","11.76","－"
"11","↑16","1","27","6525","コクサイエレ","東Ｐ","8,293","-195","-2.30","0","121,902","+67,366","+123.5%","1","34.8","8.60","0.78"
"12","↓3","0","9","6920","レーザーテク","東Ｐ","43,400","-3,280","-7.03","0","114,932","-57,941","-33.5%","0","54.0","17.25","0.76"
"13","→","0","13","8306","三菱ＵＦＪ","東Ｐ","3,583.0","+42.0","+1.19","0","105,965","-20,152","-16.0%","0","14.9","1.78","2.68"
"14","↑3","1","17","5016","ＪＸ金属","東Ｐ","4,124","-226","-5.20","0","101,122","+714","+0.7%","3","26.1","5.74","0.48"
"15","↑3","1","18","6146","ディスコ","東Ｐ","61,380","-2,360","-3.70","0","89,329","+292","+0.3%","1","－","11.46","－"
"16","↓2","0","14","7203","トヨタ","東Ｐ","2,988.5","+74.0","+2.54","3","72,134","-42,969","-37.3%","0","10.9","0.95","3.35"
"17","↑2","1","19","9983","ファストリ","東Ｐ","78,850","+1,980","+2.58","1","72,053","-12,084","-14.4%","0","48.4","8.87","0.81"
"18","↓2","0","16","7011","三菱重","東Ｐ","3,990","-10","-0.25","1","71,097","-34,786","-32.9%","0","35.3","4.23","0.73"
"19","↑2","2","21","8411","みずほＦＧ","東Ｐ","8,513","+43","+0.51","0","66,418","-5,815","-8.1%","0","14.8","1.80","1.76"
"20","↑3","2","23","5802","住友電","東Ｐ","2,151.5","-220.0","-9.28","0","60,393","-4,624","-7.1%","0","19.7","2.37","1.81"
"21","↑19","3","40","3110","日東紡","東Ｐ","2,905","-650","-18.28","0","58,337","+23,802","+68.9%","3","26.4","2.98","0.96"
"22","↑2","1","24","8316","三井住友ＦＧ","東Ｐ","6,796","+130","+1.95","0","56,044","-8,059","-12.6%","0","15.1","1.60","2.65"
"23","↑11","1","34","3436","ＳＵＭＣＯ","東Ｐ","3,570","-186","-4.95","0","52,435","+7,467","+16.6%","1","－","2.20","－"
"24","↓4","0","20","6861","キーエンス","東Ｐ","85,760","-1,620","-1.85","0","52,187","-25,747","-33.0%","0","－","5.86","0.64"
"25","↑8","2","33","7974","任天堂","東Ｐ","7,601","+173","+2.33","1","50,276","+4,584","+10.0%","2","28.3","3.00","2.13"
"26","↑10","1","36","7735","スクリン","東Ｐ","13,735","+45","+0.33","0","50,193","+10,362","+26.0%","1","22.6","5.22","1.33"
"27","↓15","0","12","7013","ＩＨＩ","東Ｐ","2,651.0","-40.5","-1.50","1","49,039","-80,218","-62.1%","0","16.3","4.03","0.87"
"28","↓3","0","25","6501","日立","東Ｐ","5,519","+43","+0.79","0","48,152","-12,351","-20.4%","0","27.4","3.75","－"
"29","↑16","2","45","9432","ＮＴＴ","東Ｐ","154.0","+3.0","+1.99","2","46,658","+16,218","+53.3%","2","12.8","1.27","3.51"
"30","↓8","0","22","6723","ルネサス","東Ｐ","3,679","-134","-3.51","0","46,016","-20,502","-30.8%","0","－","2.36","－"
"31","↑4","1","35","6758","ソニーＧ","東Ｐ","3,633.0","+68.0","+1.91","3","45,071","+1,081","+2.5%","1","17.6","2.54","0.96"
"32","↓6","0","26","4004","レゾナック","東Ｐ","15,060","-1,115","-6.89","0","42,390","-13,270","-23.8%","0","25.4","3.62","0.43"
"33","↓3","0","30","5706","三井金属","東Ｐ","31,760","-3,620","-10.23","0","41,504","-6,231","-13.1%","0","24.2","4.41","0.88"
"34","↑87","3","121","6645","オムロン","東Ｐ","6,865","+934","+15.75","3","41,351","+29,805","+258.1%","3","33.3","1.62","1.60"
"35","↑29","2","64","5713","住友鉱","東Ｐ","9,088","+525","+6.13","0","39,430","+17,373","+78.8%","2","17.6","1.18","2.28"
"36","↑155","2","191","4452","花王","東Ｐ","3,579.0","+391.0","+12.26","1","36,513","+30,412","+498.5%","2","24.0","2.89","2.18"
"37","↓5","0","32","6954","ファナック","東Ｐ","6,408","-52","-0.80","0","35,292","-10,852","-23.5%","0","30.2","3.16","－"
