順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","50,000","-1,260","-2.46","0","1,170,975","-347,148","-22.9%","0","－","11.07","－"
"2","↑1","2","3","6857","アドテスト","東Ｐ","35,790","+1,340","+3.89","2","285,279","+2,619","+0.9%","2","39.1","24.78","－"
"3","↓1","0","2","5803","フジクラ","東Ｐ","5,305","+13","+0.25","0","279,562","-83,286","-23.0%","0","26.9","14.43","0.72"
"4","→","0","4","6976","太陽誘電","東Ｐ","9,036","-234","-2.52","0","244,080","+42,124","+20.9%","1","41.3","3.25","1.00"
"5","↑2","1","7","9984","ＳＢＧ","東Ｐ","5,168","+81","+1.59","0","155,530","+22,289","+16.7%","1","－","1.60","0.21"
"6","→","0","6","1570","日経レバ","東Ｅ","69,490","+670","+0.97","0","144,878","+5,278","+3.8%","2","－","－","－"
"7","↑2","1","9","6981","村田製","東Ｐ","7,188","+58","+0.81","0","130,004","+6,105","+4.9%","3","38.7","4.74","0.97"
"8","↑2","1","10","8035","東エレク","東Ｐ","55,360","-50","-0.09","0","121,344","+7,890","+7.0%","1","－","11.82","－"
"9","↓1","0","8","4062","イビデン","東Ｐ","20,035","+55","+0.28","0","117,649","-13,021","-10.0%","0","67.4","9.88","0.17"
"10","↓5","0","5","5801","古河電","東Ｐ","3,888","-112","-2.80","0","95,884","-59,136","-38.1%","0","26.1","6.26","0.57"
"11","→","0","11","6146","ディスコ","東Ｐ","60,700","0","0.00%","1","88,745","-22,412","-20.2%","0","－","11.34","－"
"12","↑1","1","13","8306","三菱ＵＦＪ","東Ｐ","3,571.0","+42.0","+1.19","2","78,447","+18,722","+31.3%","1","14.9","1.77","2.69"
"13","↑1","3","14","7974","任天堂","東Ｐ","8,883","+19","+0.21","0","67,222","+12,669","+23.2%","1","33.0","3.51","1.82"
"14","↓2","0","12","6920","レーザーテク","東Ｐ","34,650","-300","-0.86","0","66,350","-4,306","-6.1%","0","34.5","12.58","1.01"
"15","↑38","2","53","278A","テラドローン","東Ｇ","17,050","+3,000","+21.35","2","65,161","+48,166","+283.4%","2","－","39.58","－"
"16","↑6","1","22","8316","三井住友ＦＧ","東Ｐ","6,706","+73","+1.10","2","55,866","+18,427","+49.2%","1","14.9","1.58","2.68"
"17","↑22","4","39","8766","東京海上","東Ｐ","7,625","+217","+2.93","2","51,945","+27,478","+112.3%","2","17.3","1.76","3.21"
"18","↑2","3","20","6098","リクルート","東Ｐ","17,040","+435","+2.62","1","48,206","+10,369","+27.4%","3","31.3","13.31","0.15"
"19","↑6","1","25","5713","住友鉱","東Ｐ","11,555","+305","+2.71","1","46,502","+10,046","+27.6%","1","14.4","1.46","1.79"
"20","↓5","0","15","5016","ＪＸ金属","東Ｐ","3,838","+18","+0.47","1","43,668","-7,405","-14.5%","0","24.3","5.34","0.52"
"21","↓5","0","16","7203","トヨタ","東Ｐ","3,073.0","-9.0","-0.29","1","43,631","-3,718","-7.9%","0","11.2","0.98","3.25"
"22","↓5","0","17","6525","コクサイエレ","東Ｐ","8,454","-35","-0.41","0","39,703","-2,098","-5.0%","0","35.5","8.77","0.77"
"23","↓5","0","18","8411","みずほＦＧ","東Ｐ","8,284","+76","+0.93","0","39,143","-553","-1.4%","0","14.4","1.75","1.81"
"24","↑9","1","33","7011","三菱重","東Ｐ","3,925","-21","-0.53","0","38,250","+9,438","+32.8%","1","34.7","4.16","0.74"
"25","↓1","0","24","3436","ＳＵＭＣＯ","東Ｐ","3,401.0","-142.0","-4.01","0","34,717","-1,989","-5.4%","0","－","2.09","－"
"26","↑11","1","37","6501","日立","東Ｐ","5,317","+17","+0.32","0","33,684","+6,925","+25.9%","1","26.4","3.61","－"
"27","↓1","0","26","5802","住友電","東Ｐ","2,215.0","+15.5","+0.70","0","30,475","-3,258","-9.7%","0","20.3","2.44","1.76"
"28","↑22","1","50","7013","ＩＨＩ","東Ｐ","2,636.0","-60.0","-2.23","0","30,432","+11,717","+62.6%","1","16.2","4.01","0.87"
"29","↑3","1","32","6758","ソニーＧ","東Ｐ","3,886","+54","+1.41","1","30,391","+1,238","+4.2%","1","18.8","2.72","0.90"
"30","↓7","0","23","5706","三井金属","東Ｐ","29,040","+710","+2.51","1","29,960","-7,351","-19.7%","0","20.8","3.94","0.96"
"31","↑10","1","41","9501","東電ＨＤ","東Ｐ","538.3","+20.5","+3.96","1","29,774","+6,642","+28.7%","2","－","0.36","－"
"32","↓4","0","28","9983","ファストリ","東Ｐ","72,100","-430","-0.59","0","29,583","-3,187","-9.7%","0","44.2","8.11","0.89"
"33","↑52","1","85","5711","三菱マ","東Ｐ","5,953","+325","+5.77","1","29,450","+19,217","+187.8%","1","5.6","1.00","1.95"
"34","↑8","1","42","4004","レゾナック","東Ｐ","16,035","-145","-0.90","0","28,362","+5,446","+23.8%","1","27.0","3.86","0.41"
"35","↑33","1","68","7936","アシックス","東Ｐ","4,534","-161","-3.43","0","27,054","+14,141","+109.5%","1","26.8","8.96","0.97"
"36","↓15","0","21","593A","ティアフォー","東Ｇ","1,324","-67","-4.82","0","26,900","-10,809","-28.7%","0","－","8.59","－"
