順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","56,780","-630","-1.10","1","1,725,399","-313,038","-15.4%","0","－","12.57","－"
"2","→","0","2","9984","ＳＢＧ","東Ｐ","6,783","+227","+3.46","0","662,129","-38,058","-5.4%","0","－","2.10","0.16"
"3","→","0","3","6857","アドテスト","東Ｐ","32,820","-980","-2.90","0","297,420","-17,188","-5.5%","0","35.9","22.73","－"
"4","→","0","4","6976","太陽誘電","東Ｐ","9,044","-2","-0.02","1","268,294","+35,502","+15.3%","1","41.3","3.25","1.00"
"5","↑2","2","7","5803","フジクラ","東Ｐ","5,505","+422","+8.30","1","263,413","+88,900","+50.9%","2","28.0","14.98","0.69"
"6","→","0","6","4062","イビデン","東Ｐ","21,500","+690","+3.32","1","237,946","+62,166","+35.4%","1","72.3","10.60","0.16"
"7","↑7","1","14","6920","レーザーテク","東Ｐ","35,340","+430","+1.23","1","219,772","+128,825","+141.6%","1","35.2","12.83","0.99"
"8","↑2","2","10","8035","東エレク","東Ｐ","53,670","-330","-0.61","1","151,489","+42,107","+38.5%","1","－","11.46","－"
"9","↑9","1","18","5801","古河電","東Ｐ","4,131.0","+465.0","+12.68","1","145,984","+87,727","+150.6%","1","27.7","6.65","0.53"
"10","↓1","0","9","6981","村田製","東Ｐ","7,143","+120","+1.71","1","126,393","-4,899","-3.7%","0","38.3","4.69","0.98"
"11","↓3","0","8","1570","日経レバ","東Ｅ","67,020","-340","-0.50","1","123,912","-21,103","-14.6%","0","－","－","－"
"12","→","0","12","8306","三菱ＵＦＪ","東Ｐ","3,603.0","-53.0","-1.45","0","96,725","-6,821","-6.6%","0","15.0","1.79","2.66"
"13","↑2","1","15","6525","コクサイエレ","東Ｐ","8,736","-46","-0.52","1","95,061","+4,369","+4.8%","3","36.7","9.06","0.74"
"14","↓3","0","11","5016","ＪＸ金属","東Ｐ","3,904","+178","+4.78","1","79,780","-24,079","-23.2%","0","24.7","5.43","0.51"
"15","↑2","3","17","6146","ディスコ","東Ｐ","53,550","-340","-0.63","1","73,723","+1,808","+2.5%","2","－","10.00","－"
"16","↑4","1","20","7974","任天堂","東Ｐ","8,391","-359","-4.10","0","71,068","+17,106","+31.7%","3","31.2","3.32","1.93"
"17","↑8","1","25","9983","ファストリ","東Ｐ","67,200","-1,530","-2.23","0","61,450","+25,048","+68.8%","1","41.2","7.56","0.95"
"18","↑9","1","27","6098","リクルート","東Ｐ","15,305","-385","-2.45","1","57,009","+24,002","+72.7%","1","28.1","11.95","0.17"
"19","↑4","2","23","6203","豊和工","東Ｓ","2,171","+23","+1.07","0","56,913","+17,508","+44.4%","2","24.2","1.17","0.92"
"20","↓4","0","16","7203","トヨタ","東Ｐ","2,981.0","+12.5","+0.42","1","52,615","-22,547","-30.0%","0","10.8","0.94","3.35"
"21","→","0","21","8411","みずほＦＧ","東Ｐ","8,493","-106","-1.23","0","52,126","+1,289","+2.5%","1","14.7","1.79","1.77"
"22","↓3","0","19","8316","三井住友ＦＧ","東Ｐ","6,825","-103","-1.49","0","51,356","-5,892","-10.3%","0","15.2","1.61","2.64"
"23","↑1","2","24","7011","三菱重","東Ｐ","3,823","+115","+3.10","1","45,927","+7,703","+20.2%","2","33.8","4.05","0.76"
"24","↑18","1","42","7013","ＩＨＩ","東Ｐ","2,810.0","+168.0","+6.36","1","43,194","+20,212","+87.9%","1","17.3","4.28","0.82"
"25","↑104","2","129","485A","ＰｏｗｅｒＸ","東Ｇ","2,128","+303","+16.60","1","42,992","+35,247","+455.1%","2","197","38.25","－"
"26","↑49","1","75","7936","アシックス","東Ｐ","4,108","+59","+1.46","2","42,960","+30,367","+241.1%","1","24.3","8.12","1.07"
"27","↑9","1","36","5706","三井金属","東Ｐ","26,285","+1,380","+5.54","1","42,210","+14,555","+52.6%","1","18.8","3.56","1.07"
"28","↑3","3","31","5802","住友電","東Ｐ","2,196.0","+125.0","+6.04","1","41,773","+10,860","+35.1%","3","20.1","2.42","1.78"
"29","↓24","0","5","593A","ティアフォー","東Ｇ","2,264","-90","-3.82","3","39,156","-136,803","-77.7%","0","－","14.68","－"
"30","↓8","0","22","6758","ソニーＧ","東Ｐ","3,642.0","-12.0","-0.33","1","37,802","-7,569","-16.7%","0","17.6","2.54","0.96"
"31","↑6","2","37","6330","東洋エンジ","東Ｐ","2,899","+185","+6.82","1","35,124","+8,407","+31.5%","2","28.3","4.37","0.86"
"32","↑2","1","34","8001","伊藤忠","東Ｐ","2,311.5","+34.5","+1.52","1","34,999","+7,075","+25.3%","1","17.0","2.39","1.90"
"33","↓7","0","26","4063","信越化","東Ｐ","5,719","+17","+0.30","1","33,299","-456","-1.4%","0","19.8","2.28","2.03"
"34","↑5","2","39","8766","東京海上","東Ｐ","7,737","-134","-1.70","0","29,877","+3,853","+14.8%","2","17.6","1.78","3.17"
"35","↑13","2","48","5713","住友鉱","東Ｐ","10,385","+618","+6.33","2","29,689","+9,157","+44.6%","1","12.9","1.31","1.99"
"36","↓7","0","29","3436","ＳＵＭＣＯ","東Ｐ","3,137.0","+54.0","+1.75","1","28,782","-2,450","-7.8%","0","－","1.93","－"
"37","↑1","1","38","9432","ＮＴＴ","東Ｐ","171.7","-0.3","-0.17","0","26,981","+638","+2.4%","1","14.2","1.41","3.15"
"38","↓3","0","35","6501","日立","東Ｐ","5,196","+9","+0.17","1","26,472","-1,349","-4.8%","0","25.7","3.52","－"
