順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","52,110","-10,000","-16.10","0","2,210,643","-513,351","-18.8%","0","－","20.38","－"
"2","↑3","1","5","8035","東エレク","東Ｐ","65,100","-5,790","-8.17","0","412,117","+126,648","+44.4%","3","－","14.46","－"
"3","↑6","1","9","1570","日経レバ","東Ｅ","66,090","-5,770","-8.03","0","382,309","+195,370","+104.5%","1","－","－","－"
"4","→","0","4","9984","ＳＢＧ","東Ｐ","5,424","-537","-9.01","0","379,704","+74,015","+24.2%","1","－","1.75","0.20"
"5","↑1","1","6","6857","アドテスト","東Ｐ","27,505","-2,135","-7.20","0","363,114","+121,657","+50.4%","1","42.8","25.02","－"
"6","↑1","1","7","6981","村田製","東Ｐ","7,632","-768","-9.14","0","333,031","+93,552","+39.1%","1","47.4","5.11","0.92"
"7","↓4","0","3","6976","太陽誘電","東Ｐ","11,035","-1,490","-11.90","0","321,384","-10,068","-3.0%","0","76.7","4.01","0.82"
"8","↓6","0","2","6920","レーザーテク","東Ｐ","41,890","-4,480","-9.66","0","211,064","-137,984","-39.5%","0","52.1","16.65","0.79"
"9","↑1","1","10","5803","フジクラ","東Ｐ","4,472","-289","-6.07","0","209,605","+45,201","+27.5%","1","32.3","13.21","0.85"
"10","↓2","0","8","8306","三菱ＵＦＪ","東Ｐ","3,473.0","-156.0","-4.30","0","206,718","+18,040","+9.6%","1","14.5","1.76","2.76"
"11","→","0","11","4062","イビデン","東Ｐ","15,685","-1,720","-9.88","0","188,708","+24,391","+14.8%","1","75.5","7.96","0.22"
"12","↑3","1","15","9983","ファストリ","東Ｐ","78,840","0","0.00%","2","135,781","+45,956","+51.2%","1","48.4","8.87","0.81"
"13","→","0","13","8316","三井住友ＦＧ","東Ｐ","6,721","-309","-4.40","0","119,930","+18,971","+18.8%","2","15.0","1.62","2.68"
"14","→","0","14","8411","みずほＦＧ","東Ｐ","7,930","-510","-6.04","0","115,911","+22,618","+24.2%","4","14.8","1.71","1.89"
"15","↑1","2","16","6146","ディスコ","東Ｐ","64,780","-5,810","-8.23","0","113,625","+30,473","+36.6%","2","－","11.98","－"
"16","↑9","1","25","7203","トヨタ","東Ｐ","2,899.5","-9.5","-0.33","0","103,329","+42,695","+70.4%","3","11.4","0.86","3.45"
