順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"21","↑19","3","40","593A","ティアフォー","東Ｇ","1,401","+256","+22.36","2","37,709","+15,656","+71.0%","3","－","9.09","－"
"22","→","0","22","8316","三井住友ＦＧ","東Ｐ","6,631","+38","+0.58","1","37,439","-724","-1.9%","0","14.8","1.56","2.71"
"23","↓3","0","20","5706","三井金属","東Ｐ","28,320","-145","-0.51","0","37,311","-5,706","-13.3%","0","20.3","3.84","0.99"
"24","→","0","24","3436","ＳＵＭＣＯ","東Ｐ","3,532.0","+82.0","+2.38","4","36,706","+1,877","+5.4%","2","－","2.17","－"
"25","↓11","0","14","5713","住友鉱","東Ｐ","11,225","-250","-2.18","0","36,456","-23,931","-39.6%","0","14.0","1.41","1.84"
"26","↑10","1","36","5802","住友電","東Ｐ","2,199.5","+48.0","+2.23","2","33,733","+10,813","+47.2%","1","20.2","2.42","1.77"
"27","↑32","2","59","3103","ユニチカ","東Ｓ","1,542","+185","+13.63","2","33,729","+17,949","+113.7%","1","18.8","2.65","－"
"28","↓9","0","19","9983","ファストリ","東Ｐ","72,710","-130","-0.18","2","32,770","-11,456","-25.9%","0","44.6","8.18","0.88"
"29","↑8","1","37","9107","川崎汽","東Ｐ","3,414.0","-51.0","-1.47","0","30,962","+8,302","+36.6%","1","15.1","1.18","3.51"
"30","↑4","1","34","9104","商船三井","東Ｐ","7,226","-49","-0.67","0","30,904","+6,672","+27.5%","1","10.3","0.83","2.84"
"31","↑15","2","46","6723","ルネサス","東Ｐ","3,393.0","-35.0","-1.02","0","29,458","+10,545","+55.8%","1","－","2.18","－"
"32","↓5","0","27","6758","ソニーＧ","東Ｐ","3,841","-9","-0.23","0","29,153","-2,413","-7.6%","0","18.6","2.69","0.91"
"33","↓8","0","25","7011","三菱重","東Ｐ","3,953","-2","-0.05","0","28,812","-5,478","-16.0%","0","35.0","4.19","0.73"
"34","↑5","2","39","4063","信越化","東Ｐ","6,017","-34","-0.56","0","27,676","+5,155","+22.9%","2","20.8","2.40","1.93"
"35","↑18","1","53","6752","パナＨＤ","東Ｐ","4,323","-25","-0.57","0","27,454","+10,542","+62.3%","1","22.4","1.87","1.25"
"36","↓8","0","28","9432","ＮＴＴ","東Ｐ","168.7","+2.2","+1.32","1","27,100","-1,743","-6.0%","0","14.0","1.39","3.20"
"37","↓14","0","23","6501","日立","東Ｐ","5,287","+21","+0.40","0","26,759","-9,223","-25.6%","0","26.2","3.59","－"
"38","↑9","1","47","3350","メタプラ","東Ｓ","331","+26","+8.52","1","25,754","+7,043","+37.6%","1","－","1.25","－"
"39","↑9","3","48","8766","東京海上","東Ｐ","7,417","+156","+2.15","1","24,467","+6,353","+35.1%","1","16.9","1.71","3.30"
"40","↓11","0","29","7735","スクリン","東Ｐ","13,330","+180","+1.37","0","23,203","-3,848","-14.2%","0","21.9","5.07","1.37"
"41","→","0","41","9501","東電ＨＤ","東Ｐ","519.1","-16.9","-3.15","0","23,132","+1,534","+7.1%","1","－","0.35","－"
"42","↓7","0","35","4004","レゾナック","東Ｐ","16,215","+440","+2.79","1","22,916","-688","-2.9%","0","27.3","3.90","0.40"
"43","→","0","43","7267","ホンダ","東Ｐ","1,691.5","-55.5","-3.18","0","22,053","+2,802","+14.6%","1","16.5","0.53","4.14"
"44","↑16","2","60","3110","日東紡","東Ｐ","2,962","+44","+1.51","1","21,849","+6,138","+39.1%","2","27.0","3.04","0.95"
"45","↑4","1","49","6954","ファナック","東Ｐ","6,042","-10","-0.17","0","21,512","+3,527","+19.6%","1","28.5","2.98","－"
"46","↑31","1","77","1357","日経Ｄインバ","東Ｅ","2,769","-28","-1.00","0","21,247","+9,478","+80.5%","1","－","－","－"
"47","↓15","0","32","6861","キーエンス","東Ｐ","81,800","+900","+1.11","0","20,206","-5,428","-21.2%","0","－","5.59","0.67"
"48","↑14","1","62","6701","ＮＥＣ","東Ｐ","4,664","-43","-0.91","0","20,140","+5,414","+36.8%","1","－","2.77","0.86"
"49","↓7","0","42","8001","伊藤忠","東Ｐ","2,127.5","+10.0","+0.47","0","19,889","-927","-4.5%","0","15.7","2.20","2.07"
"50","↓6","0","44","7013","ＩＨＩ","東Ｐ","2,698.5","+35.0","+1.31","2","18,715","-481","-2.5%","0","16.6","4.11","0.85"
"51","↓18","0","33","7012","川重","東Ｐ","2,609.0","+19.0","+0.73","2","17,830","-7,027","-28.3%","0","19.8","2.57","1.53"
"52","→","0","52","8058","三菱商","東Ｐ","4,766","-27","-0.56","0","17,567","+620","+3.7%","1","15.9","1.81","2.62"
"53","↑18","1","71","278A","テラドローン","東Ｇ","14,060","+840","+6.35","1","16,995","+4,225","+33.1%","1","－","32.64","－"
"54","↑21","2","75","6613","ＱＤレーザ","東Ｇ","2,448","+118","+5.06","0","16,698","+4,521","+37.1%","2","233","21.01","－"
"55","↓10","0","45","5401","日本製鉄","東Ｐ","674.2","+8.1","+1.22","3","16,564","-2,491","-13.1%","0","12.1","0.63","3.56"
"56","↑23","1","79","6762","ＴＤＫ","東Ｐ","3,036.0","-6.0","-0.20","0","16,326","+4,780","+41.4%","1","25.6","2.51","1.32"
"57","↓6","0","51","8136","サンリオ","東Ｐ","1,213.5","+4.0","+0.33","0","16,067","-1,120","-6.5%","0","23.1","9.02","1.32"
"58","↓3","0","55","8031","三井物","東Ｐ","4,946","-8","-0.16","0","15,538","-675","-4.2%","0","15.2","1.56","2.83"
"59","↑5","1","64","6503","三菱電","東Ｐ","5,595","+27","+0.48","2","15,415","+1,080","+7.5%","1","23.1","2.51","1.07"
"60","↑24","1","84","9434","ＳＢ","東Ｐ","239.4","+4.4","+1.87","4","15,304","+4,438","+40.8%","1","20.8","4.35","3.68"
"61","↓3","0","58","2914","ＪＴ","東Ｐ","6,957","+67","+0.97","1","14,691","-1,191","-7.5%","0","19.2","2.81","3.91"
"62","↓8","0","54","6273","ＳＭＣ","東Ｐ","72,150","+350","+0.49","0","14,497","-1,893","-11.5%","0","26.6","2.10","1.39"
"63","↑31","2","94","6330","東洋エンジ","東Ｐ","2,628","+132","+5.29","0","13,922","+3,903","+39.0%","2","25.7","3.96","0.95"
"64","↑45","1","109","1360","日経ベア２","東Ｅ","67.9","-0.9","-1.31","0","13,702","+5,655","+70.3%","1","－","－","－"
"65","↑28","1","93","6367","ダイキン","東Ｐ","20,840","-15","-0.07","0","12,983","+2,700","+26.3%","1","20.9","1.94","1.73"
"66","↑16","1","82","4502","武田","東Ｐ","5,786","-11","-0.19","0","12,940","+1,830","+16.5%","1","55.7","1.22","3.53"
"67","↑3","3","70","8267","イオン","東Ｐ","1,393.0","+25.0","+1.83","1","12,916","+98","+0.8%","3","52.8","3.19","1.08"
"68","↓18","0","50","7936","アシックス","東Ｐ","4,680","-86","-1.80","0","12,913","-4,435","-25.6%","0","27.6","9.25","0.94"
"69","↑11","1","80","8308","りそなＨＤ","東Ｐ","2,406.5","+35.5","+1.50","1","12,883","+1,378","+12.0%","1","16.3","1.79","1.54"
"70","↓4","0","66","1321","野村日経平均","東Ｅ","68,170","+350","+0.52","1","12,684","-769","-5.7%","0","－","－","－"
"71","↓41","0","30","6305","日立建機","東Ｐ","5,936","-69","-1.15","0","12,314","-14,500","-54.1%","0","15.0","1.37","3.20"
"72","↑31","1","103","6702","富士通","東Ｐ","3,740.0","+40.0","+1.08","0","12,224","+3,444","+39.2%","1","20.9","3.18","1.47"
"73","↓17","0","56","9433","ＫＤＤＩ","東Ｐ","2,909.0","+32.0","+1.11","1","12,200","-3,845","-24.0%","0","15.1","2.16","2.89"
"74","↓9","0","65","1540","純金信託","東Ｅ","22,260","-15","-0.07","0","11,960","-2,280","-16.0%","0","－","－","－"
"75","↓2","0","73","6871","日本マイクロ","東Ｐ","13,840","+270","+1.99","1","11,696","-553","-4.5%","0","23.3","5.88","1.29"
"76","↑13","4","89","8729","ソニーＦＧ","東Ｐ","162.0","+1.1","+0.68","1","11,694","+1,272","+12.2%","8","47.2","1.24","4.94"
"77","↓1","0","76","6506","安川電","東Ｐ","4,964","+14","+0.28","1","11,664","-359","-3.0%","0","27.4","2.65","1.45"
"78","↓4","0","74","8725","ＭＳ＆ＡＤ","東Ｐ","5,057","+130","+2.64","1","11,483","-746","-6.1%","0","17.1","1.09","3.36"
"79","↑6","1","85","3382","セブン＆アイ","東Ｐ","2,037.0","-8.0","-0.39","0","11,058","+245","+2.3%","1","16.6","1.25","2.95"
"80","↓2","0","78","1605","ＩＮＰＥＸ","東Ｐ","3,886","-3","-0.08","1","10,673","-1,058","-9.0%","0","8.9","0.89","2.88"
"81","↑100","1","181","485A","ＰｏｗｅｒＸ","東Ｇ","1,948","+170","+9.56","2","10,593","+6,139","+137.8%","1","180","35.01","－"
"82","↓21","0","61","6301","コマツ","東Ｐ","7,401","-13","-0.18","0","10,483","-4,552","-30.3%","0","18.8","1.87","2.57"
"83","↑4","2","87","7532","パンパシＨＤ","東Ｐ","812.4","+1.7","+0.21","1","10,290","-328","-3.1%","0","22.2","3.48","1.23"
"84","↑96","1","180","9020","ＪＲ東日本","東Ｐ","3,627.0","+90.0","+2.54","1","10,269","+5,736","+126.5%","1","16.1","1.34","2.32"
"85","↓47","0","38","5711","三菱マ","東Ｐ","5,604","-168","-2.91","0","10,233","-12,330","-54.6%","0","5.2","0.95","2.07"
"86","↓29","0","57","4901","富士フイルム","東Ｐ","3,263.0","-18.0","-0.55","0","9,892","-6,049","-37.9%","0","13.9","1.00","2.30"
"87","↑32","2","119","7832","バンナムＨＤ","東Ｐ","5,582","+40","+0.72","0","9,603","+2,096","+27.9%","1","27.5","4.04","－"
"88","↑61","1","149","8604","野村","東Ｐ","1,572.5","+33.5","+2.18","1","9,591","+3,760","+64.5%","1","－","1.20","－"
"89","↓26","0","63","8591","オリックス","東Ｐ","6,294","+85","+1.37","0","9,487","-4,930","-34.2%","0","12.9","1.46","2.98"
"90","↓22","0","68","6526","ソシオネクス","東Ｐ","1,962.0","+36.5","+1.90","1","9,415","-3,665","-28.0%","0","34.4","2.68","2.55"
"91","↑10","1","101","4568","第一三共","東Ｐ","2,826.0","-32.0","-1.12","0","9,222","+211","+2.3%","1","20.5","3.02","3.54"
"92","↑40","1","132","1579","日経ブル２","東Ｅ","743.3","+7.4","+1.01","1","9,128","+2,311","+33.9%","1","－","－","－"
"93","↑84","3","177","6227","ＡＩメカ","東Ｓ","6,790","+550","+8.81","2","9,010","+4,313","+91.8%","3","25.7","8.82","0.32"
"94","↑6","2","100","8015","豊田通商","東Ｐ","7,435","+72","+0.98","0","8,858","-256","-2.8%","0","16.2","2.69","1.68"
"95","↑16","1","111","5411","ＪＦＥ","東Ｐ","1,832.0","-18.0","-0.97","0","8,787","+827","+10.4%","1","7.8","0.44","4.37"
"96","NEW","0","","9706","日本空港ビル","東Ｐ","5,881","+154","+2.69","0","8,670","","","0","22.6","2.55","1.62"
"97","↓30","0","67","6963","ローム","東Ｐ","4,721","+52","+1.11","1","8,614","-4,744","-35.5%","0","62.8","2.35","1.06"
"98","↓17","0","81","8002","丸紅","東Ｐ","4,960","-22","-0.44","0","8,605","-2,775","-24.4%","0","13.9","1.81","2.32"
"99","↑29","1","128","2802","味の素","東Ｐ","5,476","+106","+1.97","1","8,529","+1,566","+22.5%","1","42.3","6.74","0.91"
"100","↑5","2","105","6479","ミネベア","東Ｐ","3,343.0","-1.0","-0.03","2","8,448","+184","+2.2%","2","15.4","1.45","1.79"
"101","↑24","2","125","7201","日産自","東Ｐ","324.8","-9.2","-2.75","0","8,391","+1,205","+16.8%","2","56.8","0.23","－"
"102","↓30","0","72","6361","荏原","東Ｐ","4,931","-29","-0.58","0","8,119","-4,350","-34.9%","0","22.6","4.22","1.34"
"103","↑14","1","117","8630","ＳＯＭＰＯ","東Ｐ","6,827","+119","+1.77","1","8,047","+401","+5.2%","1","12.4","1.14","2.93"
"104","↓13","0","91","6890","フェローテク","東Ｓ","8,820","+140","+1.61","2","7,978","-2,358","-22.8%","0","－","1.47","3.02"
"105","↑54","1","159","3563","Ｆ＆ＬＣ","東Ｐ","5,705","+129","+2.31","4","7,972","+2,622","+49.0%","1","41.2","10.41","0.35"
"106","↓4","0","102","4689","ラインヤフー","東Ｐ","541.4","+7.7","+1.44","0","7,779","-1,156","-12.9%","0","－","1.24","2.03"
"107","↑1","2","108","8750","第一ライフ","東Ｐ","1,795.0","+18.0","+1.01","1","7,776","-451","-5.5%","0","12.6","1.41","4.01"
"108","↓25","0","83","7751","キヤノン","東Ｐ","4,619","-2","-0.04","0","7,725","-3,289","-29.9%","0","11.4","1.11","3.46"
"109","↓3","0","106","8802","菱地所","東Ｐ","3,714","-2","-0.05","0","7,713","-542","-6.6%","0","19.0","1.64","1.32"
"110","↓13","0","97","581A","ＧＯ","東Ｇ","3,880","+10","+0.26","0","7,708","-2,183","-22.1%","0","28.3","12.72","－"
"111","↑37","1","148","6787","メイコー","東Ｐ","17,990","+930","+5.45","2","7,683","+1,835","+31.4%","1","17.3","3.58","0.89"
"112","↓43","0","69","8053","住友商","東Ｐ","1,770.0","-1.0","-0.06","0","7,614","-5,327","-41.2%","0","13.3","1.77","2.26"
"113","↑8","1","121","8473","ＳＢＩ","東Ｐ","3,230.0","+39.0","+1.22","1","7,614","+243","+3.3%","1","－","1.12","－"
"114","↑364","1","478","8252","丸井Ｇ","東Ｐ","3,028.0","+36.0","+1.20","1","7,580","+6,350","+516.3%","1","18.4","2.29","4.43"
"115","↑54","1","169","5020","ＥＮＥＯＳ","東Ｐ","1,337.0","-3.5","-0.26","0","7,553","+2,714","+56.1%","1","8.6","0.95","2.54"
"116","↓18","0","98","4452","花王","東Ｐ","3,611.0","+44.0","+1.23","2","7,552","-1,742","-18.7%","0","24.2","2.92","2.16"
"117","↑5","1","122","1458","楽天Ｗブル","東Ｅ","82,100","+880","+1.08","1","7,487","+214","+2.9%","1","－","－","－"
"118","→","0","118","6971","京セラ","東Ｐ","3,596.0","+21.0","+0.59","1","7,426","-101","-1.3%","0","28.9","1.39","1.56"
"119","↓29","0","90","4755","楽天グループ","東Ｐ","770.5","-0.3","-0.04","1","7,401","-2,939","-28.4%","0","－","1.84","－"
"120","↑4","1","124","200A","野村日半導","東Ｅ","4,351","+26","+0.60","1","7,397","+154","+2.1%","1","－","－","－"
"121","↑21","1","142","7182","ゆうちょ銀","東Ｐ","3,176.0","+25.0","+0.79","1","7,263","+870","+13.6%","1","17.1","1.22","2.93"
"122","↑32","1","154","7453","良品計画","東Ｐ","4,294","+53","+1.25","2","7,230","+1,670","+30.0%","1","34.0","5.75","0.75"
"123","↓13","0","110","7741","ＨＯＹＡ","東Ｐ","24,955","+60","+0.24","0","7,228","-812","-10.1%","0","－","8.22","－"
"124","↓12","0","112","6315","ＴＯＷＡ","東Ｐ","2,345","+20","+0.86","0","7,208","-705","-8.9%","0","25.1","2.33","1.02"
"125","↓26","0","99","3905","データセク","東Ｇ","1,616","-46","-2.77","1","7,150","-2,008","-21.9%","0","6.4","2.22","－"
"126","↓31","0","95","7272","ヤマハ発","東Ｐ","1,961.5","-11.5","-0.58","0","7,083","-2,910","-29.1%","0","11.2","1.52","2.55"
"127","↑64","1","191","2413","エムスリー","東Ｐ","1,747.0","+27.5","+1.60","2","6,846","+2,620","+62.0%","1","22.0","2.87","－"
"128","↑16","1","144","6902","デンソー","東Ｐ","1,926.0","-14.5","-0.75","0","6,840","+606","+9.7%","1","12.6","0.94","3.84"
"129","↑26","1","155","7269","スズキ","東Ｐ","2,126.0","-0.5","-0.02","0","6,820","+1,291","+23.3%","1","9.8","1.16","2.40"
"130","↑101","1","231","6645","オムロン","東Ｐ","6,476","+169","+2.68","2","6,803","+3,396","+99.7%","1","31.4","1.53","1.70"
"131","↓2","0","129","4203","住友ベ","東Ｐ","7,395","+182","+2.52","2","6,788","-154","-2.2%","0","22.8","1.81","1.62"
"132","↓36","0","96","8801","三井不","東Ｐ","1,513.5","+0.5","+0.03","0","6,734","-3,181","-32.1%","0","14.3","1.26","2.44"
"133","↑37","1","170","6383","ダイフク","東Ｐ","5,832","-37","-0.63","0","6,649","+1,817","+37.6%","1","25.1","4.33","1.54"
"134","↑12","1","146","9503","関西電","東Ｐ","2,594.0","+12.0","+0.46","1","6,627","+738","+12.5%","1","9.3","0.81","3.08"
"135","↓49","0","86","4385","メルカリ","東Ｐ","4,454","-20","-0.45","1","6,621","-4,087","-38.2%","0","－","5.37","－"
"136","↓16","0","120","4392","ＦＩＧ","東Ｐ","1,020","+25","+2.51","2","6,611","-886","-11.8%","0","52.7","3.17","0.98"
"137","↓4","0","133","3659","ネクソン","東Ｐ","3,111.0","+6.0","+0.19","0","6,609","-199","-2.9%","0","－","2.25","15.27"
"138","↑5","1","143","4519","中外薬","東Ｐ","6,955","-32","-0.46","2","6,586","+343","+5.5%","1","－","5.64","1.90"
"139","↑2","3","141","1801","大成建","東Ｐ","12,755","+35","+0.28","0","6,568","+62","+1.0%","3","13.8","2.23","2.98"
"140","↓33","0","107","4661","ＯＬＣ","東Ｐ","2,995.5","-4.5","-0.15","1","6,529","-1,717","-20.8%","0","43.2","4.35","0.53"
"141","↓25","0","116","4588","オンコリス","東Ｇ","4,015","+180","+4.69","0","6,516","-1,188","-15.4%","0","－","36.38","－"
"142","↓11","0","131","7270","ＳＵＢＡＲＵ","東Ｐ","2,614.5","-41.0","-1.54","0","6,506","-340","-5.0%","0","14.2","0.66","4.44"
"143","↑155","1","298","2269","明治ＨＤ","東Ｐ","4,393","+23","+0.53","1","6,485","+3,919","+152.7%","1","19.1","1.54","2.50"
"144","↓18","0","126","4503","アステラス","東Ｐ","2,401.5","-5.0","-0.21","0","6,471","-600","-8.5%","0","14.4","2.22","3.33"
"145","↑5","2","150","4182","菱ガス化","東Ｐ","3,823","-32","-0.83","0","6,442","+668","+11.6%","2","13.6","1.12","2.88"
"146","↓32","0","114","8309","三井住友トラ","東Ｐ","1,733.5","+31.5","+1.85","1","6,410","-1,358","-17.5%","0","12.6","1.30","2.74"
"147","↑38","2","185","5838","楽天銀","東Ｐ","6,447","+230","+3.70","1","6,330","+1,969","+45.2%","2","12.8","2.86","－"
"148","↓9","0","139","1812","鹿島","東Ｐ","4,839","+8","+0.17","0","6,166","-533","-8.0%","0","13.1","1.62","3.02"
"149","↑49","1","198","1925","大和ハウス","東Ｐ","4,725","+25","+0.53","1","6,102","+1,980","+48.0%","1","11.0","1.01","3.77"
"150","↑18","3","168","5334","特殊陶","東Ｐ","8,736","+17","+0.19","2","6,056","+1,196","+24.6%","2","16.2","2.01","2.40"
"151","↑38","2","189","6834","精工技研","東Ｓ","26,800","+2,050","+8.28","1","6,048","+1,763","+41.1%","1","26.0","6.73","0.56"
"152","↑53","2","205","5101","浜ゴム","東Ｐ","7,465","-262","-3.39","0","5,956","+2,010","+50.9%","1","10.1","1.05","2.99"
"153","↑34","1","187","2502","アサヒ","東Ｐ","1,692.5","+20.5","+1.23","1","5,879","+1,556","+36.0%","1","12.8","0.78","3.37"
"154","↑66","1","220","9502","中部電","東Ｐ","2,899.0","+2.0","+0.07","1","5,741","+2,213","+62.7%","1","13.7","0.69","2.41"
"155","↓20","0","135","6269","三井海洋","東Ｐ","9,867","+17","+0.17","0","5,736","-999","-14.8%","0","11.6","2.52","2.03"
"156","↑34","2","190","6085","アーキテクツ","東Ｇ","184","+47","+34.31","1","5,720","+1,443","+33.7%","2","557","－","－"
"157","→","0","157","2702","マクドナルド","東Ｓ","8,190","+20","+0.24","0","5,688","+197","+3.6%","3","31.1","3.72","0.78"
"158","↑83","1","241","6728","アルバック","東Ｐ","7,584","+12","+0.16","1","5,662","+2,395","+73.3%","1","19.6","1.55","2.00"
"159","↓7","0","152","7261","マツダ","東Ｐ","1,207.0","-9.5","-0.78","0","5,628","-9","-0.2%","0","8.5","0.40","4.56"
"160","↑36","1","196","6324","ハーモニック","東Ｐ","5,790","+110","+1.94","2","5,569","+1,419","+34.2%","1","91.4","6.74","0.35"
"161","↑54","1","215","4980","デクセリ","東Ｐ","3,025.0","+121.5","+4.18","2","5,560","+1,920","+52.7%","1","18.4","4.55","2.12"
"162","↓25","0","137","7014","名村造","東Ｓ","4,535","+45","+1.00","0","5,494","-1,225","-18.2%","0","14.3","2.29","1.32"
"163","↓59","0","104","186A","アストロＨＤ","東Ｇ","1,136","+67","+6.27","1","5,454","-2,931","-35.0%","0","－","21.08","－"
"164","↑3","2","167","5333","ＮＧＫ","東Ｐ","5,390","-16","-0.30","2","5,451","+555","+11.3%","2","18.5","1.88","1.97"
"165","↓12","0","153","4543","テルモ","東Ｐ","2,608.5","+13.0","+0.50","0","5,442","-190","-3.4%","0","19.9","2.32","1.38"
"166","↑16","1","182","9022","ＪＲ東海","東Ｐ","3,958","+35","+0.89","1","5,398","+974","+22.0%","1","8.4","0.72","0.81"
"167","↑21","1","188","9766","コナミＧ","東Ｐ","22,135","-25","-0.11","0","5,381","+1,093","+25.5%","1","29.7","5.18","1.01"
"168","↓12","0","156","5108","ブリヂストン","東Ｐ","4,120","-17","-0.41","0","5,301","-225","-4.1%","0","15.0","1.35","3.03"
"169","↑3","2","172","7733","オリンパス","東Ｐ","2,166.5","+6.5","+0.30","2","5,295","+497","+10.4%","1","22.5","3.08","1.38"
"170","↑29","1","199","7186","横浜ＦＧ","東Ｐ","1,902.5","+30.5","+1.63","1","5,264","+1,165","+28.4%","1","16.4","1.45","2.47"
"171","↑145","2","316","6460","セガサミー","東Ｐ","3,008.0","+161.5","+5.67","2","5,201","+2,886","+124.7%","2","18.8","1.72","1.83"
"172","↓34","0","138","6323","ローツェ","東Ｐ","4,081","+128","+3.24","1","5,200","-1,508","-22.5%","0","25.5","5.18","0.49"
"173","↓60","0","113","4307","野村総研","東Ｐ","5,123","+38","+0.75","0","5,193","-2,712","-34.3%","0","24.1","7.68","1.64"
"174","↑18","1","192","6594","ニデック","東Ｐ","2,616","+36","+1.40","1","5,190","+978","+23.2%","1","－","1.70","－"
"175","↓2","0","173","2503","キリンＨＤ","東Ｐ","3,081.0","+28.0","+0.92","2","5,183","+399","+8.3%","1","15.3","1.80","2.47"
"176","↓11","0","165","4684","オービック","東Ｐ","4,796","+9","+0.19","0","5,180","+84","+1.6%","2","25.2","4.19","1.96"
"177","↓50","0","127","6532","ベイカレント","東Ｐ","7,803","+8","+0.10","0","5,144","-1,879","-26.8%","0","23.8","10.43","1.67"
"178","↓90","0","88","6504","富士電機","東Ｐ","13,995","-70","-0.50","0","5,076","-5,454","-51.8%","0","18.3","2.58","－"
"179","↑5","3","184","6113","アマダ","東Ｐ","2,573.5","-2.5","-0.10","1","5,071","+696","+15.9%","1","23.3","1.48","2.49"
"180","↓20","0","160","7911","ＴＯＰＰＡＮ","東Ｐ","4,922","-80","-1.60","1","5,069","-276","-5.2%","0","25.0","1.00","1.18"
"181","↓45","0","136","5985","サンコール","東Ｓ","2,403","+203","+9.23","1","5,063","-1,657","-24.7%","0","11.6","2.06","1.46"
"182","↑29","2","211","8601","大和","東Ｐ","1,816.0","+29.5","+1.65","1","5,002","+1,194","+31.4%","2","－","1.40","2.42"
"183","↓17","0","166","543A","ＡＲＣＨＩＯ","東Ｐ","271","-2","-0.73","1","4,982","+73","+1.5%","2","2.3","0.74","2.95"
"184","↑44","1","228","5805","ＳＷＣＣ","東Ｐ","14,200","+720","+5.34","1","4,868","+1,409","+40.7%","1","18.3","4.16","2.19"
"185","↓70","0","115","7003","三井Ｅ＆Ｓ","東Ｐ","4,239","+81","+1.95","2","4,797","-2,931","-37.9%","0","13.8","1.91","1.42"
"186","↓35","0","151","9843","ニトリＨＤ","東Ｐ","3,073.0","+4.0","+0.13","0","4,784","-944","-16.5%","0","19.1","1.72","1.04"
"187","↓24","0","163","9697","カプコン","東Ｐ","4,252","+31","+0.73","0","4,765","-377","-7.3%","0","30.7","6.21","1.08"
"188","↑15","2","203","268A","リガクＨＤ","東Ｐ","1,674","+3","+0.18","2","4,751","+793","+20.0%","1","30.3","4.25","1.14"
"189","↓15","0","174","4527","ロート","東Ｐ","2,981.5","+32.5","+1.10","0","4,749","-32","-0.7%","0","19.1","2.18","1.68"
"190","↑40","1","230","1928","積水ハウス","東Ｐ","3,466.0","-12.0","-0.35","0","4,719","+1,303","+38.1%","1","10.3","1.04","4.18"
"191","NEW","0","","6232","ＡＣＳＬ","東Ｇ","1,457","-137","-8.59","0","4,680","","","0","－","10.00","－"
"192","↓100","0","92","7729","東京精","東Ｐ","18,120","+525","+2.98","4","4,678","-5,625","-54.6%","0","23.9","3.87","1.68"
