順位,順位変動,順位連騰日数,前日順位,コード,銘柄名,市場,株価,前日比,前日比%,前日比%連騰日数,売買代金(百万円),売買代金前日比(百万円),売買代金変動%,売買代金連騰日数,PER,PBR,利回り
"1","→","0","1","285A","キオクシア","東Ｐ","52,400","+2,400","+4.80","1","1,859,394","+688,419","+58.8%","1","－","11.60","－"
"2","→","0","2","6857","アドテスト","東Ｐ","34,570","-1,130","-3.17","0","367,263","+81,984","+28.7%","3","37.8","23.93","－"
"3","→","0","3","5803","フジクラ","東Ｐ","5,491","+186","+3.51","1","290,718","+11,156","+4.0%","1","27.9","14.94","0.69"
"4","→","0","4","6976","太陽誘電","東Ｐ","8,870","-190","-2.10","1","276,698","+32,618","+13.4%","2","40.5","3.19","1.01"
"5","↑4","1","9","4062","イビデン","東Ｐ","20,485","+405","+2.02","1","179,706","+62,057","+52.7%","1","68.9","10.10","0.17"
"6","↑1","2","7","6981","村田製","東Ｐ","7,296","+111","+1.54","1","162,211","+32,207","+24.8%","4","39.3","4.81","0.96"
"7","↓2","0","5","9984","ＳＢＧ","東Ｐ","5,210","+47","+0.91","0","159,692","+4,162","+2.7%","2","－","1.61","0.21"
"8","↓2","0","6","1570","日経レバ","東Ｅ","69,220","-420","-0.60","0","157,280","+12,402","+8.6%","3","－","－","－"
"9","↓1","0","8","8035","東エレク","東Ｐ","55,950","+450","+0.81","1","117,816","-3,528","-2.9%","0","－","11.95","－"
"10","↑5","3","15","278A","テラドローン","東Ｇ","19,220","+2,170","+12.73","0","117,051","+51,890","+79.6%","3","－","44.62","－"
"11","↓1","0","10","5801","古河電","東Ｐ","4,083","+178","+4.56","1","107,590","+11,706","+12.2%","1","27.4","6.57","0.54"
"12","→","0","12","8306","三菱ＵＦＪ","東Ｐ","3,602.0","+23.0","+0.64","0","86,333","+7,886","+10.1%","2","15.0","1.79","2.67"
"13","↑1","1","14","6920","レーザーテク","東Ｐ","34,610","-10","-0.03","1","76,638","+10,288","+15.5%","1","34.5","12.57","1.01"
"14","↓3","0","11","6146","ディスコ","東Ｐ","59,800","-810","-1.34","0","71,609","-17,136","-19.3%","0","－","11.17","－"
"15","↑5","1","20","5016","ＪＸ金属","東Ｐ","3,790","-60","-1.56","0","63,579","+19,911","+45.6%","1","24.0","5.27","0.53"
