"野村日本株高配当70 日次指数値"
※  2000年12月29日 = 10000
,円ベース,,米ドルベース,,円ベース
年月日,配当除く,配当含む,配当除く,配当含む,配当課税考慮済、居住者,配当課税考慮済、非居住者
20080306,15497.64,17534.36,17192.17,19451.58,17242.54,17279.23
20080307,15104.69,17089.77,16941.91,19168.44,16805.35,16841.12
20080310,14791.52,16735.44,16653.23,18841.82,16456.92,16491.94
20080311,14879.65,16835.16,16729.51,18928.13,16554.98,16590.21
20080312,15040.02,17016.60,16764.63,18967.86,16733.40,16769.01
20080313,14692.34,16623.23,16850.32,19064.82,16346.57,16381.36
20080314,14461.06,16361.55,16568.53,18745.99,16089.25,16123.49
20080317,13981.21,15818.64,16497.46,18665.58,15555.37,15588.47
20080318,14112.91,15967.64,16612.77,18796.05,15701.90,15735.31
20080319,14455.86,16355.67,16768.24,18971.95,16083.47,16117.69
20080321,14719.88,16654.39,16968.29,19198.29,16377.22,16412.07
20080324,14828.34,16777.10,17039.47,19278.82,16497.89,16532.99
20080325,14996.39,16967.23,17136.60,19388.71,16684.86,16720.36
20080326,14906.03,17096.26,17099.67,19612.22,16788.99,16831.55
20080327,14866.04,17050.39,17186.78,19712.13,16743.95,16786.40
20080328,15060.29,17273.19,17303.41,19845.90,16962.74,17005.74
20080331,14661.77,16816.11,16954.03,19445.18,16513.88,16555.74
20080401,14845.42,17026.75,17037.80,19541.26,16720.73,16763.12
20080402,15351.51,17607.20,17303.20,19845.66,17290.75,17334.58
20080403,15548.56,17833.19,17399.85,19956.50,17512.68,17557.08
20080404,15495.50,17772.34,17401.49,19958.39,17452.93,17497.17
20080407,15605.23,17898.20,17455.62,20020.48,17576.52,17621.08
20080408,15425.79,17692.39,17381.81,19935.82,17374.41,17418.45
20080409,15218.03,17454.10,17097.41,19609.63,17140.41,17183.86
20080410,15015.96,17222.34,17075.75,19584.79,16912.81,16955.68
20080411,15290.18,17536.85,17256.08,19791.62,17221.67,17265.33
20080414,14949.67,17146.31,17084.07,19594.32,16838.15,16880.84
20080415,15039.13,17248.92,17119.89,19635.42,16938.91,16981.85
20080416,15201.33,17434.94,17206.50,19734.75,17121.59,17165.00
20080417,15390.93,17652.41,17374.90,19927.90,17335.15,17379.09
20080418,15544.36,17828.38,17429.10,19990.06,17507.96,17552.34
20080421,15734.70,18046.69,17497.38,20068.37,17722.34,17767.27
20080422,15608.36,17901.78,17381.28,19935.21,17580.04,17624.61
20080423,15671.68,17974.41,17478.90,20047.17,17651.36,17696.11
20080424,15585.49,17875.56,17267.96,19805.23,17554.29,17598.79
20080425,15871.35,18203.42,17415.89,19974.91,17876.25,17921.57
20080428,15976.76,18324.31,17555.03,20134.49,17994.98,18040.59
20080430,15922.18,18261.72,17582.49,20165.99,17933.50,17978.97
20080501,15739.32,18051.99,17368.05,19920.04,17727.55,17772.49
20080502,16048.57,18406.68,17606.99,20194.09,18075.86,18121.68
20080507,16300.87,18696.05,17830.17,20450.05,18360.03,18406.58
20080508,16089.16,18453.23,17808.82,20425.57,18121.58,18167.52
20080509,15743.68,18056.99,17546.43,20124.62,17732.46,17777.41
20080512,15715.81,18025.03,17403.11,19960.25,17701.07,17745.94
20080513,15868.37,18200.00,17596.64,20182.21,17872.90,17918.21
20080514,16108.26,18475.14,17601.06,20187.29,18143.10,18189.09
20080515,16340.02,18740.95,17912.21,20544.16,18404.13,18450.79
20080516,16454.51,18872.26,18136.34,20801.22,18533.08,18580.06
20080519,16479.08,18900.44,18225.49,20903.46,18560.75,18607.81
20080520,16457.85,18876.09,18216.04,20892.62,18536.84,18583.83
20080521,16193.85,18573.30,18008.84,20654.98,18239.49,18285.73
20080522,16332.01,18731.77,18178.32,20849.37,18395.11,18441.74
20080523,16268.63,18659.07,17993.60,20637.51,18323.72,18370.17
20080526,15909.65,18247.35,17686.80,20285.62,17919.40,17964.82
20080527,16115.77,18483.75,17827.97,20447.53,18151.55,18197.56
20080528,15834.37,18161.01,17500.67,20072.14,17834.61,17879.82
20080529,16148.92,18521.78,17672.38,20269.08,18188.89,18235.00
20080530,16509.83,18935.10,17988.52,20631.01,18594.85,18641.97
20080602,16533.14,18961.84,18076.49,20731.90,18621.11,18668.29
20080603,16286.46,18678.92,17950.25,20587.12,18343.26,18389.75
20080604,16444.37,18860.03,18012.00,20657.94,18521.13,18568.06
20080605,16452.44,18869.28,17850.66,20472.90,18530.21,18577.17
20080606,16570.11,19004.24,17954.60,20592.11,18662.74,18710.04
20080609,16243.69,18629.87,17734.71,20339.91,18295.10,18341.47
20080610,16103.92,18469.57,17348.84,19897.36,18137.68,18183.64
20080611,16157.40,18530.90,17261.60,19797.31,18197.91,18244.03
20080612,15798.58,18119.37,16884.54,19364.86,17793.78,17838.87
20080613,15811.49,18134.18,16810.77,19280.25,17808.31,17853.44
20080616,16141.61,18512.80,17095.32,19606.60,18180.13,18226.20
20080617,16194.32,18573.25,17268.13,19804.80,18239.50,18285.72
20080618,16283.92,18676.01,17294.66,19835.23,18340.41,18386.89
20080619,15915.23,18253.16,17007.63,19506.03,17925.16,17970.59
20080620,15702.35,18009.01,16752.09,19212.96,17685.40,17730.21
20080623,15623.91,17919.04,16686.22,19137.41,17597.05,17641.64
20080624,15592.63,17883.17,16598.82,19037.16,17561.82,17606.32
20080625,15613.15,17921.16,16614.50,19070.54,17597.71,17642.73
20080626,15561.47,17861.84,16541.88,18987.19,17539.45,17584.33
20080627,15369.24,17641.20,16604.85,19059.46,17322.80,17367.11
20080630,15462.22,17747.92,16867.87,19361.36,17427.59,17472.18
20080701,15580.21,17883.35,16917.89,19418.77,17560.58,17605.51
20080702,15369.63,17641.65,16635.77,19094.96,17323.24,17367.56
20080703,15317.02,17581.26,16597.59,19051.13,17263.94,17308.11
20080704,15318.45,17582.89,16490.27,18927.95,17265.54,17309.72
20080707,15445.43,17728.65,16489.48,18927.03,17408.67,17453.21
20080708,15196.62,17443.05,16409.09,18834.76,17128.23,17172.05
20080709,15196.44,17442.85,16237.98,18638.36,17128.03,17171.85
20080710,15207.06,17455.04,16304.68,18714.92,17140.00,17183.85
20080711,15165.73,17407.60,16254.30,18657.09,17093.41,17137.14
20080714,15050.64,17275.49,16223.26,18621.46,16963.69,17007.09
20080715,14764.77,16947.37,16093.27,18472.25,16641.49,16684.06
20080716,14709.20,16883.59,16246.15,18647.74,16578.86,16621.28
20080717,14798.30,16985.86,16126.76,18510.70,16679.29,16721.96
20080718,14667.97,16836.26,15847.95,18190.67,16532.39,16574.69
20080722,14994.09,17210.60,16183.57,18575.90,16899.97,16943.20
20080723,15133.55,17370.66,16146.76,18533.65,17057.14,17100.78
20080724,15450.42,17734.38,16463.45,18897.15,17414.30,17458.85
20080725,15185.66,17430.48,16338.91,18754.21,17115.88,17159.67
20080728,15264.50,17520.97,16278.17,18684.48,17204.74,17248.76
20080729,15005.78,17224.00,16029.04,18398.53,16913.13,16956.40
20080730,15289.89,17550.12,16275.03,18680.89,17233.36,17277.45
20080731,15361.54,17632.36,16324.08,18737.19,17314.12,17358.42
20080801,15049.09,17273.72,16094.76,18473.97,16961.95,17005.35
20080804,14779.97,16964.82,15754.15,18083.01,16658.63,16701.25
20080805,14802.90,16991.14,15775.67,18107.70,16684.47,16727.16
20080806,15139.07,17377.00,16057.97,18431.74,17063.37,17107.03
20080807,14883.31,17083.43,15624.41,17934.09,16775.10,16818.01
20080808,14926.45,17132.95,15613.35,17921.40,16823.72,16866.76
20080811,15145.53,17384.42,15843.24,18185.26,17070.65,17114.32
20080812,14985.79,17201.06,15668.29,17984.46,16890.60,16933.82
20080813,14746.44,16926.33,15578.23,17881.08,16620.83,16663.35
20080814,14725.09,16901.82,15451.26,17735.34,16596.77,16639.23
20080815,14757.58,16939.12,15368.17,17639.96,16633.39,16675.95
20080818,14890.68,17091.89,15518.02,17811.97,16783.41,16826.35
20080819,14591.25,16748.20,15239.15,17491.87,16445.92,16487.99
20080820,14570.82,16724.75,15202.61,17449.94,16422.89,16464.91
20080821,14511.46,16656.62,15303.26,17565.47,16355.99,16397.83
20080822,14396.08,16524.18,15160.71,17401.84,16225.94,16267.45
20080825,14589.51,16746.21,15244.26,17497.74,16443.96,16486.03
20080826,14490.71,16632.80,15160.32,17401.39,16332.59,16374.38
20080827,14521.56,16668.21,15305.48,17568.01,16367.37,16409.24
20080828,14525.67,16672.93,15325.28,17590.74,16372.00,16413.89
20080829,14916.78,17121.81,15753.10,18081.77,16812.79,16855.80
20080901,14643.78,16808.46,15619.85,17928.82,16505.10,16547.32
20080902,14425.59,16558.02,15303.30,17565.48,16259.17,16300.77
20080903,14502.86,16646.71,15301.21,17563.08,16346.26,16388.08
20080904,14290.15,16402.56,15154.72,17394.94,16106.52,16147.72
20080905,14024.82,16098.00,15132.42,17369.34,15807.46,15847.90
20080908,14389.09,16516.12,15197.23,17443.72,16218.03,16259.52
20080909,14085.09,16167.19,15013.47,17232.81,15875.40,15916.01
20080910,14129.44,16218.10,15147.87,17387.07,15925.38,15966.13
20080911,13867.07,15916.94,14861.04,17057.85,15629.67,15669.65
20080912,14017.92,16090.09,14983.57,17198.48,15799.68,15840.11
20080916,13492.22,15486.68,14945.83,17155.17,15207.17,15246.07
20080917,13525.01,15524.32,14772.79,16956.55,15244.12,15283.12
20080918,13302.18,15268.54,14512.85,16658.18,14992.97,15031.33
20080919,13703.05,15728.68,14682.53,16852.94,15444.80,15484.31
20080922,13904.69,15960.12,15043.06,17266.77,15672.06,15712.15
20080924,13952.12,16014.56,15100.07,17332.20,15725.52,15765.76
20080925,13746.12,15955.29,14932.68,17332.54,15649.92,15695.19
20080926,13669.40,15866.23,14908.53,17304.51,15562.57,15607.58
20080929,13417.77,15574.16,14524.49,16858.74,15276.09,15320.28
20080930,12972.32,15057.13,14227.95,16514.55,14768.95,14811.67
20081001,13140.27,15252.06,14205.36,16488.33,14960.16,15003.43
20081002,12927.78,15005.42,14102.36,16368.78,14718.24,14760.81
20081003,12594.01,14618.01,13778.82,15993.23,14338.24,14379.71
20081006,12053.77,13990.95,13352.40,15498.29,13723.17,13762.87
20081007,11759.00,13648.81,13155.24,15269.44,13387.59,13426.31
20081008,10850.94,12594.81,12452.79,14454.10,12353.76,12389.50
20081009,10811.16,12548.64,12278.36,14251.64,12308.47,12344.07
20081010,9938.72,11535.99,11515.75,13366.46,11315.20,11347.93
20081014,11296.94,13112.49,12667.92,14703.81,12861.53,12898.74
20081015,11247.87,13055.54,12759.21,14809.77,12805.67,12842.71
20081016,10221.34,11864.03,11696.95,13576.79,11636.97,11670.63
20081017,10683.30,12400.23,12148.16,14100.51,12162.90,12198.09
20081020,11053.16,12829.54,12422.44,14418.87,12583.99,12620.39
20081021,11393.82,13224.93,12934.98,15013.78,12971.82,13009.35
20081022,10695.69,12414.61,12375.98,14364.94,12177.01,12212.23
20081023,10591.21,12293.34,12457.05,14459.05,12058.05,12092.93
20081024,9930.55,11526.51,11991.18,13918.30,11305.90,11338.61
20081027,9297.90,10792.18,11491.73,13338.58,10585.63,10616.25
20081028,9840.88,11422.42,11958.93,13880.87,11203.81,11236.22
20081029,10396.43,12067.26,12333.38,14315.50,11836.30,11870.54
20081030,11193.92,12992.91,13024.62,15117.83,12744.24,12781.11
20081031,10693.64,12412.24,12665.70,14701.23,12174.68,12209.90
20081104,11262.48,13072.49,13056.79,15155.17,12822.29,12859.38
20081105,11802.37,13699.15,13646.22,15839.32,13436.96,13475.83
20081106,11172.81,12968.41,13110.92,15218.00,12720.21,12757.01
20081107,10835.58,12576.99,12757.54,14807.83,12336.28,12371.96
20081110,11358.92,13184.43,13166.61,15282.64,12932.10,12969.51
20081111,11102.35,12886.62,13064.26,15163.84,12639.99,12676.55
20081112,10942.44,12701.02,12835.35,14898.14,12457.93,12493.97
20081113,10608.42,12313.31,12742.08,14789.88,12077.65,12112.59
20081114,10726.15,12449.96,12720.59,14764.94,12211.68,12247.01
20081117,10775.47,12507.22,12749.48,14798.47,12267.84,12303.33
20081118,10698.58,12417.97,12724.02,14768.91,12180.30,12215.54
20081119,10716.13,12438.34,12727.76,14773.26,12200.28,12235.57
20081120,10225.77,11869.17,12335.98,14318.52,11642.00,11675.68
20081121,10439.92,12117.74,12628.14,14657.63,11885.82,11920.20
20081125,10776.67,12508.60,12820.87,14881.33,12269.20,12304.69
20081126,10654.12,12366.36,12894.02,14966.24,12129.68,12164.77
20081127,10793.22,12527.81,13038.33,15133.74,12288.04,12323.59
20081128,10764.47,12494.23,12977.68,15063.08,12255.12,12290.56
20081201,10662.42,12375.78,12887.10,14957.94,12138.94,12174.05
20081202,9924.68,11519.49,12224.32,14188.66,11299.04,11331.72
20081203,10011.25,11619.97,12327.64,14308.59,11397.59,11430.56
20081204,9874.15,11460.84,12226.31,14190.97,11241.51,11274.03
20081205,9777.16,11348.27,12179.05,14136.12,11131.09,11163.29
20081208,10241.82,11887.59,12650.88,14683.77,11660.09,11693.82
20081209,10371.45,12038.05,12874.67,14943.52,11807.68,11841.83
20081210,10782.07,12514.66,13388.74,15540.19,12275.16,12310.66
20081211,11026.71,12798.61,13694.74,15895.37,12553.68,12589.98
20081212,10429.95,12105.95,13378.74,15528.59,11874.28,11908.62
20081215,10976.50,12740.33,13864.68,16092.61,12496.52,12532.66
20081216,10740.67,12466.60,13667.45,15863.70,12228.02,12263.39
20081217,10737.49,12462.92,13909.11,16144.18,12224.41,12259.77
20081218,10751.81,12479.53,14052.02,16310.05,12240.71,12276.11
20081219,10646.74,12357.58,13755.88,15966.34,12121.09,12156.15
20081222,10824.76,12564.21,13843.45,16067.97,12323.76,12359.40
20081224,10535.38,12228.33,13394.36,15546.72,11994.31,12029.00
20081225,10682.97,12433.79,13582.00,15807.94,12192.49,12228.76
20081226,10841.67,12618.51,13762.45,16017.97,12373.62,12410.43
20081229,10943.41,12736.92,13915.43,16196.02,12489.74,12526.89
20081230,11046.92,12857.39,14060.27,16364.60,12607.87,12645.38
20090105,11447.89,13324.07,14294.31,16636.99,13065.49,13104.36
20090106,11631.05,13537.25,14287.78,16629.39,13274.54,13314.03
20090107,12105.43,14089.38,14880.06,17318.74,13815.95,13857.05
20090108,11520.34,13408.40,14424.75,16788.81,13148.19,13187.30
20090109,11449.93,13326.44,14431.73,16796.93,13067.82,13106.69
20090113,10769.04,12533.97,13861.68,16133.46,12290.73,12327.29
20090114,10905.15,12692.38,13956.35,16243.65,12446.06,12483.09
20090115,10450.99,12163.79,13480.23,15689.49,11927.73,11963.22
20090116,10781.16,12548.08,13717.47,15965.61,12304.56,12341.17
20090119,10790.07,12558.44,13680.32,15922.37,12314.72,12351.36
20090120,10584.85,12319.59,13450.56,15654.96,12080.51,12116.45
20090121,10245.41,11924.52,13093.80,15239.72,11693.11,11727.89
20090122,10287.77,11973.82,13231.82,15400.37,11741.45,11776.37
20090123,9971.85,11606.13,12970.69,15096.44,11380.89,11414.75
20090126,9900.77,11523.39,12836.08,14939.78,11299.76,11333.38
20090127,10485.40,12203.84,13381.90,15575.05,11967.01,12002.61
20090128,10610.97,12349.99,13673.53,15914.47,12110.32,12146.34
20090129,10791.73,12560.38,13743.09,15995.43,12316.62,12353.26
20090130,10337.08,12031.22,13269.99,15444.80,11797.73,11832.83
20090202,10173.22,11840.50,13080.10,15223.79,11610.72,11645.26
20090203,10218.23,11892.88,13084.53,15228.94,11662.08,11696.78
20090204,10624.73,12366.01,13735.17,15986.21,12126.03,12162.10
20090205,10664.46,12412.25,13692.56,15936.62,12171.37,12207.58
20090206,10785.15,12552.72,13628.97,15862.61,12309.11,12345.73
20090209,10671.74,12420.72,13449.41,15653.62,12179.68,12215.91
20090210,10588.10,12323.37,13319.89,15502.88,12084.21,12120.16
20090212,10338.98,12033.42,13176.00,15335.40,11799.89,11834.99
20090213,10420.63,12128.46,13130.78,15282.77,11893.08,11928.46
20090216,10379.69,12080.81,13024.20,15158.73,11846.36,11881.60
20090217,10163.92,11829.68,12658.77,14733.40,11600.10,11634.61
20090218,10068.12,11718.18,12494.09,14541.73,11490.77,11524.95
20090219,10072.85,11723.67,12369.03,14396.18,11496.16,11530.36
20090220,9954.07,11585.43,12156.27,14148.55,11360.60,11394.39
20090223,9929.48,11556.81,12219.75,14222.43,11332.53,11366.24
20090224,9797.27,11402.94,11804.81,13739.49,11181.64,11214.91
20090225,10031.94,11676.07,11863.02,13807.24,11449.47,11483.53
20090226,9969.29,11603.15,11696.24,13613.13,11377.97,11411.81
20090227,10093.20,11747.37,11850.09,13792.19,11519.39,11553.66
20090302,9731.52,11326.41,11497.11,13381.36,11106.60,11139.64
20090303,9641.80,11221.98,11332.27,13189.50,11004.20,11036.94
20090304,9784.21,11387.74,11375.15,13239.41,11166.74,11199.96
20090305,10029.29,11672.98,11568.78,13464.77,11446.45,11480.50
20090306,9664.13,11247.98,11405.18,13274.37,11029.69,11062.50
20090309,9626.36,11204.01,11210.34,13047.59,10986.58,11019.26
20090310,9513.71,11072.91,11081.41,12897.53,10858.02,10890.32
20090311,9913.50,11538.21,11556.44,13450.42,11314.29,11347.95
20090312,9652.65,11234.61,11512.24,13398.97,11016.58,11049.36
20090313,10038.53,11683.73,11770.86,13699.98,11456.99,11491.07
20090316,10272.26,11955.77,12011.83,13980.44,11723.75,11758.62
20090317,10558.49,12288.91,12295.23,14310.28,12050.42,12086.27
20090318,10607.23,12345.63,12367.65,14394.58,12106.05,12142.06
20090319,10546.18,12274.58,12691.87,14771.93,12036.37,12072.18
20090323,11036.00,12844.68,13210.78,15375.88,12595.41,12632.88
20090324,11408.81,13278.59,13336.11,15521.75,13020.90,13059.63
20090325,11442.74,13318.08,13453.78,15658.71,13059.62,13098.47
20090326,11548.35,13599.57,13525.35,15927.74,13320.10,13364.40
20090327,11532.92,13581.40,13536.26,15940.58,13302.30,13346.55
20090330,10922.00,12861.97,13048.48,15366.16,12597.65,12639.56
20090331,10738.18,12645.51,12550.27,14779.47,12385.64,12426.84
20090401,11077.14,13044.67,12906.38,15198.83,12776.60,12819.10
20090402,11586.36,13644.34,13429.56,15814.93,13363.94,13408.39
20090403,11707.42,13786.90,13480.81,15875.28,13503.58,13548.49
20090406,11854.45,13960.05,13463.91,15855.38,13673.17,13718.64
20090407,11777.79,13869.78,13458.66,15849.20,13584.75,13629.94
20090408,11382.11,13403.81,13121.34,15451.96,13128.36,13172.02
20090409,11886.90,13998.26,13638.27,16060.72,13710.60,13756.20
20090410,12074.08,14218.69,13808.90,16261.65,13926.49,13972.81
20090413,12226.98,14398.75,13956.69,16435.69,14102.86,14149.76
20090414,12163.79,14324.33,14027.39,16518.95,14029.96,14076.63
20090415,12003.96,14136.12,13965.73,16446.33,13845.62,13891.67
20090416,12014.00,14147.94,13993.00,16478.44,13857.20,13903.29
20090417,12348.41,14541.74,14273.97,16809.32,14242.91,14290.28
20090420,12480.53,14697.33,14479.13,17050.92,14395.30,14443.18
20090421,12079.87,14225.51,14160.87,16676.13,13933.17,13979.52
20090422,12087.60,14234.62,14149.72,16663.01,13942.09,13988.47
20090423,12185.94,14350.42,14264.83,16798.56,14055.51,14102.26
20090424,12055.27,14196.54,14268.87,16803.32,13904.80,13951.05
20090427,12056.00,14197.40,14321.37,16865.14,13905.64,13951.89
20090428,11571.45,13626.78,13867.63,16330.81,13346.75,13391.14
20090430,11972.25,14098.77,14084.28,16585.94,13809.04,13854.97
20090501,12223.98,14395.22,14148.64,16661.74,14099.39,14146.29
20090507,12884.73,15173.33,14966.19,17624.50,14861.51,14910.94
20090508,12973.65,15278.04,14998.21,17662.21,14964.08,15013.85
20090511,13115.87,15445.53,15333.88,18057.50,15128.12,15178.44
20090512,12870.09,15156.09,15144.38,17834.34,14844.63,14894.00
20090513,12881.32,15169.32,15351.77,18078.57,14857.59,14907.00
20090514,12487.10,14705.07,15016.67,17683.94,14402.88,14450.78
20090515,12759.78,15026.19,15386.46,18119.42,14717.40,14766.35
20090518,12426.56,14633.78,14968.15,17626.81,14333.06,14380.73
20090519,12804.84,15079.25,15218.00,17921.04,14769.37,14818.49
20090520,12968.79,15272.32,15523.64,18280.96,14958.47,15008.22
20090521,12879.65,15167.34,15615.40,18389.02,14855.65,14905.06
20090522,12780.18,15050.20,15579.46,18346.70,14740.92,14789.95
20090525,12922.32,15217.60,15630.86,18407.22,14904.87,14954.45
20090526,12897.36,15188.20,15655.04,18435.70,14876.08,14925.56
20090527,13038.06,15353.89,15732.76,18527.23,15038.37,15088.39
20090528,13089.76,15414.78,15567.08,18332.12,15098.00,15148.22
20090529,13174.81,15514.70,15695.03,18482.52,15195.90,15246.43
20090601,13481.91,15876.35,16347.31,19250.66,15550.11,15601.82
20090602,13511.17,15910.81,16085.73,18942.61,15583.86,15635.69
20090603,13558.79,15966.89,16184.35,19058.75,15638.79,15690.80
20090604,13434.21,15820.18,16043.97,18893.45,15495.09,15546.63
20090605,13489.51,15885.30,16025.07,18871.18,15558.87,15610.62
20090608,13607.97,16024.80,15864.81,18682.46,15695.51,15747.71
20090609,13431.33,15816.78,15720.28,18512.26,15491.77,15543.29
20090610,13773.23,16219.40,16212.93,19092.40,15886.12,15938.95
20090611,13821.27,16275.98,16232.06,19114.94,15941.53,15994.55
20090612,13977.65,16460.13,16381.39,19290.79,16121.90,16175.52
20090615,13831.99,16288.61,16176.86,19049.94,15953.90,16006.96
20090616,13323.37,15689.65,15846.54,18660.94,15367.25,15418.35
20090617,13422.72,15806.65,15986.22,18825.44,15481.84,15533.33
20090618,13193.34,15536.52,15817.96,18627.29,15217.27,15267.88
20090619,13313.19,15677.67,15798.46,18604.33,15355.51,15406.58
20090622,13330.57,15698.14,15934.28,18764.27,15375.56,15426.69
20090623,12946.52,15245.87,15620.66,18394.95,14932.59,14982.25
20090624,13062.47,15382.41,15740.72,18536.33,15066.32,15116.43
20090625,13323.01,15706.55,15888.05,18730.48,15382.10,15433.77
20090626,13444.86,15850.20,16103.56,18984.55,15522.78,15574.92
20090629,13241.05,15609.93,15925.86,18775.05,15287.48,15338.83
20090630,13506.98,15923.43,16240.61,19146.11,15594.51,15646.89
20090701,13443.20,15848.24,15960.15,18815.49,15520.87,15573.00
20090702,13364.73,15755.73,15886.69,18728.87,15430.26,15482.09
20090703,13299.14,15678.40,15929.02,18778.78,15354.54,15406.11
20090706,13094.44,15437.08,15806.60,18634.46,15118.20,15168.98
20090707,13021.63,15351.25,15717.89,18529.88,15034.15,15084.65
20090708,12706.85,14980.15,15488.43,18259.37,14670.71,14719.99
20090709,12497.61,14733.48,15381.89,18133.76,14429.14,14477.61
20090710,12472.21,14703.53,15450.74,18214.94,14399.80,14448.17
20090713,12144.78,14317.53,15093.13,17793.35,14021.77,14068.87
20090714,12438.24,14663.48,15354.86,18101.90,14360.59,14408.82
20090715,12472.66,14704.07,15333.11,18076.26,14400.33,14448.70
20090716,12597.18,14850.87,15434.99,18196.37,14544.10,14592.95
20090717,12677.75,14945.85,15544.48,18325.45,14637.12,14686.28
20090721,13109.92,15455.34,16010.31,18874.62,15136.08,15186.92
20090722,13182.40,15540.78,16188.29,19084.44,15219.76,15270.88
20090723,13211.16,15574.69,16087.78,18965.94,15252.97,15304.20
20090724,13455.83,15863.13,16302.79,19219.42,15535.45,15587.63
20090727,13562.73,15989.16,16401.18,19335.41,15658.87,15711.47
20090728,13616.59,16052.65,16438.63,19379.56,15721.06,15773.86
20090729,13650.38,16092.49,16611.20,19583.00,15760.07,15813.01
20090730,13651.34,16093.62,16513.54,19467.88,15761.17,15814.11
20090731,13910.02,16398.57,16717.34,19708.13,16059.83,16113.77
20090803,13874.18,16356.32,16777.81,19779.42,16018.45,16072.26
20090804,13976.93,16477.46,16914.52,19940.60,16137.09,16191.29
20090805,13806.07,16276.03,16695.44,19682.32,15939.82,15993.36
20090806,13915.57,16405.12,16797.81,19803.00,16066.25,16120.21
20090807,13933.27,16425.98,16783.90,19786.60,16086.67,16140.71
20090810,14126.45,16653.72,16667.14,19648.95,16309.71,16364.50
20090811,14183.81,16721.35,16824.65,19834.64,16375.94,16430.94
20090812,13956.33,16453.17,16834.62,19846.40,16113.30,16167.42
20090813,14116.15,16641.58,16827.78,19838.33,16297.82,16352.56
20090814,14220.55,16764.66,17162.35,20232.75,16418.36,16473.50
20090817,13866.46,16347.22,16830.47,19841.50,16009.54,16063.32
20090818,13845.98,16323.08,16728.74,19721.58,15985.90,16039.60
20090819,13743.92,16202.76,16748.08,19744.37,15868.06,15921.36
20090820,13962.07,16459.94,17011.21,20054.58,16119.93,16174.08
20090821,13780.50,16245.88,16859.70,19875.97,15910.29,15963.73
20090824,14145.54,16676.23,17114.97,20176.90,16331.76,16386.61
20090825,14083.14,16602.67,17156.90,20226.34,16259.72,16314.33
20090826,14245.19,16793.71,17380.11,20489.48,16446.80,16502.05
20090827,14037.15,16548.45,17215.87,20295.86,16206.62,16261.05
20090828,14129.76,16657.62,17285.16,20377.55,16313.53,16368.33
20090831,14084.69,16604.49,17443.61,20564.34,16261.50,16316.12
20090901,14133.47,16662.00,17412.06,20527.15,16317.82,16372.63
20090902,13851.75,16329.88,17177.34,20250.43,15992.56,16046.28
20090903,13772.20,16236.10,17120.27,20183.15,15900.72,15954.13
20090904,13694.19,16144.13,16944.45,19975.88,15810.64,15863.75
20090907,13847.68,16325.09,17065.47,20118.54,15987.86,16041.57
20090908,13905.99,16393.82,17294.99,20389.13,16055.18,16109.10
20090909,13815.68,16287.36,17162.24,20232.63,15950.91,16004.49
20090910,14058.08,16573.12,17526.84,20662.46,16230.78,16285.29
20090911,13974.19,16474.22,17656.94,20815.84,16133.92,16188.11
20090914,13709.50,16162.18,17389.43,20500.46,15828.32,15881.49
20090915,13670.38,16116.06,17238.95,20323.06,15783.16,15836.17
20090916,13716.54,16170.48,17456.18,20579.15,15836.45,15889.65
20090917,13920.66,16411.12,17661.17,20820.82,16072.12,16126.10
20090918,13819.35,16291.68,17401.97,20515.25,15955.15,16008.74
20090924,13968.93,16468.02,17709.70,20878.03,16127.85,16182.02
20090925,13569.53,16128.02,17209.05,20453.74,15782.05,15838.92
20090928,13189.79,15676.67,16919.80,20109.97,15340.39,15395.66
20090929,13231.72,15726.50,16946.15,20141.28,15389.15,15444.60
20090930,13294.54,15801.17,17019.02,20227.89,15462.21,15517.93
20091001,13148.98,15628.17,16790.60,19956.39,15292.92,15348.03
20091002,12825.42,15243.60,16489.21,19598.18,14916.61,14970.36
20091005,12673.55,15063.09,16208.71,19264.80,14739.97,14793.08
20091006,12736.86,15138.35,16393.70,19484.66,14813.61,14866.99
20091007,12976.16,15422.76,16913.90,20102.95,15091.92,15146.30
20091008,13027.78,15484.11,16957.14,20154.34,15151.96,15206.56
20091009,13187.81,15674.32,16971.27,20171.13,15338.09,15393.35
20091013,13289.92,15795.68,16945.14,20140.08,15456.84,15512.53
20091014,13172.71,15656.38,16970.85,20170.63,15320.53,15375.73
20091015,13378.22,15900.63,17168.23,20405.23,15559.54,15615.61
20091016,13378.54,15901.01,16860.74,20039.77,15559.91,15615.98
20091019,13352.09,15869.57,16933.28,20125.98,15529.15,15585.11
20091020,13441.99,15976.42,17102.98,20327.67,15633.71,15690.04
20091021,13427.21,15958.85,17008.83,20215.78,15616.51,15672.78
20091022,13342.74,15858.46,16767.81,19929.32,15518.28,15574.20
20091023,13297.92,15805.19,16641.42,19779.09,15466.15,15521.88
20091026,13403.53,15930.71,16769.01,19930.74,15588.98,15645.15
20091027,13157.97,15638.86,16426.02,19523.08,15303.38,15358.53
20091028,12999.56,15450.58,16384.92,19474.24,15119.14,15173.62
20091029,12812.48,15228.22,16239.08,19300.89,14901.55,14955.25
20091030,13017.74,15472.18,16417.74,19513.23,15140.28,15194.83
20091102,12830.73,15249.91,16356.94,19440.98,14922.78,14976.56
20091104,12886.75,15316.50,16351.25,19434.22,14987.94,15041.94
