"野村日本株高配当70 日次指数値"
※  2000年12月29日 = 10000
,円ベース,,米ドルベース,,円ベース
年月日,配当除く,配当含む,配当除く,配当含む,配当課税考慮済、居住者,配当課税考慮済、非居住者
20210408,23026.97,39211.70,24161.44,41143.55,36107.11,36806.59
20210409,23052.31,39254.85,24188.03,41188.82,36146.84,36847.09
20210412,23069.60,39284.29,24217.23,41238.55,36173.96,36874.73
20210413,23101.28,39338.24,24280.43,41346.17,36223.63,36925.37
20210414,22948.08,39077.36,24190.22,41192.56,35983.40,36680.49
20210415,23106.14,39346.51,24397.13,41544.89,36231.25,36933.13
20210416,23158.92,39436.40,24436.02,41611.12,36314.02,37017.51
20210419,23112.68,39357.66,24539.34,41787.05,36241.51,36943.59
20210420,22768.61,38771.75,24132.77,41094.73,35701.99,36393.63
20210421,22312.74,37995.47,23687.83,40337.05,34987.17,35664.96
20210422,22566.46,38427.52,24029.35,40918.61,35385.02,36070.51
20210423,22526.50,38359.46,23984.56,40842.35,35322.35,36006.63
20210426,22554.45,38407.07,24058.92,40968.97,35366.19,36051.31
20210427,22472.54,38267.58,23834.35,40586.56,35237.74,35920.38
20210428,22598.32,38481.78,23817.16,40557.29,35434.98,36121.44
20210430,22449.44,38241.74,23689.59,40354.29,35211.43,35894.19
20210506,23009.06,39195.03,24180.19,41190.00,36089.17,36788.95
20210507,23247.78,39601.69,24472.47,41687.89,36463.60,37170.65
20210510,23450.88,39947.65,24738.39,42140.88,36782.15,37495.37
20210511,23069.77,39298.45,24330.78,41446.53,36184.40,36886.03
20210512,22678.96,38632.71,23951.58,40800.57,35571.41,36261.15
20210513,22546.54,38407.15,23621.75,40238.73,35363.72,36049.44
20210514,22907.50,39022.02,24062.45,40989.44,35929.87,36626.56
20210517,22903.95,39015.98,24088.45,41033.74,35924.31,36620.89
20210518,23207.55,39533.15,24469.35,41682.57,36400.50,37106.31
20210519,23047.17,39259.95,24277.97,41356.57,36148.95,36849.89
20210520,23006.71,39191.03,24257.59,41321.86,36085.49,36785.20
20210521,22983.58,39151.63,24295.63,41386.65,36049.21,36748.22
20210524,23187.10,39498.32,24494.99,41726.26,36368.43,37073.62
20210525,23211.50,39539.87,24530.91,41787.45,36406.69,37112.63
20210526,23085.23,39324.79,24371.69,41516.22,36208.65,36910.75
20210527,22879.08,38973.61,24095.38,41045.53,35885.29,36581.12
20210528,23360.18,39793.15,24426.31,41609.26,36639.90,37350.36
20210531,22948.22,39111.69,24032.73,40960.06,36008.64,36707.81
20210601,23061.26,39304.34,24200.73,41246.40,36186.01,36888.62
20210602,23326.68,39756.72,24415.72,41612.81,36602.49,37313.19
20210603,23413.42,39904.54,24493.12,41744.73,36738.59,37451.94
20210604,23487.55,40030.89,24492.62,41743.87,36854.91,37570.51
20210607,23499.09,40050.57,24674.85,42054.47,36873.03,37588.98
20210608,23499.63,40051.48,24652.89,42017.03,36873.87,37589.84
20210609,23437.94,39946.34,24606.14,41937.36,36777.07,37491.16
20210610,23370.51,39831.41,24511.83,41776.62,36671.25,37383.29
20210611,23225.66,39584.54,24385.51,41561.32,36443.97,37151.60
20210614,23190.18,39524.08,24290.55,41399.49,36388.31,37094.85
20210615,23284.01,39683.99,24311.26,41434.78,36535.53,37244.93
20210616,23394.55,39872.38,24451.11,41673.14,36708.98,37421.75
20210617,23314.17,39735.39,24221.69,41282.13,36582.86,37293.18
20210618,22957.71,39127.86,23979.28,40868.97,36023.53,36722.99
20210621,22330.35,38058.63,23318.71,39743.12,35039.12,35719.47
20210622,23073.57,39325.33,23994.51,40894.93,36205.33,36908.32
20210623,22925.26,39072.56,23756.43,40489.15,35972.61,36671.08
20210624,22922.42,39067.72,23753.48,40484.13,35968.15,36666.54
20210625,23080.42,39337.01,23944.21,40809.19,36216.08,36919.28
20210628,23126.35,39415.29,24015.71,40931.05,36288.15,36992.75
20210629,22703.78,38797.55,23566.24,40271.36,35700.25,36398.25
20210630,22655.29,38714.67,23547.81,40239.86,35623.99,36320.50
20210701,22616.41,38648.23,23353.18,39907.27,35562.86,36258.16
20210702,22871.02,39083.32,23553.64,40249.83,35963.22,36666.35
20210705,22760.14,38893.85,23578.94,40293.06,35788.87,36488.60
20210706,22820.67,38997.29,23670.46,40449.46,35884.06,36585.64
20210707,22440.20,38347.13,23304.22,39823.62,35285.79,35975.68
20210708,22259.24,38037.88,23296.32,39810.11,35001.24,35685.56
20210709,22214.77,37961.89,23201.17,39647.51,34931.31,35614.27
20210712,22612.78,38642.03,23609.35,40345.02,35557.16,36252.35
20210713,22943.54,39207.25,23885.23,40816.47,36077.25,36782.62
20210714,22893.54,39121.81,23804.06,40677.76,35998.63,36702.46
20210715,22649.04,38704.00,23705.36,40509.10,35614.17,36310.48
20210716,22616.09,38647.69,23588.15,40308.81,35562.36,36257.66
20210719,22349.96,38192.91,23377.43,39948.71,35143.89,35831.00
20210720,22091.28,37750.87,23154.28,39567.39,34737.13,35416.30
20210721,22237.38,38000.54,23208.97,39660.84,34966.87,35650.53
20210726,22442.47,38350.99,23397.51,39983.02,35289.35,35979.31
20210727,22632.25,38675.31,23621.09,40365.09,35587.77,36283.57
20210728,22549.62,38534.10,23559.45,40259.77,35457.84,36151.09
20210729,22512.55,38470.76,23544.28,40233.84,35399.56,36091.67
20210730,22219.47,37969.93,23308.84,39831.51,34938.71,35621.81
20210802,22766.82,38905.27,23852.54,40760.61,35799.38,36499.31
20210803,22680.35,38757.50,23859.84,40773.09,35663.40,36360.68
20210804,22585.66,38595.68,23784.18,40643.79,35514.51,36208.87
20210805,22625.36,38663.53,23727.04,40546.15,35576.94,36272.52
20210806,22674.95,38748.28,23745.46,40577.63,35654.92,36352.03
20210810,22686.58,38768.15,23601.69,40331.94,35673.21,36370.67
20210811,23091.68,39460.40,23956.96,40939.05,36310.19,37020.11
20210812,23204.42,39653.07,24154.63,41276.84,36487.48,37200.86
20210813,23114.13,39498.77,24079.18,41147.91,36345.50,37056.10
20210816,22740.11,38859.62,23881.16,40809.52,35757.37,36456.48
20210817,22656.49,38716.74,23811.86,40691.09,35625.90,36322.43
20210818,22762.15,38897.28,23860.70,40774.55,35792.03,36491.82
20210819,22353.13,38198.33,23395.65,39979.85,35148.87,35836.08
20210820,22136.16,37827.55,23202.38,39649.57,34807.70,35488.24
20210823,22404.30,38285.78,23422.54,40025.80,35229.34,35918.13
20210824,22485.82,38425.08,23536.67,40220.84,35357.52,36048.81
20210825,22478.43,38412.46,23533.23,40214.96,35345.91,36036.97
20210826,22501.96,38452.65,23469.11,40105.39,35382.90,36074.68
20210827,22424.19,38319.75,23400.74,39988.55,35260.60,35950.00
20210830,22741.26,38861.58,23795.38,40662.92,35759.18,36458.32
20210831,22724.99,38851.04,23776.19,40648.20,35746.25,36445.96
20210901,23017.95,39351.90,23956.19,40955.92,36207.09,36915.81
20210902,23054.98,39415.21,24079.79,41167.23,36265.33,36975.19
20210903,23373.75,39960.18,24407.18,41726.94,36766.75,37486.43
20210906,23574.53,40303.43,24647.07,42137.08,37082.58,37808.44
20210907,23706.30,40528.71,24785.97,42374.53,37289.85,38019.76
20210908,23946.20,40938.85,24957.31,42667.46,37667.21,38404.51
20210909,23849.87,40774.16,24922.47,42607.90,37515.69,38250.02
20210910,24173.45,41327.36,25261.75,43187.94,38024.68,38768.98
20210913,24345.15,41620.90,25409.98,43441.35,38294.75,39044.34
20210914,24624.71,42098.85,25720.46,43972.16,38734.51,39492.70
20210915,24297.25,41539.02,25509.45,43611.41,38219.42,38967.53
20210916,24323.48,41583.85,25556.84,43692.42,38260.67,39009.59
20210917,24314.23,41568.04,25410.02,43441.43,38246.12,38994.76
20210921,23903.39,40865.66,25050.16,42826.20,37599.87,38335.86
20210922,23650.91,40434.01,24829.73,42449.34,37202.72,37930.93
20210924,24189.61,41354.98,25159.64,43013.37,38050.09,38794.89
20210927,24373.38,41669.16,25280.98,43220.82,38339.16,39089.61
20210928,24536.02,41947.21,25342.16,43325.41,38594.99,39350.46
20210929,23978.41,41547.03,24753.99,42890.87,38123.40,38895.58
20210930,23772.68,41190.57,24414.38,42302.44,37796.32,38561.87
20211001,23245.26,40276.71,24004.67,41592.54,36957.76,37706.33
20211004,23263.88,40308.98,24044.43,41661.43,36987.37,37736.54
20211005,23257.15,40297.31,24053.70,41677.50,36976.67,37725.62
20211006,23399.00,40543.09,24074.72,41713.91,37202.19,37955.71
20211007,23280.11,40337.10,24034.18,41643.67,37013.17,37762.86
20211008,23467.61,40661.99,24084.93,41731.61,37311.29,38067.02
20211011,23863.25,41347.50,24309.66,42121.00,37940.31,38708.78
20211012,23799.08,41236.31,24136.23,41820.49,37838.29,38604.69
20211013,23690.34,41047.91,23966.72,41526.79,37665.41,38428.31
20211014,23564.83,40830.43,23881.80,41379.64,37465.86,38224.72
20211015,23925.93,41456.10,24094.74,41748.59,38039.96,38810.45
20211018,23949.66,41497.22,24076.43,41716.88,38077.70,38848.95
20211019,23810.69,41256.43,23994.46,41574.85,37856.75,38623.53
20211020,23875.04,41367.93,23989.87,41566.90,37959.06,38727.91
20211021,23703.76,41071.15,23865.77,41351.87,37686.74,38450.07
20211022,23590.22,40874.43,23799.42,41236.91,37506.22,38265.90
20211025,23458.86,40646.81,23718.96,41097.49,37297.37,38052.81
20211026,23607.91,40905.07,23784.90,41211.74,37534.34,38294.59
20211027,23514.08,40742.50,23753.90,41158.02,37385.17,38142.40
20211028,23276.17,40330.27,23541.49,40790.00,37006.90,37756.47
20211029,23215.37,40228.70,23480.00,40687.28,36913.01,37660.84
20211101,23703.08,41073.84,23801.48,41244.34,37688.48,38452.03
20211102,23414.04,40572.97,23669.48,41015.61,37228.89,37983.13
20211104,23652.64,40986.44,23794.50,41232.25,37608.28,38370.21
20211105,23293.67,40364.39,23526.06,40767.09,37037.51,37787.87
20211108,23245.25,40280.49,23518.51,40754.00,36960.52,37709.32
20211109,22966.00,39796.59,23383.19,40519.52,36516.50,37256.31
20211110,22893.94,39671.72,23259.33,40304.88,36401.93,37139.41
20211111,22915.80,39709.61,23080.52,39995.04,36436.69,37174.88
20211112,23220.14,40236.97,23393.20,40536.86,36920.59,37668.59
20211115,23138.50,40095.50,23332.43,40431.55,36790.78,37536.15
20211116,23121.51,40066.07,23248.99,40286.96,36763.77,37508.59
20211117,22947.45,39764.45,22949.45,39767.91,36487.01,37226.22
20211118,22861.32,39615.20,23037.77,39920.95,36350.07,37086.50
20211119,22913.47,39705.56,23020.66,39891.31,36432.98,37171.10
20211122,22904.21,39689.51,23040.56,39925.80,36418.25,37156.07
20211124,22866.48,39624.14,22866.48,39624.14,36358.27,37094.87
20211125,23033.80,39914.08,22936.99,39746.31,36624.32,37366.31
20211126,22547.66,39071.67,22692.83,39323.22,35851.34,36577.67
20211129,22019.75,38156.87,22277.62,38603.72,35011.94,35721.26
20211130,21822.53,37822.92,22153.19,38396.02,34704.06,35407.51
20211201,22002.03,38134.04,22289.13,38631.64,34989.52,35698.76
20211202,21922.25,37995.76,22237.72,38542.54,34862.65,35569.31
20211203,22343.60,38726.05,22644.15,39246.95,35532.72,36252.96
20211206,22375.08,38780.60,22722.14,39382.13,35582.77,36304.03
20211207,22874.96,39647.00,23128.59,40086.59,36377.72,37115.10
20211208,22846.58,39597.82,23147.77,40119.83,36332.60,37069.06
20211209,22684.99,39317.75,22966.83,39806.24,36075.63,36806.88
20211210,22599.18,39169.02,22860.82,39622.49,35939.16,36667.64
20211213,22644.15,39246.96,22913.37,39713.57,36010.67,36740.61
20211214,22659.36,39273.33,22894.48,39680.84,36034.86,36765.29
20211215,22796.29,39510.66,23029.80,39915.37,36252.62,36987.46
20211216,23035.98,39926.07,23194.44,40200.73,36633.78,37376.35
20211217,22995.29,39855.55,23246.16,40290.36,36569.08,37310.33
20211220,22355.09,38745.96,22638.81,39237.71,35550.98,36271.60
20211221,22659.53,39273.61,22906.74,39702.08,36035.12,36765.56
20211222,22661.52,39277.07,22810.41,39535.13,36038.30,36768.79
20211223,22902.73,39695.13,23031.02,39917.48,36421.89,37160.16
20211224,22823.22,39557.32,22930.99,39744.11,36295.44,37031.15
20211227,22719.27,39377.17,22804.62,39525.08,36130.14,36862.50
20211228,22963.68,39800.77,22974.68,39819.83,36518.82,37259.05
20211229,22914.19,39827.07,22917.19,39832.27,36522.06,37267.61
20211230,22861.45,39735.41,22817.77,39659.47,36438.00,37181.83
20220104,23292.39,40484.41,23123.34,40190.59,37124.84,37882.70
20220105,23716.95,41222.33,23484.96,40819.12,37801.53,38573.20
20220106,23544.50,40922.60,23345.38,40576.52,37526.67,38292.73
20220107,23727.19,41240.14,23523.49,40886.08,37817.86,38589.86
20220111,23936.66,41604.21,23861.89,41474.27,38151.72,38930.54
20220112,24184.16,42034.39,24079.37,41852.26,38546.20,39333.07
20220113,24335.46,42297.37,24439.69,42478.52,38787.36,39579.15
20220114,24126.99,41935.03,24361.28,42342.24,38455.09,39240.10
20220117,24289.06,42216.73,24394.16,42399.39,38713.41,39503.69
20220118,24097.67,41884.06,24103.96,41895.00,38408.35,39192.40
20220119,23689.81,41175.17,23788.15,41346.09,37758.28,38529.06
20220120,23696.84,41187.38,23801.45,41369.20,37769.48,38540.49
20220121,23615.34,41045.74,23830.00,41418.83,37639.59,38407.95
20220124,23780.51,41332.81,24018.82,41747.01,37902.85,38676.58
20220125,23565.33,40958.80,23775.35,41323.85,37559.87,38326.60
20220126,23480.12,40810.70,23669.64,41140.11,37424.06,38188.02
20220127,23239.20,40391.96,23264.51,40435.95,37040.07,37796.19
20220128,23644.92,41097.14,23491.58,40830.62,37686.73,38456.05
20220131,23565.65,40959.86,23458.46,40773.56,37560.75,38327.53
20220201,23404.86,40680.39,23396.71,40666.23,37304.47,38066.01
20220202,23771.82,41318.22,23827.81,41415.54,37889.37,38662.85
20220203,23926.04,41586.27,23991.82,41700.60,38135.18,38913.68
20220204,24026.45,41760.80,23983.66,41686.42,38295.22,39076.99
20220207,24228.73,42112.37,24153.05,41980.84,38617.62,39405.97
20220208,24360.77,42341.88,24236.32,42125.57,38828.08,39620.73
20220209,24371.95,42361.31,24264.24,42174.11,38845.89,39638.90
20220210,24451.94,42500.34,24304.92,42244.81,38973.39,39769.00
20220214,24374.36,42365.50,24266.65,42178.29,38849.74,39642.83
20220215,24062.12,41822.79,23969.29,41661.44,38352.07,39135.00
20220216,24422.57,42449.30,24265.24,42175.83,38926.58,39721.24
20220217,24296.73,42230.57,24212.44,42084.06,38726.01,39516.57
20220218,24223.25,42102.86,24176.96,42022.40,38608.90,39397.07
20220221,24130.24,41941.20,24123.94,41930.25,38460.65,39245.79
20220222,23763.13,41303.11,23796.26,41360.70,37875.51,38648.71
20220224,23461.86,40779.47,23520.20,40880.88,37395.33,38158.73
20220225,23309.26,40514.24,23232.43,40380.69,37152.10,37910.54
20220228,23529.57,40914.55,23407.34,40702.00,37515.95,38282.63
20220301,23536.91,40927.31,23509.29,40879.28,37527.66,38294.57
20220302,22998.00,39990.23,22947.08,39901.68,36668.42,37417.77
20220303,23507.22,40875.69,23338.63,40582.54,37480.33,38246.27
20220304,23168.23,40286.24,23056.86,40092.58,36939.84,37694.74
20220307,22819.95,39680.62,22796.14,39639.22,36384.52,37128.07
20220308,22123.42,38469.45,22018.02,38286.18,35273.96,35994.82
20220309,22152.62,38520.23,21964.32,38192.81,35320.52,36042.33
20220310,22986.16,39969.64,22781.93,39614.52,36649.53,37398.50
20220311,22910.58,39838.21,22553.34,39217.02,36529.02,37275.53
20220314,23186.10,40317.31,22629.72,39349.83,36968.33,37723.81
20220315,23364.15,40626.90,22754.20,39566.29,37252.20,38013.49
20220316,23524.15,40905.12,22833.58,39704.32,37507.31,38273.81
20220317,23913.10,41581.45,23153.41,40260.45,38127.46,38906.63
20220318,24017.99,41763.84,23217.79,40372.41,38294.70,39077.29
20220322,24615.79,42803.33,23476.69,40822.60,39247.85,40049.91
20220323,24922.50,43336.65,23653.37,41129.82,39736.87,40548.93
20220324,24853.60,43216.84,23478.40,40825.58,39627.01,40436.82
20220325,24831.40,43178.24,23436.24,40752.26,39591.62,40400.71
20220328,24875.29,43254.56,23063.71,40104.49,39661.60,40472.12
20220329,25002.17,43475.18,23246.07,40421.58,39863.89,40678.55
20220330,24398.61,43255.33,23003.20,40781.46,39507.75,40353.94
20220331,24063.10,42660.52,22729.78,40296.73,38964.48,39799.04
20220401,24107.48,42739.20,22586.94,40043.49,39036.34,39872.43
20220404,24135.83,42789.46,22609.81,40084.05,39082.25,39919.33
20220405,23827.84,42243.45,22276.80,39493.67,38583.54,39409.94
20220406,23530.78,41716.80,21824.17,38691.20,38102.52,38918.61
20220407,23184.20,41102.35,21524.43,38159.82,37541.30,38345.38
20220408,23241.09,41203.21,21527.68,38165.58,37633.43,38439.48
20220411,23488.96,41642.65,21547.96,38201.52,38034.80,38849.44
20220412,23326.54,41354.70,21352.07,37854.25,37771.79,38580.80
20220413,23474.43,41616.90,21397.11,37934.09,38011.28,38825.42
20220414,23763.95,42130.17,21785.44,38622.54,38480.08,39304.26
20220415,23756.51,42116.97,21584.02,38265.45,38468.03,39291.95
20220418,23663.01,41951.23,21469.36,38062.19,38316.64,39137.32
20220419,23943.49,42448.48,21481.28,38083.31,38770.81,39601.22
20220420,24192.37,42889.69,21605.03,38302.70,39173.80,40012.84
20220421,24216.31,42932.14,21733.67,38530.77,39212.56,40052.43
20220422,24003.84,42555.47,21536.26,38180.80,38868.53,39701.03
20220425,23601.55,41842.26,21153.03,37501.37,38217.11,39035.66
20220426,23505.34,41671.69,21119.52,37441.96,38061.32,38876.54
20220427,23253.33,41224.91,20875.12,37008.69,37653.25,38459.72
20220428,23860.90,42301.85,20993.28,37217.98,38636.92,39464.45
20220502,23876.12,42328.84,21084.98,37380.55,38661.57,39489.63
20220506,24322.25,43119.76,21411.48,37959.39,39383.97,40227.50
20220509,24158.01,42828.58,21155.86,37506.22,39118.02,39955.85
20220510,23969.22,42493.89,21127.41,37455.78,38812.33,39643.61
20220511,23585.98,41814.47,20851.19,36966.09,38191.76,39009.76
20220512,23545.43,41742.57,20997.90,37226.18,38126.09,38942.68
20220513,23744.53,42095.54,21181.21,37551.17,38448.49,39271.98
20220516,23548.50,41748.01,20916.22,37081.37,38131.06,38947.76
20220517,23571.92,41789.55,20930.56,37106.79,38169.00,38986.51
20220518,23756.12,42116.09,21105.53,37416.99,38467.26,39291.15
20220519,23593.07,41827.04,21141.31,37480.42,38203.25,39021.49
20220520,23722.99,42057.37,21306.74,37773.72,38413.62,39236.37
20220523,23939.42,42441.07,21559.27,38221.41,38764.08,39594.33
20220524,23875.37,42327.51,21553.11,38210.49,38660.36,39488.39
20220525,23924.58,42414.75,21624.72,38337.43,38740.04,39569.78
20220526,23981.17,42515.08,21764.90,38585.96,38831.67,39663.38
20220527,24100.95,42727.44,21781.57,38615.51,39025.63,39861.49
20220530,24242.80,42978.92,21871.06,38774.16,39255.33,40096.10
20220531,24123.88,42810.13,21696.48,38502.48,39093.36,39932.63
20220601,24558.52,43581.45,21806.60,38697.91,39797.71,40652.10
20220602,24572.44,43606.15,21736.65,38573.77,39820.27,40675.14
20220603,24554.62,43574.53,21720.89,38545.80,39791.39,40645.64
20220606,24623.54,43696.83,21635.27,38393.86,39903.07,40759.72
20220607,24852.04,44102.33,21507.11,38166.44,40273.36,41137.97
20220608,25033.89,44425.05,21533.12,38212.59,40568.06,41438.99
20220609,24980.51,44330.32,21503.30,38159.68,40481.56,41350.63
20220610,24816.95,44040.07,21342.53,37874.36,40216.51,41079.89
20220613,24558.05,43580.61,20964.52,37203.55,39796.94,40651.32
20220614,24421.07,43337.54,20873.18,37041.46,39574.98,40424.59
20220615,24307.38,43135.78,20733.59,36793.74,39390.73,40236.38
20220616,24489.92,43459.71,20963.21,37201.23,39686.54,40538.54
20220617,24181.13,42911.74,20689.64,36715.76,39186.14,40027.41
20220620,23865.38,42351.41,20362.62,36135.43,38674.46,39504.74
20220621,24321.56,43160.94,20665.91,36673.63,39413.71,40259.86
20220622,24245.85,43026.58,20448.09,36287.10,39291.01,40134.53
20220623,24217.05,42975.49,20554.31,36475.59,39244.35,40086.87
20220624,24075.92,42725.02,20561.34,36488.07,39015.64,39853.24
20220627,24295.46,43114.63,20666.66,36674.97,39371.42,40216.66
20220628,24645.95,43736.61,20859.78,37017.69,39939.40,40796.83
20220629,24424.29,43462.85,20630.38,36711.62,39667.21,40524.38
20220630,24203.61,43070.15,20418.46,36334.51,39308.81,40158.23
20220701,23924.97,42574.33,20316.16,36152.46,38856.29,39695.93
20220704,24185.07,43037.17,20515.80,36507.72,39278.71,40127.48
20220705,24296.16,43234.86,20513.86,36504.28,39459.13,40311.81
20220706,23655.57,42094.92,20069.59,35713.70,38418.74,39248.93
20220707,23919.35,42564.33,20189.78,35927.58,38847.16,39686.61
20220708,24065.46,42824.32,20355.72,36222.87,39084.45,39929.02
20220711,24440.88,43492.38,20526.70,36527.12,39694.17,40551.92
20220712,24120.59,42922.43,20178.79,35908.02,39173.99,40020.50
20220713,24129.80,42938.81,20230.68,36000.36,39188.94,40035.78
20220714,24062.57,42819.18,19876.27,35369.69,39079.75,39924.23
20220715,23841.31,42425.44,19719.02,35089.86,38720.40,39557.11
20220719,24119.18,42919.91,20119.74,35802.95,39171.69,40018.15
20220720,24531.28,43653.24,20405.73,36311.86,39840.98,40701.90
20220721,24513.47,43621.55,20323.24,36165.07,39812.06,40672.36
20220722,24481.53,43564.72,20444.28,36380.46,39760.19,40619.37
20220725,24478.87,43559.98,20619.64,36692.51,39755.86,40614.95
20220726,24577.56,43735.60,20664.14,36771.70,39916.14,40778.69
20220727,24546.52,43680.37,20589.83,36639.47,39865.74,40727.20
20220728,24588.93,43755.84,20838.39,37081.77,39934.62,40797.56
20220729,24434.66,43483.56,21144.32,37628.12,39685.70,40543.37
20220801,24590.27,43760.47,21315.09,37932.01,39938.42,40801.56
20220802,24248.34,43151.99,21295.84,37897.76,39383.09,40234.22
20220803,24165.68,43004.88,20842.49,37090.99,39248.83,40097.06
20220804,24030.15,42763.69,20581.15,36625.90,39028.70,39872.18
20220805,24105.91,42898.52,20776.90,36974.27,39151.76,39997.89
20220808,24314.55,43269.81,20695.92,36830.14,39490.62,40344.08
20220809,24176.47,43024.09,20593.64,36648.14,39266.36,40114.97
20220810,24308.76,43259.51,20697.12,36832.29,39481.21,40334.47
20220812,24702.48,43960.16,21299.08,37903.52,40120.68,40987.75
20220815,24736.64,44020.95,21286.99,37882.02,40176.15,41044.42
20220816,24596.53,43771.61,21144.25,37628.00,39948.59,40811.95
20220817,24988.44,44469.06,21299.49,37904.26,40585.12,41462.23
20220818,24841.41,44207.40,21097.48,37544.75,40346.32,41218.26
20220819,24934.67,44373.37,20963.62,37306.55,40497.79,41373.02
20220822,25015.10,44516.50,21003.58,37377.66,40628.42,41506.47
20220823,24850.70,44223.93,20799.43,37014.35,40361.41,41233.68
20220824,24973.68,44442.79,21014.87,37397.75,40561.15,41437.74
20220825,25070.14,44614.45,21105.32,37558.71,40717.82,41597.80
20220826,25102.48,44671.99,21049.26,37458.94,40770.33,41651.44
20220829,24901.20,44313.81,20628.32,36709.85,40443.43,41317.48
20220830,25145.88,44749.23,20867.12,37134.82,40840.83,41723.47
20220831,25051.00,44590.53,20768.14,36967.07,40694.10,41574.04
20220901,24755.45,44064.46,20421.45,36349.98,40214.00,41083.56
20220902,24739.99,44036.93,20268.27,36077.32,40188.88,41057.90
20220905,24705.17,43974.95,20192.95,35943.25,40132.32,41000.11
20220906,24699.33,43964.57,20050.54,35689.76,40122.84,40990.43
20220907,24627.98,43837.55,19664.73,35003.02,40006.92,40872.00
20220908,25035.23,44562.46,20001.03,35601.63,40668.49,41547.88
20220909,25195.57,44847.86,20335.56,36197.10,40928.95,41813.96
20220912,25250.55,44945.73,20321.42,36171.92,41018.27,41905.22
20220913,25248.70,44942.44,20393.49,36300.21,41015.27,41902.15
20220914,24937.15,44387.87,19992.87,35587.11,40509.16,41385.10
20220915,24992.56,44486.51,20001.71,35602.84,40599.17,41477.06
20220916,25061.71,44609.59,20073.12,35729.96,40711.50,41591.81
20220920,25187.60,44833.67,20171.85,35905.69,40916.00,41800.74
20220921,24933.37,44381.16,19929.35,35474.05,40503.03,41378.84
20220922,24870.91,44269.98,19603.28,34893.64,40401.56,41275.18
20220926,24040.04,42791.04,19204.62,34184.04,39051.86,39896.29
20220927,24081.37,42864.60,19178.97,34138.37,39118.99,39964.87
20220928,23793.50,42352.20,18911.03,33661.45,38651.37,39487.13
20220929,23818.12,43113.18,18916.20,34240.23,39212.89,40094.23
20220930,23436.62,42422.64,18659.00,33774.67,38584.81,39452.04
20221003,23519.17,42572.06,18633.06,33727.71,38720.72,39591.00
20221004,24260.46,43913.86,19269.50,34879.74,39941.14,40838.85
20221005,24246.80,43889.14,19286.65,34910.78,39918.65,40815.86
20221006,24345.77,44068.30,19347.30,35020.56,40081.60,40982.47
20221007,24117.67,43655.40,19123.04,34614.63,39706.05,40598.48
20221011,23925.15,43306.93,18875.96,34167.38,39389.11,40274.41
20221012,23772.58,43030.75,18686.29,33824.07,39137.92,40017.58
20221013,23662.95,42832.32,18516.52,33516.76,38957.43,39833.04
20221014,24134.03,43685.02,18802.55,34034.50,39732.99,40626.03
20221017,23968.45,43385.31,18527.20,33536.09,39460.40,40347.31
20221018,24127.66,43673.48,18610.82,33687.45,39722.50,40615.30
20221019,24219.40,43839.55,18633.43,33728.38,39873.55,40769.74
20221020,24131.31,43680.10,18500.62,33487.98,39728.52,40621.45
20221021,23962.21,43374.00,18296.50,33118.50,39450.11,40336.79
20221024,24017.61,43474.28,18488.70,33466.40,39541.32,40430.05
20221025,24357.02,44088.65,18791.52,34014.54,40100.11,41001.39
20221026,24383.36,44136.33,19046.52,34476.12,40143.48,41045.73
20221027,24030.45,43497.53,18947.32,34296.56,39562.47,40451.67
20221028,23947.23,43346.89,18708.39,33864.07,39425.45,40311.57
20221031,24268.75,43929.87,18839.81,34102.71,39955.51,40853.60
20221101,24383.10,44136.86,18938.81,34281.93,40143.78,41046.09
20221102,24580.20,44493.63,19168.35,34697.42,40468.26,41377.87
20221104,24362.95,44100.38,18928.92,34264.01,40110.59,41012.16
20221107,24491.82,44333.65,19075.48,34529.31,40322.76,41229.10
20221108,24793.56,44879.85,19415.12,35144.10,40819.54,41737.04
20221109,24791.66,44876.40,19575.72,35434.82,40816.41,41733.84
20221110,24681.49,44676.98,19383.50,35086.87,40635.03,41548.38
20221111,24735.25,44774.30,20129.47,36437.19,40723.55,41638.89
20221114,24394.82,44158.07,20092.22,36369.75,40163.06,41065.81
20221115,24554.85,44447.75,20247.97,36651.69,40426.54,41335.21
20221116,24460.30,44276.60,20164.21,36500.08,40270.87,41176.04
20221117,24564.17,44464.61,20257.84,36669.54,40441.88,41350.89
20221118,24702.10,44714.30,20298.74,36743.59,40668.97,41583.09
20221121,24823.63,44934.27,20250.16,36655.65,40869.05,41787.66
20221122,25139.60,45506.22,20369.08,36870.92,41389.25,42319.56
20221124,25440.11,46050.19,21032.30,38071.43,41884.01,42825.44
20221125,25549.60,46248.39,21150.97,38286.25,42064.28,43009.75
20221128,25291.57,45781.32,21010.79,38032.49,41639.46,42575.39
20221129,25261.20,45726.34,20990.11,37995.06,41589.46,42524.26
20221130,25302.32,45811.46,20986.33,37997.09,41664.90,42601.90
20221201,25097.96,45441.45,21121.00,38240.91,41328.38,42257.81
20221202,24669.51,44665.72,21051.07,38114.30,40622.86,41536.43
20221205,24492.75,44345.68,20826.00,37706.79,40331.79,41238.81
20221206,24724.62,44765.50,20744.53,37559.28,40713.61,41629.22
20221207,24797.24,44896.98,20732.78,37538.02,40833.19,41751.48
20221208,24749.31,44810.20,20800.93,37661.41,40754.26,41670.78
