"野村日本株高配当70・配当総額加重型 日次指数値"
※  2000年12月29日 = 10000
,円ベース
年月日,配当除く,配当含む
20250307,34087.21,69424.33
20250310,34072.19,69393.72
20250311,33810.27,68860.28
20250312,33891.46,69025.64
20250313,33991.88,69230.16
20250314,34100.36,69451.10
20250317,34533.41,70333.08
20250318,35147.22,71583.21
20250319,35435.16,72169.65
20250321,35412.04,72122.56
20250324,35218.20,71727.77
20250325,35330.27,71956.01
20250326,35508.11,72318.22
20250327,35641.90,72590.71
20250328,34862.83,72163.40
20250331,33749.95,69861.29
20250401,33893.34,70158.09
20250402,33610.02,69571.62
20250403,32704.44,67697.10
20250404,31925.86,66085.48
20250407,29746.84,61574.97
20250408,31329.58,64851.20
20250409,30420.68,62969.81
20250410,32429.89,67128.81
20250411,31539.84,65286.43
20250414,31791.43,65807.21
20250415,32115.88,66478.81
20250416,32042.70,66327.33
20250417,32330.96,66924.01
20250418,32708.43,67705.38
20250421,32225.05,66704.78
20250422,32484.04,67240.90
20250423,33170.48,68661.80
20250424,33185.66,68693.22
20250425,33442.21,69224.26
20250428,33859.48,70088.01
20250430,33847.77,70073.67
20250501,33878.31,70136.90
20250502,33913.85,70210.48
20250507,34174.82,70750.75
20250508,34105.54,70607.34
20250509,34565.86,71560.32
20250512,34645.37,71724.91
20250513,34877.35,72205.18
20250514,34595.02,71620.68
20250515,34410.82,71239.34
20250516,34648.17,71730.71
20250519,34584.08,71598.03
20250520,34436.82,71293.17
20250521,34463.04,71347.45
20250522,34189.19,70780.52
20250523,34328.20,71068.30
20250526,34414.01,71245.95
20250527,34589.09,71608.41
20250528,34683.19,71803.22
20250529,35120.84,72709.27
20250530,35238.98,72971.98
20250602,34871.65,72211.33
20250603,34784.81,72031.49
20250604,34844.87,72155.86
20250605,34379.11,71191.38
20250606,34563.34,71572.88
20250609,34625.42,71701.43
20250610,34651.83,71756.12
20250611,34623.73,71697.93
20250612,34561.06,71568.17
20250613,34224.13,70870.45
20250616,34496.75,71435.00
20250617,34433.84,71304.71
20250618,34623.14,71696.71
20250619,34468.50,71376.49
20250620,34194.67,70809.44
20250623,34097.11,70607.42
20250624,34212.86,70847.11
20250625,34034.48,70477.72
20250626,34250.97,70926.03
20250627,34517.96,71694.96
20250630,34757.90,72193.33
20250701,34561.50,71785.40
20250702,34729.00,72133.31
20250703,34853.77,72392.45
20250704,34735.75,72147.33
20250707,34490.77,71638.49
20250708,34480.14,71616.42
20250709,34732.40,72140.36
20250710,34494.45,71646.13
20250711,34754.33,72185.91
20250714,34807.79,72296.94
20250715,34722.59,72119.99
20250716,34579.26,71822.29
20250717,34790.21,72260.44
20250718,34698.31,72069.56
20250722,34730.78,72137.00
20250723,35892.10,74549.10
20250724,36366.17,75533.75
20250725,36010.92,74795.89
20250728,35774.76,74305.38
20250729,35403.71,73534.70
20250730,35571.00,73897.80
20250731,35812.39,74399.28
20250801,36209.97,75225.24
20250804,35758.47,74287.27
20250805,35990.36,74769.01
20250806,36404.82,75630.04
20250807,36652.41,76144.40
20250808,37249.19,77384.19
20250812,37742.86,78409.78
20250813,37879.79,78694.26
20250814,37439.64,77779.86
20250815,37960.76,78862.45
20250818,38094.68,79140.67
20250819,38168.33,79293.69
20250820,38243.77,79450.41
20250821,38080.24,79110.69
20250822,38334.71,79639.33
20250825,38299.33,79565.84
20250826,37854.75,78642.23
20250827,37781.82,78490.72
20250828,38085.24,79121.06
20250829,37917.04,78769.65
20250901,37966.72,78872.85
20250902,38550.43,80085.46
20250903,38074.67,79097.12
20250904,38467.68,79913.56
20250905,38829.81,80665.86
20250908,39141.53,81313.43
20250909,38791.67,80586.63
20250910,38871.51,80752.48
20250911,38758.97,80518.69
20250912,38821.67,80648.94
20250916,38997.82,81014.89
20250917,38725.63,80449.44
20250918,38740.88,80481.11
20250919,38810.86,80626.49
20250922,38847.34,80702.27
20250924,38715.11,80427.58
20250925,38795.69,80594.98
20250926,39058.35,81140.64
20250929,38019.63,80140.72
20250930,38094.59,80298.72
20251001,37601.18,79258.68
20251002,37416.97,78870.39
20251003,37699.86,79466.69
20251006,38423.33,80991.66
20251007,38502.89,81159.38
20251008,38621.48,81409.34
20251009,38697.54,81569.66
20251010,38076.41,80260.41
20251014,37612.59,79282.73
20251015,37973.13,80042.71
20251016,37998.25,80095.64
20251017,37783.85,79643.72
20251020,38436.04,81018.45
20251021,38507.81,81169.74
20251022,38787.69,81759.69
20251023,38788.67,81761.76
20251024,38826.68,81841.89
20251027,39472.75,83203.71
20251028,38927.64,82054.68
20251029,38463.39,81076.11
20251030,38747.44,81674.86
20251031,38900.81,81997.72
20251104,38702.02,81578.70
20251105,38682.52,81537.60
20251106,39137.88,82497.43
20251107,39317.58,82876.20
20251110,39565.84,83399.51
20251111,39563.14,83393.82
20251112,40132.65,84594.27
20251113,40376.04,85107.30
20251114,40534.78,85441.90
20251117,40275.41,84895.19
20251118,39496.70,83253.76
20251119,39507.10,83275.70
20251120,39835.01,83966.88
20251121,40220.68,84779.82
20251125,40060.76,84442.74
20251126,40680.75,85749.59
20251127,40666.22,85718.96
20251128,40868.87,86154.09
20251201,40477.23,85328.49
20251202,40575.04,85534.69
20251203,40310.16,84976.30
20251204,41017.45,86467.31
20251205,40480.71,85335.82
20251208,40864.65,86145.20
20251209,40977.18,86382.42
20251210,41164.03,86776.31
20251211,41037.86,86510.33
20251212,41760.69,88034.09
20251215,42043.41,88630.09
20251216,41432.94,87343.18
20251217,41337.34,87141.65
20251218,41343.97,87155.64
20251219,41594.71,87684.20
20251222,41630.19,87759.00
20251223,41891.02,88308.85
20251224,41644.83,87789.87
20251225,41781.74,88078.47
20251226,41835.68,88192.20
20251229,42015.20,88816.74
20251230,41786.75,88333.79
20260105,42372.13,89571.25
20260106,43000.01,90898.54
20260107,42735.16,90338.67
20260108,42654.70,90168.58
20260109,43036.64,90975.97
20260113,44056.93,93132.79
20260114,44544.56,94163.59
20260115,44959.39,95040.52
20260116,44830.86,94768.81
20260119,44698.51,94489.02
20260120,44540.29,94154.56
20260121,43999.11,93010.55
20260122,44141.67,93311.91
20260123,44202.16,93439.78
20260126,43244.50,91415.37
20260127,43421.99,91790.56
20260128,43064.68,91035.24
20260129,43297.79,91543.92
20260130,43617.09,92219.56
20260202,43624.68,92235.60
20260203,44856.96,94841.01
20260204,45542.52,96290.50
20260205,45791.58,96817.09
20260206,46337.21,97970.71
20260209,46841.97,99037.93
20260210,47583.57,100605.88
20260212,48177.67,101861.99
20260213,47835.51,101138.58
20260216,47149.42,99687.97
20260217,46942.83,99251.17
20260218,47642.65,100730.80
20260219,48067.14,101628.30
20260220,47346.16,100103.94
20260224,47288.71,99982.47
20260225,47539.92,100513.60
20260226,47918.53,101314.09
20260227,48572.10,102684.07
20260302,48078.85,101641.32
20260303,46826.14,98993.01
20260304,45127.38,95401.76
20260305,45858.64,96947.66
20260306,45944.74,97129.69
20260309,44871.28,94860.34
20260310,45809.22,96843.19
20260311,46036.43,97323.53
20260312,45176.04,95504.63
20260313,45047.64,95233.17
20260316,44944.77,95015.70
20260317,45459.08,96102.97
20260318,46607.67,98531.16
20260319,45358.31,95889.96
20260323,44051.16,93126.57
20260324,45232.14,95623.22
20260325,46451.12,98200.21
20260326,46478.59,98258.27
20260327,46791.35,98919.46
20260330,45496.96,97478.43
20260331,45084.38,96594.48
20260401,46701.28,100058.72
20260402,46214.34,99015.44
20260403,46469.21,99561.51
20260406,46382.74,99376.23
20260407,46458.49,99538.54
20260408,47279.49,101297.56
20260409,46933.46,100556.18
20260410,46424.85,99466.47
20260413,46277.60,99150.97
20260414,46150.09,98877.79
20260415,46271.95,99138.87
20260416,46485.85,99597.17
20260417,45905.77,98354.33
20260420,46040.75,98643.52
20260421,45700.63,97914.81
20260422,45103.28,96634.97
20260423,44906.78,96213.97
20260424,44835.50,96061.24
20260427,44489.56,95320.06
20260428,45296.14,97048.17
20260430,44960.52,96337.64
20260501,45054.09,96538.14
20260507,45618.21,97746.89
20260508,45047.99,96525.07
20260511,45391.51,97261.15
20260512,45907.55,98366.87
20260513,46782.13,100240.84
20260514,46692.31,100048.39
20260515,47049.44,100813.61
20260518,46404.49,99431.68
20260519,47099.33,100920.51
20260520,46483.40,99600.76
20260521,46357.46,99330.89
20260522,46119.95,98821.99
20260525,46081.59,98739.79
20260526,45949.81,98457.41
20260527,45814.76,98168.04
20260528,45574.35,97652.92
20260529,45827.21,98239.46
20260601,45140.28,96766.88
20260602,45047.13,96567.19
20260603,45589.88,97730.69
20260604,45220.05,96937.88
20260605,45386.53,97294.76
20260608,45323.74,97160.16
20260609,45569.59,97687.19
20260610,45525.89,97593.52
20260611,45273.98,97053.50
20260612,45556.84,97659.86
20260615,46165.62,98964.89
20260616,45751.13,98076.37
20260617,45776.50,98130.74
20260618,46096.25,98816.19
20260619,45517.01,97574.48
20260622,45720.61,98010.93
20260623,45225.75,96950.11
20260624,44804.72,96047.54
20260625,44573.16,95551.16
20260626,44890.82,96232.11
20260629,45079.54,96846.79
20260630,44985.74,96645.28
20260701,44835.91,96323.38
20260702,45801.87,98398.61
20260703,46256.42,99375.15
20260706,47072.94,101129.31
20260707,47105.71,101199.71
20260708,46903.70,100765.73
20260709,46748.51,100432.33
20260710,46481.07,99857.76
20260713,46590.50,100092.86
20260714,47140.09,101273.57
20260715,47727.82,102536.23
20260716,47513.44,102075.67
20260717,47010.66,100995.51
20260721,48169.38,103484.86
20260722,48546.97,104296.06
20260723,48715.58,104658.28
20260724,48825.62,104894.68
20260727,49722.02,106820.48
20260728,49327.16,105972.17
20260729,50348.62,108166.64
20260730,49462.82,106283.38
20260731,49053.31,105414.71
20260803,48371.88,103950.34
20260804,47918.53,102976.09
20260805,48361.74,103928.55
20260806,49193.13,105715.18
20260807,49751.66,106915.45
20260810,49495.36,106364.68
20260812,49647.52,106691.65
20260813,49763.96,106941.88
20260814,49875.78,107182.19
20260817,49412.39,106186.36
20260818,49514.95,106406.76
20260819,48516.20,104260.47
20260820,48955.81,105205.20
20260821,49600.57,106590.77
20260824,49755.01,106922.66
20260825,50062.86,107584.23
20260826,50220.57,107923.14
20260827,50170.15,107814.79
20260828,50501.17,108526.15
20260831,50597.10,108732.83
20260901,51431.13,110525.16
20260902,50787.12,109141.18
20260903,51291.73,110225.59
20260904,50870.69,109320.76
20260907,50749.05,109059.38
20260908,50182.83,107842.57
20260909,49901.67,107238.35
20260910,50117.27,107701.68
20260911,50368.68,108241.96
