申込日,売残_株数(百万株),売残_前週比(%),売残_金額(百万円),売残金額_前週比(%),買残_株数(百万株),買残_前週比(%),買残_金額(百万円),買残金額_前週比(%),評価損益率(%),信用倍率
2001/06/01,993,+8.6,9003,+186.2,2959,-19.5,18189,+364.6,-7.91,2.02
2001/06/08,1012,+18.3,8992,-10.8,2954,-5.4,18364,+175.8,-6.45,2.04
2001/06/15,1040,+28.2,9207,+215.1,2972,+18.2,18697,+332.6,-10.26,2.03
2001/06/22,1061,+20.8,9251,+44.2,2902,-70.1,18185,-512.3,-8.34,1.97
2001/06/29,1108,+47.4,9736,+484.4,2926,+23.4,18155,-29.7,-9.71,1.86
2001/07/06,1072,-36,9410,-325.8,2884,-41.3,17965,-189.7,-13.98,1.91
2001/07/13,1056,-16.7,9281,-129.5,2831,-53.9,17563,-402.3,-14.45,1.89
2001/07/20,1054,-2,8913,-367.5,2766,-64.5,17125,-437.9,-18.11,1.92
2001/07/27,1009,-44.8,9067,+153.5,2670,-96,16476,-649.6,-18.75,1.82
2001/08/03,1047,+37.7,9259,+192.5,2613,-57,15807,-668.4,-17.21,1.71
2001/08/10,1082,+35.2,9155,-104.2,2628,+14.8,15918,+110.9,-18.73,1.74
2001/08/17,1107,+25.4,9061,-93.8,2613,-15.1,15890,-29,-18.51,1.75
2001/08/24,1146,+39,9358,+296.5,2616,+2.5,15680,-209.5,-19.63,1.68
2001/08/31,1113,-33.2,9015,-343.1,2590,-26,15376,-304.5,-22.82,1.71
2001/09/07,1113,-0.6,9088,+73.4,2518,-71.9,14770,-605.6,-25.48,1.63
2001/09/14,1009,-103.7,8299,-789.3,2350,-168.1,13734,-1036.3,-27.94,1.65
2001/09/21,1000,-8.8,8139,-159.9,2337,-12.6,13416,-318.1,-30.75,1.65
2001/09/28,960,-40.3,7683,-456.2,2248,-89,12838,-577.7,-30.04,1.67
2001/10/05,954,-6.1,8083,+399.9,2212,-36,12492,-345.7,-27.37,1.55
2001/10/12,1020,+65.5,9055,+972.1,2187,-25.6,12190,-302.2,-26.38,1.35
2001/10/19,993,-26.5,8311,-744,2223,+36.4,12282,+92,-24.99,1.48
2001/10/26,1177,+183.8,10147,+1836.1,2211,-11.9,11998,-284.5,-22.79,1.18
2001/11/02,1176,-0.7,9904,-243.6,2227,+15.8,12028,+30,-24.28,1.21
2001/11/09,1297,+120.6,11009,+1105.4,2185,-41.9,11454,-574.1,-24.46,1.04
2001/11/16,1324,+26.7,11514,+504.6,2158,-27.8,10845,-608.6,-22.52,0.94
2001/11/23,1276,-47.6,10908,-605.5,2164,+6.6,10684,-161,-20.42,0.98
2001/11/30,1266,-10.5,10971,+62.2,2185,+21.1,10727,+42.8,-19.6,0.98
2001/12/07,1310,+44.5,10911,-60,2166,-19.8,10280,-447.5,-20.07,0.94
2001/12/14,1445,+134.8,11839,+928.6,2184,+18.4,10468,+188.6,-20.99,0.88
2001/12/21,1405,-40.1,10586,-1253.4,2082,-102,9891,-577.1,-20.26,0.93
2002/01/04,1262,-143.1,9136,-1450,2004,-77.9,9134,-757.2,-16.18,1
2002/01/11,1385,+123.3,10178,+1042.2,2047,+42.5,9438,+304,-18.57,0.93
2002/01/18,1373,-12.5,9792,-386,2043,-3.9,9663,+225,-15.98,0.99
2002/01/25,1410,+37.4,10023,+230.6,2073,+29.6,9892,+228.9,-16.54,0.99
2002/02/01,1381,-29.2,9969,-53.4,2131,+58.7,10302,+409.9,-18.19,1.03
2002/02/08,1378,-2.8,10050,+81,2140,+8.9,10313,+11,-17.41,1.02
2002/02/15,1406,+27.9,10553,+502.5,2120,-20.1,9966,-347.5,-15.5,0.94
2002/02/22,1368,-38.3,10094,-458.3,2127,+6.9,10012,+46.3,-13.99,0.99
2002/03/01,1445,+76.9,10940,+845.9,2129,+1.5,9783,-229.3,-10.44,0.89
2002/03/08,1548,+103.1,13422,+2481.7,2130,+1,9755,-27.9,-6.6,0.72
2002/03/15,1486,-61.4,12898,-524.4,2214,+84.3,10915,+1160.2,-8.77,0.84
2002/03/22,1443,-43.5,12230,-668,2269,+55,11627,+712.2,-9.84,0.95
2002/03/29,1275,-167.7,10842,-1387.8,2266,-3.1,11923,+295.5,-10.46,1.09
2002/04/05,1198,-77.8,9523,-1319.3,2255,-10.8,12082,+159.6,-8.46,1.26
2002/04/12,1103,-94.6,8720,-802.6,2313,+57.6,12803,+720.6,-8.91,1.46
2002/04/19,1130,+27.2,9001,+280.9,2285,-27.9,12351,-451.9,-7.26,1.37
2002/04/26,1120,-10,9074,+72.6,2311,+26.2,12570,+219.1,-7.38,1.38
2002/05/03,1093,-27,8624,-449.9,2326,+15,12790,+219.2,-6.04,1.48
2002/05/10,1148,+54.4,9229,+605.2,2343,+16.9,12911,+121.8,-7.09,1.39
2002/05/17,1223,+75.4,10397,+1167.5,2338,-5.8,12518,-393.3,-6.88,1.2
2002/05/24,1311,+87.4,10958,+561.6,2404,+66.6,12960,+441.6,-3.4,1.18
2002/05/31,1267,-43.8,10532,-426,2504,+99.3,13825,+865,-4.69,1.31
2002/06/07,1227,-40.4,10295,-237.8,2587,+82.9,14667,+842,-6.06,1.42
2002/06/14,1180,-46.5,9611,-683.8,2619,+31.9,15270,+602.3,-8.93,1.58
2002/06/21,1097,-83.3,8840,-771,2605,-13.7,15525,+255,-12.77,1.75
2002/06/28,1075,-22,8435,-404.1,2596,-9.1,15353,-171.5,-11.54,1.82
2002/07/05,1133,+58.2,8717,+281.6,2582,-13.2,15246,-107,-9.73,1.75
2002/07/12,1180,+46.6,9091,+374.2,2610,+28,15503,+257.1,-11.25,1.7
2002/07/19,1221,+41.4,9170,+79.1,2618,+7.4,15735,+231.4,-14.02,1.71
2002/07/26,1236,+14.8,9537,+366.8,2615,-2.3,15948,+213.1,-17.09,1.67
2002/08/02,1254,+17.8,10048,+510.5,2615,-0.3,15702,-245.4,-18.05,1.56
2002/08/09,1302,+47.9,10567,+519.5,2560,-55.2,15142,-560.1,-17.29,1.43
2002/08/16,1243,-58.9,9996,-571.1,2576,+16.5,15233,+90.8,-17.92,1.52
2002/08/23,1224,-18.8,10058,+61.7,2557,-19.1,15073,-159.9,-17.14,1.49
2002/08/30,1171,-52.8,9513,-544.9,2583,+25.8,15314,+241,-18.24,1.6
2002/09/06,1214,+42.4,9592,+78.9,2498,-85.4,14905,-408.7,-21.47,1.55
2002/09/13,1233,+19.7,9718,+125.8,2457,-40.4,14414,-491.5,-19.42,1.48
2002/09/20,1065,-168.3,8320,-1398.1,2391,-66.1,13857,-556.7,-18.54,1.66
2002/09/27,994,-70.5,7923,-396.6,2330,-61.5,13477,-380.2,-17.56,1.7
2002/10/04,973,-21.8,7401,-521.9,2333,+3.1,13563,+86,-21.5,1.83
2002/10/11,937,-35.3,6976,-424.8,2205,-127.4,12782,-781.3,-24.18,1.83
2002/10/18,964,+26.2,7480,+502.9,2193,-12.3,12293,-488.7,-21.34,1.64
2002/10/25,981,+17.6,7452,-27.2,2197,+3.8,12190,-102.4,-23.4,1.64
2002/11/01,993,+12.2,7591,+138.9,2187,-103.5,11980,-209.8,-23.49,1.57
2002/11/08,1024,+30.8,7523,-68.1,2177,-9.5,11694,-286.5,-23.15,1.55
2002/11/15,1004,-19.8,6896,-627,2097,-79.5,11006,-687.6,-28.95,1.59
2002/11/22,1062,+57.8,7092,+195.9,1942,-155.5,9721,-1284.8,-23.03,1.37
2002/11/29,1115,+53.1,7553,+461,1897,-45.1,9099,-622.8,-18.12,1.2
2002/12/06,1090,-25.6,7338,-215,1859,-37.6,8989,-109.5,-18.41,1.22
2002/12/13,1041,-48.4,7146,-191.2,1880,+21.4,9104,+114.4,-19.42,1.27
2002/12/20,965,-76.7,6514,-631.9,1886,+6.1,9023,-80.6,-19.14,1.38
2002/12/27,998,+33.1,6715,+200.6,1858,-28.3,8729,-294.3,-15.64,1.29
2003/01/10,1079,+81.3,7044,+329.4,1825,-33.3,8418,-331.1,-16,1.2
2003/01/17,1140,+61.2,7482,+437.8,1828,+3.5,8099,-318.3,-12.73,1.08
2003/01/24,1183,+42.2,7569,+87.4,1896,+67.3,8196,+96.3,-10.28,1.08
2003/01/31,1167,-15.9,7210,-359,1934,+38,8717,+521.4,-11.59,1.2
2003/02/07,1211,+44.5,7248,+37.3,1977,+43,8753,+36,-9.38,1.2
2003/02/14,1263,+52,7696,+448.2,2008,+31.4,8613,-140.2,-8.09,1.11
2003/02/21,1289,+25.3,7890,+193.7,2054,+45.3,9168,+555.1,-8.08,1.16
2003/02/28,1249,-39.2,7577,-313.1,2046,-7.3,9422,+254,-10.09,1.24
2003/03/07,1246,-3.5,7631,+54,2120,+74,9680,+257.7,-13.2,1.26
2003/03/14,1186,-59.7,7532,-98.3,2115,-47.5,9633,-45.8,-14.2,1.27
2003/03/21,1125,-60.4,7110,-421.9,2076,-39.3,9229,-404.1,-12.95,1.3
2003/03/28,1149,+23.5,6869,-241,2023,-52.2,8846,-382.5,-12.1,1.28
2003/04/04,1222,+70.9,7448,+578.3,2052,+28.9,9119,+272.9,-12.82,1.22
2003/04/11,1221,+0.8,7433,-15,2137,+84.2,9469,+349.5,-12.82,1.27
2003/04/18,1240,+19.1,7454,+21.5,2199,+61.8,9538,+69.5,-10.67,1.28
2003/04/25,1217,-23.5,7463,+8.2,2293,+94.9,9689,+150.4,-13.37,1.29
2003/05/02,1221,+4.8,7611,+148.6,2281,-12.7,9517,-171.6,-8.65,1.25
2003/05/09,1246,+24.9,7917,+305.9,2309,+27.8,9406,-111.3,-11.11,1.18
2003/05/16,1272,+25.2,8066,+149,2377,+68.7,9583,+177.2,-6.31,1.18
2003/05/23,1240,-31.3,8023,-43.4,2469,+91.5,9836,+253,-9.68,1.22
2003/05/30,1262,+21.2,8323,+300.1,2510,+41.6,9692,-143.8,-9.52,1.16
2003/06/06,1317,+55.5,8917,+594.3,2592,+81.1,9667,-24.8,-6.22,1.08
2003/06/13,1362,+45.1,9484,+567,2778,+186.3,10036,+368.9,-6.45,1.05
2003/06/20,1285,-77.3,8932,-511.9,2869,+90.7,10242,+227.3,-6.63,1.14
2003/06/27,1290,+5.3,8764,-167.9,2992,+123.5,10821,+579.1,-5.82,1.23
2003/07/04,1282,-8,9231,+466.5,3084,+91.8,11250,+428.2,-6.12,1.21
2003/07/11,1212,-69.8,8961,-270,3243,+159,12897,+1647.1,-8.54,1.43
2003/07/18,1177,-35.1,8728,-232.1,3212,-31.2,13044,+147.4,-12.13,1.49
2003/07/25,1207,+30,8870,+141.1,3246,+33.5,13376,+332.2,-9.33,1.51
2003/08/01,1224,+16.4,8726,-143.6,3291,+45.5,13926,+549.2,-8.46,1.59
2003/08/08,1205,-18.7,8608,-118.1,3318,+26.8,14374,+448.1,-11.87,1.66
2003/08/15,1272,+66.5,8945,+336.8,3297,-20.6,13853,-520.7,-7.82,1.54
2003/08/22,1318,+46.3,9483,+538.2,3402,+104.8,14206,+353.4,-5.78,1.5
2003/08/29,1320,+1.6,9517,+33.6,3589,+186.6,15082,+875.5,-6.22,1.58
2003/09/05,1327,+7.4,10068,+550.8,3643,+54.6,15920,+838.3,-6.48,1.58
2003/09/12,1355,+27.9,10182,+114.7,3755,+13.1,17182,+1261.6,-4.73,1.68
2003/09/19,1321,-33.7,10060,-122.5,3828,+53.8,17728,+546.3,-3.91,1.76
2003/09/26,1136,-185,8720,-1339.6,3925,+96.9,18940,+1219.1,-7.32,2.17
2003/10/03,1153,+16.9,9035,+314.9,3952,+26.3,19452,+511.5,-3.73,2.15
2003/10/10,1156,+2.5,9375,+339.6,4012,+60.3,20332,+879.4,-3.12,2.16
2003/10/17,1153,-2.3,9667,+292.4,4056,+43.5,21828,+1496.6,+0.03,2.26
2003/10/24,1045,-108.2,8681,-985.7,4051,-4.2,22897,+1068.1,-9.65,2.63
2003/10/31,1074,+28.8,8766,+85.2,4069,+17,23332,+435.6,-7.86,2.66
2003/11/07,1082,+7.5,8883,+116.8,4054,-14.4,23293,-39.3,-9.04,2.62
2003/11/14,1036,-45.8,8609,-274.4,3918,-136.4,22204,-1089,-14.75,2.58
2003/11/21,1031,-4.5,8422,-187.2,3685,-233,20863,-1341.2,-17.5,2.47
2003/11/28,1031,±0,8676,+254.1,3695,+9.8,20757,-105.5,-14.33,2.39
2003/12/05,1116,+85.1,9158,+482,3688,-6,20703,-53.7,-12.65,2.26
2003/12/12,1087,-28.9,9006,-151.2,3657,-31.4,20612,-90.9,-16.57,2.29
2003/12/19,1084,-3.3,9022,+15.8,3574,-83.1,19958,-654.1,-16.33,2.21
2003/12/26,1078,-5.4,8681,-341.5,3522,-51.4,19519,-439.8,-12.76,2.24
2004/01/09,1143,+64.4,9607,+926.6,3569,+46.1,19544,+25.9,-7.59,2.03
2004/01/16,1158,+15,9616,+8.9,3727,+158.3,20582,+961.6,-7.74,2.14
2004/01/23,1190,+31.7,9928,+311.9,3776,+49.4,21058,+475.8,-6.07,2.12
2004/01/30,1134,-55.9,9452,-476.1,3888,+111.6,22175,+1116.8,-8.94,2.34
2004/02/06,1111,-22.2,9216,-236,3935,+46.5,22830,+654.9,-10.44,2.47
2004/02/13,1126,+14.4,9565,+348.5,3947,+12.5,22936,+106.1,-9.2,2.39
2004/02/20,1123,-2.8,9409,-155.4,3966,+18.4,22618,-317.8,-8.06,2.4
2004/02/27,1144,+21.2,9888,+478.5,3873,-92.8,22174,-443.8,-7.33,2.24
2004/03/05,1264,+119.2,10924,+1035.9,3836,-37,21291,-882.9,-4.8,1.94
2004/03/12,1222,-41.6,10402,-521.9,4006,+170.3,22822,+1530.9,-4.65,2.19
2004/03/19,1231,+8.5,10169,-232.9,4058,+51.6,23341,+619,-2.31,2.29
2004/03/26,1201,-29.9,9902,-267.1,4094,+36.3,23553,+112.1,+1.36,2.37
2004/04/02,1197,-3.9,9384,-518,4187,+92.7,24734,+1180.3,+1.36,2.63
2004/04/09,1209,+11.7,9525,+141.4,4248,+60.8,26014,+1280.6,-0.64,2.73
2004/04/16,1196,-12.1,9457,-68.4,4502,+254.2,28478,+2463.8,-0.33,3.01
2004/04/23,1186,-10.1,9735,+278,4491,-11.2,28887,+408.7,-0.92,2.96
2004/04/30,1147,-39.7,9194,-541.3,4653,+161.5,30054,+1166.5,-2.29,3.26
2004/05/07,1160,+13.4,9304,+110.3,4724,+71.9,30932,+878.7,-5.31,3.32
2004/05/14,1077,-83.1,8970,-333.7,4587,-137.5,29986,-946.5,-12.55,3.34
2004/05/21,1109,+32.6,9212,+241.7,4406,-180.8,28595,-1391,-9.15,3.1
2004/05/28,1158,+48.4,9642,+430.1,4405,-0.8,28275,-319.4,-8.94,2.93
2004/06/04,1190,+32.2,9825,+182.5,4485,+79.4,29128,+852.5,-10.07,2.96
2004/06/11,1273,+82.4,10640,+815.1,4480,-4.2,29046,-82,-8.45,2.73
2004/06/18,1292,+19.1,10486,-154.1,4586,+105.5,30281,+1235.4,-7.41,2.88
2004/06/25,1275,-16.5,10219,-266.3,4503,-83.4,29541,-740.3,-6.22,2.89
2004/07/02,1269,-6.4,10222,+3.1,4513,+10.4,29934,+393.3,-8.39,2.92
2004/07/09,1251,-18.1,10004,-218.6,4524,+10.5,30446,+511.3,-9.69,3.04
2004/07/16,1239,-11.1,10079,+75.6,4563,+39.7,30605,+158.8,-8.61,3.03
2004/07/23,1221,-18.5,9863,-216.3,4601,+38.1,30821,+216,-10.52,3.12
2004/07/30,1260,+38.8,10327,+463.5,4495,-106.7,29484,-1336.9,-12.64,2.85
2004/08/06,1223,-36.4,9922,-404.7,4499,+4.7,29064,-419.6,-14.15,2.93
2004/08/13,1222,-1.1,9788,-133.9,4530,+30.1,29298,+233.7,-13.48,2.99
2004/08/20,1262,+40,10161,+373.5,4506,-23.8,28980,-317.3,-12.29,2.85
2004/08/27,1337,+75.2,10623,+461.6,4519,+12.8,28987,+6,-9.7,2.73
2004/09/03,1458,+120.2,11097,+474.1,4615,+96.1,29382,+395.3,-8.99,2.64
2004/09/10,1507,+49.5,11292,+194.8,4682,+67.5,29540,+158.5,-8.53,2.61
2004/09/17,1455,-52.5,11179,-112.8,4677,-4.9,29132,-408.8,-10.81,2.61
2004/09/24,1447,-7.8,10869,-309.7,4618,-59.2,28785,-346,-11.88,2.64
2004/10/01,1427,-19.9,11145,+276.1,4461,-157.3,27176,-1609.6,-10.18,2.43
2004/10/08,1488,+60.6,11197,+51.1,4353,-107.2,25641,-1535.2,-7.91,2.29
2004/10/15,1434,-53.7,10712,-484.9,4309,-44.9,25509,-131.1,-9.68,2.38
2004/10/22,1469,+35.5,10845,+132.9,4300,-8.8,25465,-44.3,-10.36,2.35
2004/10/29,1486,+16.7,11189,+344.1,4320,+19.8,25050,-414.9,-10.73,2.23
2004/11/05,1546,+60.1,11663,+474,4265,-54.9,24197,-853.1,-8.97,2.07
2004/11/12,1551,+5.1,11917,+253.8,4317,+52.1,24096,-100.9,-9.22,2.02
2004/11/19,1568,+16.9,12200,+283.4,4360,+43.4,23768,-327.6,-9.66,1.94
2004/11/26,1541,-26.9,11680,-520.4,4419,+58.9,24277,+508.2,-9.71,2.07
2004/12/03,1574,+32.3,12423,+743,4447,+27.4,24263,-13.8,-8.49,1.95
2004/12/10,1580,+6.4,12407,-15.8,4571,+124.1,25110,+847.6,-10.11,2.02
2004/12/17,1580,+0.2,12281,-126.3,4476,-94.8,24134,-976.7,-9.56,1.96
2004/12/24,1590,+9.8,12281,+0.7,4437,-38.6,23338,-795.4,-7.75,1.9
2004/12/30,1550,-40.3,12160,-121.7,4461,+23.9,23178,-160,-5.66,1.9
2005/01/07,1631,+81.1,12500,+340.4,4548,+86.5,23724,+545.6,-4.1,1.9
2005/01/14,1686,+55,12677,+176.8,4612,+64.4,24618,+893.7,-2.99,1.94
2005/01/21,1699,+12.8,12435,-242.3,4699,+86.5,25818,+1200.5,-3.55,2.07
2005/01/28,1761,+62.1,12741,+306.5,4762,+63.2,26596,+777.5,-2.43,2.08
2005/02/04,1801,+39.9,12892,+150.5,4812,+50.1,27127,+531.7,-2.14,2.1
2005/02/10,1887,+85.8,13394,+502.6,4843,+30.7,27227,+99.7,-1.21,2.03
2005/02/18,1803,-83.1,13366,-28.2,4890,+47,27159,-68.3,-3.04,2.03
2005/02/25,1803,-14,13408,+41.9,4967,+76.8,27810,+65.1,-2.1,2.07
2005/03/04,1873,+70.8,13946,+538,5087,+120.5,28269,+45.8,-0.33,2.02
2005/03/11,1867,-6,13543,-403.2,5218,+130.8,28928,+659.5,-0.17,2.13
2005/03/18,1819,-47.7,13117,-425.7,5343,+124.7,30090,+116.1,-0.19,2.29
2005/03/25,1774,-45.6,12834,-283.3,5415,+71.7,30897,+806.8,-2.1,2.4
2005/04/01,1654,-119.5,11791,-1042.7,5414,-2.8,30979,+82.3,-3.29,2.62
2005/04/08,1704,+49.4,12384,+592.9,5409,-5.6,30572,-407.5,-2.84,2.46
2005/04/15,1632,-71.5,11742,-641.6,5450,+41.6,31563,+990.8,-6.92,2.68
2005/04/22,1640,+7.8,11916,+173.9,5363,-87.1,31909,+346.1,-6.94,2.67
2005/05/06,1645,+5.6,11964,+48.3,5312,-51.6,31664,-244.2,-5.34,2.64
2005/05/13,1685,+39.5,12243,+278.1,5408,+96.2,32645,+980.5,-6.42,2.66
2005/05/20,1681,-4.1,12402,+158.9,5299,-108.8,31677,-968.4,-8.2,2.55
2005/05/27,1705,+24.5,12760,+358,5342,+42.7,31391,-285.3,-10.04,2.46
2005/06/03,1773,+68,13177,+417.8,5350,+8.3,31155,-236.2,-7.64,2.36
2005/06/10,1785,+11.8,13348,+170.6,5386,+36.1,31143,-11.9,-7.15,2.33
2005/06/17,1805,+19.3,13490,+142.2,5418,+32.3,30636,-506.5,-6.19,2.27
2005/06/24,1805,+0.7,13723,+232.3,5410,-8.2,30336,-300.8,-6.37,2.21
2005/07/01,1813,+7.4,14011,+287.7,5372,-38.7,30045,-290.6,-6.2,2.14
2005/07/08,1864,+51.4,14329,+318.8,5357,-14.9,30020,-24.7,-6.5,2.09
2005/07/15,1898,+33.2,14917,+588,5258,-98.3,29315,-705.4,-5.86,1.96
2005/07/22,1920,+21.8,14751,-166.4,5273,+14.5,29733,+418.5,-5.78,2.01
2005/07/29,1975,+55.3,15172,+420.9,5262,-10.4,29311,-421.8,-4.5,1.93
2005/08/05,1899,-76.2,14921,-251.2,4974,-288.4,28719,-592,-7.4,1.92
2005/08/12,2014,+115.5,16147,+122.6,4919,-55,27845,-874.3,-4.62,1.72
2005/08/19,1999,-15.1,15928,-219,5102,+183,29093,+1247.7,-4.34,1.82
2005/08/26,1977,-22.4,15930,+2.1,5182,+80.2,29298,+204.6,-4.54,1.83
2005/09/02,2033,+56.8,16301,+370.8,5179,-2.8,29802,+504.9,-3.6,1.82
2005/09/09,2027,-6.5,16686,+384.7,5257,+77.8,30076,+273.2,-3.95,1.8
2005/09/16,2084,+56.7,16829,+143.1,5426,+168.6,30438,+362.1,-1.74,1.8
2005/09/22,2066,-17.1,16955,+125.9,5482,+56.5,30940,+501.8,-2.08,1.82
2005/09/30,1997,-69.6,16530,-424.6,5571,+88.8,31892,+952.3,-1.26,1.92
2005/10/07,1915,-81.8,15825,-705,5835,+263.8,34711,+2819.3,-3.44,2.19
2005/10/14,1971,+56.4,16528,+70.3,5950,+115.1,35665,+953.2,-3.18,2.15
2005/10/21,1974,+2.7,16081,-447.2,6120,+169.8,37111,+1446.5,-3.71,2.3
2005/10/28,2014,+39.9,16687,+605.9,6129,+8.6,37370,+258.6,-2.57,2.23
2005/11/04,2038,+24.7,16933,+245.7,6137,+8.4,37637,+266.6,+0.63,2.22
2005/11/11,1979,-58.9,16647,-285.6,6342,+205.2,40028,+2391.5,+0.08,2.4
2005/11/18,1951,-28.1,16797,+149.8,6431,+88.9,41009,+980.7,-0.19,2.44
2005/11/25,1914,-37.8,16463,-334,6469,+38,42828,+1819.1,-0.76,2.6
2005/12/02,1919,+5.7,16862,+398.8,6549,+79.8,44121,+1292.4,+1.65,2.61
2005/12/09,1880,-38.9,16419,-442.3,6762,+212.9,47526,+3405.5,+2.09,2.89
2005/12/16,1856,-24.4,16250,-169.8,7079,+316.5,50946,+3420.1,+1.02,3.13
2005/12/22,1860,+4.5,16262,+12.8,7041,-37.9,50670,-276.7,+2.7,3.11
2005/12/30,1738,-122.4,15134,-1128.5,7103,+62.2,52314,+1644.4,+2.97,3.45
2006/01/06,1787,+49,15790,+655.7,7229,+125.7,54541,+2227.2,+3.31,3.45
2006/01/13,1760,-27,15931,+140.9,7371,+142.2,57662,+2995.6,+2.54,3.62
2006/01/20,1665,-94.8,15147,-783.7,6992,-379.1,56092,-1570.7,-4.58,3.7
2006/01/27,1702,+37,16084,+936.3,6893,-98.7,54906,-1185.3,-0.95,3.41
2006/02/03,1715,+13,16092,+8.6,7027,+133.8,57011,+2105.2,-0.17,3.54
2006/02/10,1713,-1.6,15909,-182.9,7126,+98.8,59836,+2824.5,-3.95,3.76
2006/02/17,1685,-28.4,15691,-218.5,6771,-355,56181,-3654.6,-11.31,3.58
2006/02/24,1733,+48.2,15757,+66.7,6434,-337,53062,-3119.5,-5.69,3.37
2006/03/03,1724,-9,15728,-29,6567,+133.4,54475,+1413,-9.79,3.46
2006/03/10,1721,-3,15956,+227.3,6604,+36.8,54475,±0,-7.26,3.41
2006/03/17,1745,+23.6,16460,+504.7,6620,+15.3,54844,+369,-7.22,3.33
2006/03/24,1754,+9.2,16046,-414.4,6585,-34.1,54677,-166.3,-5.85,3.41
2006/03/31,1711,-42.5,15801,-245.3,6645,+59.8,53693,-984.8,-3.43,3.4
2006/04/07,1779,+67.8,16765,+964.7,6695,+49.3,53239,-453.3,-2.61,3.18
2006/04/14,1739,-40.2,16242,-523.2,6928,+233.7,57097,+3858,-4.35,3.52
2006/04/21,1752,+13.4,16915,+673.2,6757,-170.9,56258,-839.5,-7.1,3.33
2006/04/28,1740,-12.2,16383,-532.3,6726,-31.9,57353,+1095.5,-7.7,3.5
2006/05/12,1764,+24.3,16635,+251.6,6686,-39.6,57754,+400.6,-9.4,3.47
2006/05/19,1766,+1.7,16603,-31.7,6556,-129.7,57683,-70.3,-11.4,3.47
2006/05/26,1613,-152.9,15446,-1157,6475,-80.8,56977,-706.2,-12.94,3.69
2006/06/02,1622,+9.2,15625,+179.3,6014,-461.4,52830,-4146.9,-15.28,3.38
2006/06/09,1622,-0.4,15616,-9.5,5626,-387.3,49390,-3440.1,-19.74,3.16
2006/06/16,1637,+14.1,15066,-549,5509,-117.6,48218,-1171.5,-15.34,3.2
2006/06/23,1616,-21,14852,-241.3,5560,+50.8,48498,+279.7,-14.34,3.27
2006/06/30,1655,+39.8,15249,+396.6,5561,+1.1,47163,-1335.2,-12.61,3.09
2006/07/07,1700,+44.4,15504,+254.8,5583,+22.6,47042,-120.6,-13.02,3.03
2006/07/14,1706,+6.4,15364,-139.6,5521,-61.9,46289,-753.4,-16.22,3.01
2006/07/21,1668,-38,14822,-542.1,5212,-309,43286,-3002.4,-17.42,2.92
2006/07/28,1694,+25,15411,+588.9,5127,-85.2,41248,-2038,-16.03,2.68
2006/08/04,1687,-6.8,15291,-119.8,5094,-32.9,40744,-504,-12.89,2.66
2006/08/11,1708,+21.1,15537,+245.7,5053,-40.7,40234,-510.2,-11.75,2.59
2006/08/18,1768,+60.2,16327,+790.6,5083,+29.5,39298,-936.3,-8.4,2.41
2006/08/25,1754,-14.8,16274,-53.5,5211,+127.8,40430,+1132.5,-9.13,2.48
2006/09/01,1738,-16.1,15950,-324,5170,-40.5,40225,-205.4,-9.25,2.52
2006/09/08,1750,+12.4,16159,+209.3,5334,+163.8,41835,+1610.5,-7.87,2.59
2006/09/15,1693,-57.2,15854,-305.1,5301,-33.3,41597,-238.4,-11.4,2.62
2006/09/22,1626,-67,15284,-570,5279,-21.3,41626,+28.7,-12.65,2.72
2006/09/29,1649,+22.8,15643,+359.4,5077,-202.1,39032,-2563.7,-10.16,2.5
2006/10/06,1679,+30.6,16611,+967.5,5014,-63.1,37435,-1597,-10.61,2.25
2006/10/13,1676,-3.6,16453,-158.2,4880,-134,36202,-1232.3,-11.09,2.2
2006/10/20,1668,-7.7,16260,-192.4,4879,-1.1,36228,+25.8,-7.83,2.23
2006/10/27,1680,+12.2,16447,+186.3,4928,+49.4,36694,+465.6,-7.43,2.23
2006/11/02,1649,-31.2,15927,-519.4,4993,+64.5,37712,+1018.3,-8.68,2.37
2006/11/10,1640,-8.9,15717,-209.8,4941,-51.2,37919,+207,-10.41,2.41
2006/11/17,1607,-33.2,15447,-270.4,4895,-46.6,37539,-380.1,-11.14,2.43
2006/11/24,1614,+6.8,15557,+109.8,4760,-134.7,36806,-733.2,-12.72,2.37
2006/12/01,1645,+31,16007,+450.7,4742,-18.1,35999,-806.6,-8.09,2.25
2006/12/08,1642,-2.3,15813,-194.5,4807,+64.7,36535,+535.6,-7.42,2.31
2006/12/15,1647,+4.7,16193,+380.5,4796,-10.4,35931,-603.3,-6.53,2.22
2006/12/22,1647,±0,16032,-161.9,4855,+58.8,36203,+271.9,-7.53,2.26
2006/12/29,1571,-76.4,14921,-1110.3,4856,+1.3,36123,-80.3,-6.6,2.42
2007/01/12,1623,+52.5,15709,+787.8,4944,+87.1,36778,+654.5,-6.56,2.34
2007/01/19,1706,+82.6,16095,+386.1,4909,-34.6,36623,-154.4,-3.56,2.28
2007/01/26,1666,-40.4,15946,-148.9,4906,-2.4,37083,+460,-3.39,2.33
2007/02/02,1677,+11.3,16538,+591.9,4835,-71.2,36982,-100.8,-4.68,2.24
2007/02/09,1712,+35,16870,+331.8,4817,-17.9,38121,+1138.6,-5.02,2.26
2007/02/16,1712,-0.3,16732,-138.4,4763,-54.1,37800,-320.9,-4,2.26
