code,pub,fy_end,eps,ni,kind,tid,note
9308,2014-11-06 15:00:00,,,,revision,140120141106074765,notable
9308,2014-12-11 15:30:00,,,,revision,140120141211092278,undisclosed
9308,2015-02-09 15:00:00,2015-03,467.48,9584.0,tanshin,140120150204018840,manual
9308,2015-02-09 15:00:00,,,,revision,140120150205020170,notable
9308,2015-03-24 09:30:00,,,,revision,140120150320417986,notable
9308,2015-05-14 15:00:00,2016-03,-92.74,-2325.0,tanshin,140120150501459250,manual
9308,2015-05-14 15:00:00,,,,revision,140120150511469292,notable
9308,2015-05-19 15:00:00,,,,revision,140120150518482698,notable
9308,2015-08-07 15:00:00,2016-03,10.45,262.0,tanshin,140120150730464787,manual
9308,2015-08-07 15:00:00,,,,revision,140120150807473081,notable
9308,2015-08-28 16:00:00,,,,revision,140120150826484987,notable
9308,2015-11-10 15:00:00,2016-03,-10.41,-261.0,tanshin,140120151029429270,manual
9308,2016-02-10 15:00:00,2016-03,-58.68,-1471.0,tanshin,140120160129400545,manual
9308,2016-02-10 15:00:00,,,,revision,140120160209410127,notable
9308,2016-05-13 15:00:00,2017-03,-101.21,-2537.0,tanshin,140120160427470391,manual
9308,2016-05-13 15:00:00,,,,revision,140120160513487827,notable
9308,2016-08-10 15:00:00,2017-03,-94.35,-2365.0,tanshin,140120160726458650,manual
9308,2016-11-10 15:00:00,2017-03,-94.43,-2367.0,tanshin,140120161027422584,manual
9308,2016-12-21 15:00:00,,,,revision,140120161220460724,notable
9308,2017-02-13 15:00:00,2017-03,-23.42,-587.0,tanshin,140120170203490064,manual
9308,2017-05-12 15:00:00,2018-03,30.48,764.0,tanshin,140120170425449611,
9308,2017-05-12 15:00:00,,,,revision,140120170512469907,notable
9308,2017-08-10 15:00:00,2018-03,3.25,81.0,tanshin,140120170726439784,
9308,2017-11-09 15:00:00,2018-03,23.34,581.0,tanshin,140120171024497357,manual
9308,2018-02-14 15:00:00,2018-03,22.82,568.0,tanshin,140120180130459456,manual
9308,2018-05-11 15:00:00,2019-03,117.18,2911.0,tanshin,140120180425419505,manual
9308,2018-08-09 15:00:00,2019-03,88.96,2210.0,tanshin,140120180730488175,manual
9308,2018-11-08 15:00:00,2019-03,53.78,1337.0,tanshin,140120181025422740,manual
9308,2019-02-14 15:00:00,2019-03,40.11,997.0,tanshin,140120190130466427,
9308,2019-05-14 15:00:00,,,,revision,140120190513422595,notable
9308,2019-05-14 15:00:00,2020-03,12.26,305.0,tanshin,140120190426413440,manual
9308,2019-08-08 15:00:00,,,,revision,140120190802481704,notable
9308,2019-11-13 15:00:00,2020-03,-10.6,-264.0,tanshin,140120191101418421,
9308,2019-11-13 15:00:00,,,,revision,140120191112425414,notable
9308,2019-12-13 14:00:00,,,,revision,140120191213436727,notable
9308,2020-02-13 15:00:00,,,,revision,140120200212463087,notable
9308,2020-02-13 15:00:00,2020-03,5.1,127.0,tanshin,140120200203455927,
9308,2020-04-01 16:30:00,,,,revision,140120200331488123,notable
9308,2020-05-14 15:00:00,2021-03,,,tanshin,140120200512411004,undisclosed
9308,2020-08-13 15:00:00,2021-03,-88.96,-2218.0,tanshin,140120200813481265,
9308,2020-08-13 15:00:00,,,,revision,140120200812480893,undisclosed
9308,2020-11-12 15:00:00,2021-03,-109.25,-2726.0,tanshin,140120201110420442,
9308,2021-02-12 15:00:00,2021-03,-85.78,-2141.0,tanshin,140120210210461462,
9308,2021-05-14 15:01:00,2022-03,127.1,3175.0,tanshin,140120210513417716,
9308,2021-05-14 15:01:00,,,,revision,140120210513416953,notable
9308,2021-08-12 15:00:00,2022-03,288.75,7213.0,tanshin,140120210812484651,
9308,2021-08-12 15:00:00,,,,revision,140120210812484544,notable
9308,2021-11-11 15:00:00,2022-03,339.44,8492.0,tanshin,140120211111431850,
9308,2021-11-11 15:00:00,,,,revision,140120211111431329,notable
9308,2022-02-14 15:00:00,2022-03,399.61,9997.0,tanshin,140120220210587341,
9308,2022-02-14 15:00:00,,,,revision,140120220210587369,notable
9308,2022-05-13 15:00:00,2023-03,296.84,7426.0,tanshin,140120220512543934,
9308,2022-08-10 15:00:00,2023-03,378.78,9476.0,tanshin,140120220809516209,
9308,2022-11-11 15:00:00,2023-03,371.38,9303.0,tanshin,140120221108559555,
9308,2023-02-13 15:00:00,2023-03,378.81,9489.0,tanshin,140120230213507695,
9308,2023-05-12 15:00:00,2024-03,114.09,2858.0,tanshin,140120230511566389,
9308,2023-08-10 15:00:00,2024-03,11.98,300.0,tanshin,140120230613502137,
9308,2023-11-10 15:00:00,2024-03,43.07,1081.0,tanshin,140120231109584189,
9308,2024-02-13 15:00:00,2024-03,59.69,1498.0,tanshin,140120240209532087,
9308,2024-05-13 15:00:00,2025-03,45.54,1143.0,tanshin,140120240510590261,
9308,2024-08-08 15:00:00,2025-03,82.79,2078.0,tanshin,140120240808566526,
9308,2024-11-08 15:00:00,2025-03,271.52,6824.0,tanshin,140120241108515744,
9308,2025-02-13 15:00:00,2025-03,199.26,5008.0,tanshin,140120250212569593,manual
9308,2025-05-13 15:00:00,2026-03,3.86,97.0,tanshin,140120250513544028,
9308,2025-08-08 15:00:00,2026-03,24.15,607.0,tanshin,140120250806531540,
9308,2025-11-11 15:00:00,2026-03,22.64,570.0,tanshin,140120251110593523,
9308,2026-02-12 15:00:00,2026-03,33.75,850.0,tanshin,140120260210553627,
9308,2026-05-13 15:00:00,2027-03,115.72,2914.0,tanshin,140120260511522887,manual
9308,2026-05-13 15:00:00,,,,revision,140120260513528002,notable
9308,2026-08-07 15:00:00,2027-03,151.78,3822.0,tanshin,140120260806513016,
9115,2013-10-30 13:00:00,2014-03,39.31,1300.0,revision,140120131028045574,
9115,2014-01-31 13:00:00,2014-03,39.31,1300.0,tanshin,140120140130096043,manual
9115,2014-05-15 13:00:00,2015-03,18.13,600.0,tanshin,140120140514064389,
9115,2014-07-31 13:00:00,2015-03,18.13,600.0,tanshin,140120140730023583,
9115,2014-10-30 13:00:00,,,,revision,140120141030068838,notable
9115,2014-10-31 13:00:00,2015-03,18.13,600.0,tanshin,140120141030070140,
9115,2015-01-30 13:00:00,2015-03,66.53,2200.0,tanshin,140120150129014520,
9115,2015-05-15 13:00:00,2016-03,69.49,2300.0,tanshin,140120150514478615,
9115,2015-07-31 13:00:00,2016-03,69.49,2300.0,tanshin,140120150730464803,
9115,2015-10-16 15:00:00,,,,revision,140120151014416028,notable
9115,2015-10-30 13:00:00,2016-03,69.49,2300.0,tanshin,140120151030431241,
9115,2016-01-29 13:00:00,2016-03,36.26,1200.0,tanshin,140120160128498471,
9115,2016-04-28 15:00:00,2016-03,30.21,1000.0,revision,140120160426467993,
9115,2016-05-13 13:00:00,2017-03,27.3,900.0,tanshin,140120160512486989,
9115,2016-07-29 13:00:00,2017-03,27.3,900.0,tanshin,140120160714450358,
9115,2016-10-28 13:00:00,,,,revision,140120161028423997,notable
9115,2016-10-31 13:00:00,2017-03,27.3,900.0,tanshin,140120161026421968,
9115,2017-01-31 13:00:00,2017-03,27.3,900.0,tanshin,140120170130485459,
9115,2017-05-15 13:00:00,2018-03,24.44,800.0,tanshin,140120170509463612,
9115,2017-07-28 13:00:00,2018-03,24.44,800.0,tanshin,140120170725438903,
9115,2017-10-30 13:00:00,,,,revision,140120171030402721,notable
9115,2017-10-31 13:00:00,2018-03,24.44,800.0,tanshin,140120171030402576,
9115,2018-01-31 13:00:00,2018-03,58.04,1900.0,tanshin,140120180130459016,
9115,2018-05-15 13:00:00,2019-03,36.66,1200.0,tanshin,140120180514436881,
9115,2018-07-31 13:00:00,2019-03,36.66,1200.0,tanshin,140120180730487418,
9115,2018-10-30 13:00:00,,,,revision,140120181029424185,notable
9115,2018-10-31 13:00:00,2019-03,36.66,1200.0,tanshin,140120181022420741,
9115,2019-01-31 13:00:00,2019-03,54.98,1800.0,tanshin,140120190131466970,
9115,2019-05-09 13:00:00,2020-03,42.77,1400.0,tanshin,140120190508417781,
9115,2019-07-31 13:00:00,2020-03,42.77,1400.0,tanshin,140120190731479555,
9115,2019-10-30 13:00:00,,,,revision,140120191029414853,notable
9115,2019-10-31 13:00:00,2020-03,42.77,1400.0,tanshin,140120191029414887,
9115,2020-01-31 13:00:00,2020-03,64.15,2100.0,tanshin,140120200129453007,
9115,2020-05-15 13:00:00,2021-03,21.38,700.0,tanshin,140120200514413718,
9115,2020-07-31 13:00:00,2021-03,21.38,700.0,tanshin,140120200731471019,
9115,2020-10-29 13:00:00,,,,revision,140120201028410774,notable
9115,2020-10-30 13:00:00,2021-03,21.38,700.0,tanshin,140120201029411743,
9115,2021-01-29 13:00:00,2021-03,24.3,800.0,tanshin,140120210128451162,
9115,2021-05-13 13:00:00,2021-03,36.53,1200.0,revision,140120210511411856,
9115,2021-05-14 13:00:00,2022-03,23.87,800.0,tanshin,140120210513416973,
9115,2021-07-30 13:00:00,2022-03,23.87,800.0,tanshin,140120210729474397,
9115,2021-10-29 13:00:00,2022-03,74.61,2500.0,revision,140120211028419043,
9115,2021-10-29 13:00:00,2022-03,74.61,2500.0,tanshin,140120211028419027,
9115,2022-01-28 13:00:00,2022-03,74.61,2500.0,tanshin,140120220126573264,
9115,2022-05-13 13:00:00,2023-03,104.45,3500.0,tanshin,140120220512544087,
9115,2022-07-28 13:00:00,2023-03,104.45,3500.0,tanshin,140120220727505408,
9115,2022-10-28 13:00:00,2023-03,163.14,5500.0,revision,140120221026549514,
9115,2022-10-28 13:00:00,2023-03,163.14,5500.0,tanshin,140120221027550479,
9115,2023-01-27 13:00:00,2023-03,163.14,5500.0,tanshin,140120230126593963,
9115,2023-05-12 13:00:00,2024-03,61.75,2100.0,tanshin,140120230511567535,
9115,2023-07-27 13:00:00,2024-03,61.75,2100.0,tanshin,140120230726527141,
9115,2023-10-27 13:00:00,2024-03,118.21,4000.0,revision,140120231027572780,
9115,2023-10-27 13:00:00,2024-03,118.21,4000.0,tanshin,140120231026572577,
9115,2024-01-31 13:00:00,2024-03,118.21,4000.0,tanshin,140120240130521879,
9115,2024-05-15 13:00:00,2025-03,112.56,3800.0,tanshin,140120240514596365,
9115,2024-07-31 13:00:00,2025-03,112.56,3800.0,tanshin,140120240729556824,
9115,2024-10-31 13:00:00,,,,revision,140120241030506088,notable
9115,2024-10-31 13:00:00,2025-03,112.56,3800.0,tanshin,140120241030505951,
9115,2025-01-31 13:00:00,2025-03,112.56,3800.0,tanshin,140120250130558172,
9115,2025-07-30 13:00:00,2026-03,129.67,4400.0,tanshin,140120250728521621,
9115,2025-10-31 13:00:00,2026-03,97.2,3300.0,revision,140120251030583688,
9115,2025-10-31 13:00:00,2026-03,97.2,3300.0,tanshin,140120251030583658,
9115,2026-01-29 13:00:00,2026-03,97.2,3300.0,tanshin,140120260128540114,
9115,2026-05-14 15:00:00,,,,revision,140120260513530442,notable
9115,2026-05-14 15:00:00,2027-03,61.66,2100.0,tanshin,140120260513530388,
9115,2026-07-29 13:00:00,2027-03,61.66,2100.0,tanshin,140120260729501426,
9130,2013-11-07 15:30:00,2014-03,,,tanshin,140120130918025000,noeps
9130,2013-11-07 15:30:00,,,,revision,140120131107054963,notable
9130,2014-02-07 15:00:00,2014-03,5.75,220.0,tanshin,140120140120087648,
9130,2014-02-07 15:00:00,2014-03,5.75,220.0,revision,140120140122088834,
9130,2014-05-09 15:30:00,2015-03,24.84,950.0,tanshin,140120140408035019,
9130,2014-05-09 15:30:00,,,,revision,140120140508056056,notable
9130,2014-08-08 15:00:00,2015-03,19.61,750.0,tanshin,140120140708010397,manual
9130,2014-08-08 15:00:00,,,,revision,140120140725019946,notable
9130,2014-11-07 15:30:00,2015-03,19.61,750.0,tanshin,140120140922047748,manual
9130,2015-02-06 15:30:00,2015-03,14.38,550.0,tanshin,140120150115005931,manual
9130,2015-05-08 15:30:00,2016-03,15.69,600.0,tanshin,140120150403431215,manual
9130,2015-07-17 17:00:00,2016-03,33.99,1300.0,revision,140120150717453325,
9130,2015-08-07 15:30:00,2016-03,33.99,1300.0,tanshin,140120150707444428,manual
9130,2015-11-06 16:00:00,2016-03,33.99,1300.0,tanshin,140120150902489538,manual
9130,2015-11-13 16:00:00,,,,revision,140120151111443615,notable
9130,2016-02-05 15:30:00,2016-03,22.23,850.0,tanshin,140120160119490524,manual
9130,2016-02-05 15:30:00,,,,revision,140120160122493015,notable
9130,2016-05-13 15:30:00,2017-03,31.38,1200.0,tanshin,140120160328444529,manual
9130,2016-08-05 15:30:00,2017-03,31.38,1200.0,tanshin,140120160707445618,manual
9130,2016-11-04 16:00:00,2017-03,31.38,1200.0,tanshin,140120160812475032,manual
9130,2016-11-04 16:00:00,,,,revision,140120161020416844,notable
9130,2017-02-03 15:30:00,2017-03,31.38,1200.0,tanshin,140120170111471841,manual
9130,2017-02-03 15:30:00,,,,revision,140120170131486103,undisclosed
9130,2017-03-24 15:00:00,,,,revision,140120170323425471,notable
9130,2017-05-12 16:00:00,2018-03,31.38,1200.0,tanshin,140120170427453567,
9130,2017-08-10 16:00:00,2018-03,313.81,1200.0,tanshin,140120170724437585,
9130,2017-11-10 16:00:00,2018-03,313.81,1200.0,tanshin,140120171018492756,
9130,2018-02-09 16:00:00,2018-03,313.81,1200.0,tanshin,140120180118452246,
9130,2018-03-27 15:00:00,,,,revision,140120180322494675,notable
9130,2018-05-11 16:00:00,2019-03,169.98,650.0,tanshin,140120180508429010,
9130,2018-08-10 16:00:00,2019-03,169.98,650.0,tanshin,140120180730487352,
9130,2018-11-09 16:00:00,,,,revision,140120181024421839,notable
9130,2018-11-09 16:00:00,2019-03,431.5,1650.0,tanshin,140120181024421840,
9130,2019-02-08 16:00:00,2019-03,431.5,1650.0,tanshin,140120190131466908,
9130,2019-03-08 16:00:00,,,,revision,140120190308487729,notable
9130,2019-05-13 16:00:00,2020-03,196.13,750.0,tanshin,140120190507416189,
9130,2019-08-09 16:00:00,2020-03,196.13,750.0,tanshin,140120190806482960,
9130,2019-11-08 16:00:00,2020-03,196.13,750.0,tanshin,140120191106419792,
9130,2020-02-05 16:00:00,2020-03,261.51,2000.0,tanshin,140120200203455910,
9130,2020-02-05 16:00:00,,,,revision,140120200203455912,notable
9130,2020-05-12 16:00:00,2021-03,32.69,250.0,tanshin,140120200511409369,manual
9130,2020-08-07 16:00:00,2021-03,32.69,250.0,tanshin,140120200806477168,
9130,2020-11-06 16:00:00,2021-03,32.69,250.0,tanshin,140120201104415058,
9130,2020-11-06 16:00:00,,,,revision,140120201104415067,notable
9130,2021-02-05 16:00:00,2021-03,6.54,50.0,tanshin,140120210204456285,manual
9130,2021-05-12 16:00:00,2022-03,26.15,200.0,tanshin,140120210511411614,
9130,2021-05-12 16:00:00,,,,revision,140120210511411644,notable
9130,2021-08-06 16:00:00,2022-03,117.68,900.0,tanshin,140120210804478195,
9130,2021-08-06 16:00:00,,,,revision,140120210805480237,notable
9130,2021-11-05 16:00:00,2022-03,117.68,900.0,tanshin,140120211104425264,
9130,2022-02-04 16:00:00,2022-03,117.68,900.0,tanshin,140120220203579745,
9130,2022-05-11 16:00:00,2023-03,52.3,400.0,tanshin,140120220510537674,
9130,2022-05-11 16:00:00,,,,revision,140120220510537665,notable
9130,2022-08-05 16:00:00,2023-03,130.76,1000.0,tanshin,140120220804512169,
9130,2022-08-05 16:00:00,,,,revision,140120220804512215,notable
9130,2022-11-04 16:00:00,2023-03,130.76,1000.0,tanshin,140120221104556271,
9130,2022-11-04 16:00:00,,,,revision,140120221104556290,notable
9130,2023-02-03 16:00:00,2023-03,130.76,1000.0,tanshin,140120230130595473,
9130,2023-05-12 16:00:00,2024-03,9.15,70.0,tanshin,140120230509561482,
9130,2023-08-04 16:00:00,2024-03,9.15,70.0,tanshin,140120230804534110,
9130,2023-08-04 16:00:00,,,,revision,140120230804534118,notable
9130,2023-11-02 16:00:00,2024-03,-36.61,-280.0,tanshin,140120231031575640,
9130,2023-11-02 16:00:00,,,,revision,140120231031575834,notable
9130,2024-02-02 16:00:00,2024-03,5.23,40.0,tanshin,140120240201523967,
9130,2024-02-02 16:00:00,,,,revision,140120240201523978,notable
9130,2024-05-10 16:00:00,2025-03,627.64,4800.0,tanshin,140120240509585734,
9130,2024-05-10 16:00:00,,,,revision,140120240509585736,notable
9130,2024-08-02 16:00:00,2025-03,627.64,4800.0,tanshin,140120240729556401,
9130,2024-11-01 16:00:00,,,,revision,140120241030505977,notable
9130,2024-11-01 16:00:00,2025-03,647.25,4950.0,tanshin,140120241030505943,
9130,2025-02-07 16:00:00,2025-03,647.25,4950.0,tanshin,140120250204562749,
9130,2025-05-09 16:00:00,2026-03,248.44,1900.0,tanshin,140120250509537235,
9130,2025-08-01 16:00:00,2026-03,26.15,200.0,tanshin,140120250801527205,
9130,2025-08-01 16:00:00,,,,revision,140120250801527213,undisclosed
9130,2025-11-07 16:00:00,2026-03,26.15,200.0,tanshin,140120251107592168,
9130,2026-02-05 16:00:00,2026-03,26.15,200.0,tanshin,140120260205548106,
9130,2026-05-13 16:00:00,2027-03,169.99,1300.0,tanshin,140120260513529951,
9130,2026-05-13 16:00:00,,,,revision,140120260513529989,notable
9130,2026-08-05 16:00:00,2027-03,483.81,3700.0,tanshin,140120260805509760,
9130,2026-08-05 16:00:00,,,,revision,140120260805509769,notable
